candidate,window_days,n_before,n_after,hvac_before,hvac_after,hvac_delta,cooling_delta,pump_delta,plug_delta,aux_delta,it_delta,pue_delta,hvac_persist,persistent,scan
2023-12-15,28,27,28,8.35287257985863,9.250342537982714,0.8974699581240841,0.17866122131048812,1.95345731255928,1.0007359385457222,4.0303244305395864,-39.70862069628993,0.0013521657160457945,10.369559887428844,True,28
2023-12-16,28,27,28,8.351854212914006,9.23181776492935,0.8799635520153437,0.5635277380635104,2.129240727307625,1.0508575969906278,4.623589614377117,55.0925729622204,0.0007077047728458741,11.425304768689074,True,28
2023-12-17,28,27,28,8.35293203970349,9.213277160141729,0.8603451204382395,0.7711802147708617,1.9590862620451759,1.1558194949989367,4.746431092253218,52.94454548924887,0.0007561463435381555,12.486945242981816,True,28
2023-12-18,28,28,28,8.374369349739762,9.181465323326004,0.8070959735862413,1.555405125043877,2.075078213718484,1.2692972293836497,5.706876541732257,54.290134930869954,0.0010394258317143468,13.545482365539442,True,28
2023-12-19,28,28,28,8.372235584059732,9.187129605249227,0.8148940211894953,2.1726174653599344,2.1033003634336396,1.3089027128078055,6.3997145627908765,89.45260596267417,0.0009767472901736074,14.584810675451148,True,28
2023-12-20,28,28,28,8.406321061605821,9.197721334886625,0.7914002732808036,2.8138965556976423,1.9155036674056731,1.3168147230927452,6.837615219476859,79.91526889663783,0.001166168900520459,15.491923301800348,True,28
2023-12-21,28,28,28,8.515805598289644,9.163169831671189,0.6473642333815448,2.9766427893616383,1.8206859170662852,1.234292211117685,6.678985150927154,71.05740172911692,0.001170410761901941,15.493137836342422,True,28
2023-12-22,28,28,28,8.643874173438201,9.112778155436555,0.4689039819983538,2.8877274261747248,1.7051450625202094,1.2046771025070089,6.266453573200302,69.91038391484744,0.001056701851510189,15.49385577909069,True,28
2023-12-23,28,28,28,8.785374447946465,9.023338105842425,0.23796365789596052,2.667888691489347,1.3165971313652989,1.339589831681049,5.562039312431665,76.08787049498187,0.0008087488199974846,15.541234029770408,True,28
2023-12-24,28,28,28,8.85898417653271,8.974548218749804,0.11556404221709471,2.6657163367349925,1.228683442862291,1.4768723977682514,5.486836219582614,81.53308255317415,0.0007530280312340043,15.726814698885976,True,28
2023-12-25,28,28,28,8.963577162628766,8.895400645795027,-0.0681765168337396,2.8223521420512476,1.11369793868991,1.3037112795767607,5.171584843484197,76.6229507840776,0.0006868210599604296,15.882989889833825,True,28
2023-12-26,28,28,28,9.10275823000913,8.767558370771932,-0.3351998592371981,3.0860094860440768,1.035965949633841,1.1354764062163545,4.922251982657102,83.09669828211918,0.0005737602165365452,16.05258867858732,True,28
2023-12-27,28,28,28,9.259708947048795,8.567731048578157,-0.691977898470638,3.1930303796977055,0.9205138154553723,0.9271501302593288,4.348716426941792,98.22876902385678,0.0002982003324505378,16.257975595760204,True,28
2023-12-28,28,28,28,9.379602096899388,8.48192928951531,-0.8976728073840778,3.192674034848623,0.8278691698476308,0.751745282157477,3.874615679469656,107.3342486604347,9.313279773826011e-05,16.374139951070813,True,28
2023-12-29,28,28,28,9.478508371582148,8.504547509273296,-0.9739608623088518,3.0987058105783465,0.6327840590086353,0.6232636058312404,3.380792613109378,51.93222178883525,0.0004283814641896644,16.49124453696952,True,28
2023-12-30,28,28,28,9.495145167228328,8.610763131565934,-0.8843820356623944,2.9924863638151056,0.558653825726509,0.7268671814550713,3.393625335334299,21.440642848688185,0.000638388367641074,16.6065759725137,True,28
2023-12-31,28,28,28,9.496613764323454,8.735375138403196,-0.7612386259202584,2.86701397041287,0.47972313219708695,0.8986532340016473,3.484151710691357,18.39217419375109,0.0006917215156836409,16.715293292560226,True,28
2024-01-01,28,28,28,9.49726315922587,8.857049015194558,-0.6402141440313116,2.8308105536810713,0.36672849423104736,0.9260148296027073,3.4833397334835254,4.889268669610374,0.000808740238734007,16.828426395549563,True,28
2024-01-02,28,28,28,9.497336250190482,8.96952081386163,-0.5278154363288525,2.7715266425719056,0.30528595530375213,0.9294498072819302,3.4784469688287487,-24.840529958203206,0.001113668557509273,16.9498546387186,True,28
2024-01-03,28,28,27,9.54727319351956,9.033208025933977,-0.5140651675855832,2.977070115423193,0.251979689753135,0.859431821829753,3.5744164594204904,5.6360282239061235,0.0009629977483429641,16.768364277571866,True,28
2024-01-04,28,28,26,9.689530414051259,8.941815431191907,-0.7477149828593515,3.2427754702050073,0.702102888176249,0.6336852898034802,3.8308486653253624,68.73239515612886,0.0005894882391692668,16.603659574593234,True,28
2024-01-05,28,28,26,9.81157088859022,8.868773374986644,-0.9427975136035762,3.1097975690243658,0.8073281774234715,0.33983022599088253,3.3141584588351094,42.060649517270576,0.0007853296281319366,16.70447112757294,True,28
2024-01-06,28,28,26,9.762940837870559,8.835582020295517,-0.9273588175750422,2.839167279352216,0.7472054553750738,0.46531309561134204,3.1243270127635725,-36.33466518274281,0.0014867542707439618,16.835277991216874,True,28
2024-01-07,28,28,26,9.656191040541255,8.847135584419942,-0.8090554561213139,2.6128408308416144,0.6457659572529764,0.590306715889366,3.0398580478626513,-105.97338039740634,0.002158777001052492,16.93828668290322,True,28
2024-01-08,28,28,26,9.492690844959554,8.914454562979289,-0.5782362819802653,2.4637026544287215,0.6203376088409058,0.627646915618564,3.133450896907931,-154.53136827327853,0.002785540119516483,17.040108615914573,True,28
2024-01-09,28,28,26,9.402956424797095,8.930569796750628,-0.4723866280464666,2.4156070386746835,0.7042669952809888,0.48735615833460777,3.134843564243809,-180.43616623908065,0.0032272044997381233,17.13971183402799,True,28
2024-01-10,28,28,26,9.294873169196629,8.956150472563804,-0.33872269663282495,2.3069185788574558,0.7113687056044711,0.4624042707027116,3.141968858531797,-225.4427158943613,0.003792125776825861,17.224064525093926,True,28
2024-01-11,28,28,26,9.246671677380828,9.346652060353414,0.0999803829725856,2.119601100375035,0.6047998544250532,0.36990717911445703,3.19428851688712,-301.6338175572937,0.004671223222116883,16.97504537159418,True,28
2024-01-12,28,28,26,9.250342537982714,10.369559887428844,1.1192173494461297,1.8629599257402694,0.468177626007936,0.315521974638723,3.765876875833044,-400.69266797932414,0.006030364885803108,16.130592902697106,True,28
2024-01-13,28,28,26,9.23181776492935,11.425304768689074,2.1934870037597243,1.5950681891312337,0.39009891829368826,0.3616031764134333,4.540257287598081,-482.6178543829642,0.007054757117673782,15.27923821521878,True,28
2024-01-14,28,28,26,9.213277160141729,12.486945242981816,3.2736680828400875,1.104250438644713,0.461521150478724,0.3764376801389271,5.215877352102467,-522.6416711072256,0.007757916466527348,14.425548797566515,True,28
2024-01-15,28,28,26,9.181465323326004,13.545482365539442,4.364017042213439,-0.8008628367575801,0.08507591676413995,0.38651799770356776,4.034748119923563,-563.7343647926446,0.007888904458800194,13.590150891155288,True,28
2024-01-16,28,28,26,9.187129605249227,14.584810675451148,5.397681070201921,-2.010820393890138,-0.25502636978959003,0.5190196708493278,3.6508539773715256,-626.3870735533314,0.008493040203726432,12.73234129592156,True,28
2024-01-17,28,28,26,9.197721334886625,15.491923301800348,6.2942019669137235,-3.594829168905445,-0.13572200688057734,0.5894188449710454,3.153069636098749,-657.8000758677649,0.008742639359811344,11.992704720341498,True,28
2024-01-18,28,28,26,9.163169831671189,15.493137836342422,6.329968004671233,-4.0346268688773,-0.01751362028968373,0.6067704748552551,2.8845979903595236,-681.4744306095977,0.008857827278940134,12.094244660317534,True,28
2024-01-19,28,28,26,9.112778155436555,15.49385577909069,6.381077623654136,-4.230569912330361,0.1846668854248108,0.6037593774780916,2.9389339742266998,-684.6998250350275,0.008898309881726352,12.197040784101011,True,28
2024-01-20,28,28,26,9.023338105842425,15.541234029770408,6.517895923927982,-4.21622305788825,0.5246029330065838,0.43559669286273195,3.2618724919090596,-690.5444771404941,0.009029192916149897,12.27746702143803,True,28
2024-01-21,28,28,26,8.974548218749804,15.726814698885976,6.752266480136171,-4.407080233417765,0.7700602158985816,0.30729744980313,3.4225439124201387,-690.3993131944817,0.009075646998649267,12.209768994908503,True,28
2024-01-22,28,28,26,8.895400645795027,15.882989889833825,6.987589244038798,-4.770960357370808,1.006711229617487,0.4387843950812149,3.6621245113666987,-685.9805781908949,0.009120927334535622,12.168748422445887,True,28
2024-01-23,28,28,26,8.767558370771932,16.05258867858732,7.285030307815388,-5.158971175031629,1.1696384021480242,0.4476093093743314,3.743306844306119,-685.7992153401333,0.009142487802639154,12.129423794078575,True,28
2024-01-24,28,28,26,8.567731048578157,16.257975595760204,7.690244547182047,-5.440164949577654,1.4104242545168617,0.39921124493020743,4.059715097051466,-691.4576183056838,0.00927814981030095,12.110079085429755,True,28
2024-01-25,28,28,26,8.48192928951531,16.374139951070813,7.892210661555502,-5.547762249833057,1.5886324204541893,0.44419530492542103,4.377276137102058,-699.3331588405936,0.009421070537438458,12.105211643462898,True,28
2024-01-26,28,28,26,8.504547509273296,16.49124453696952,7.986697027696225,-5.61470439105968,1.6168734108264928,0.47087792631654946,4.459743973779581,-698.0201788715963,0.009435103308959025,12.102561231838381,True,28
2024-01-27,28,28,26,8.610763131565934,16.6065759725137,7.995812840947766,-5.663705363757677,1.5549564649091678,0.4124758076563442,4.299539749755596,-687.3928231833484,0.009323589963755818,12.08835946137391,True,28
2024-01-28,28,28,26,8.735375138403196,16.715293292560226,7.97991815415703,-5.623654356000587,1.6103594360463234,0.3426834356040702,4.30930666980683,-663.4732635892128,0.00917351210177264,12.071724840937394,True,28
