pue_source,pue_reconstructed,delta,it_power_kw
1.031,1.0308691861083346,-0.00013081389166536006,940.42
1.032,1.0315872750894561,-0.0004127249105438935,1377.77
1.013,1.0133618921751812,0.0003618921751813442,1097.15
1.0165339832152878,1.016533983215288,2.220446049250313e-16,3408.97951002419
1.0648524684339111,1.0648524684339111,0.0,2520.0962123071813
1.028,1.027783346875033,-0.0002166531249669923,947.69
1.036,1.0355607012901091,-0.0004392987098909007,1330.12
1.026,1.0260663017659815,6.630176598143578e-05,1452.45
1.069,1.0685575952406623,-0.00044240475933765566,1020.31
1.034,1.0339308291711875,-6.91708288125259e-05,1115.21
1.023,1.023082851637765,8.28516377651134e-05,1038.0
1.067,1.0669821363079317,-1.7863692068242898e-05,1117.91
1.057,1.0573996512199848,0.0003996512199848645,1341.82
1.0193771712402817,1.0193771712402817,0.0,3438.81387129426
1.046,1.0456577431612248,-0.0003422568387752012,1163.22
1.0607144218820004,1.0607144218820004,0.0,2748.670509709835
1.034,1.0335545447766759,-0.000445455223324176,804.66
1.036,1.035677091389035,-0.00032290861096506696,969.81
1.0797025361491637,1.0797025361491637,0.0,3229.9313723032474
1.043,1.043399098030794,0.0003990980307939651,1070.99
1.013,1.0125228253652059,-0.0004771746347940198,963.84
1.079329985620759,1.079329985620759,0.0,2701.3507240255476
1.024,1.023513437587789,-0.00048656241221101126,1067.9
1.0669800079446585,1.0669800079446585,0.0,3649.876245465696
1.055,1.055463384341604,0.00046338434160397846,1078.91
1.063,1.0625793578813714,-0.00042064211862857803,1102.6
1.045,1.0450979850189337,9.79850189337661e-05,1808.95
1.0787609338446176,1.0787609338446176,0.0,2460.5539941117167
1.0629517121546959,1.0629517121546959,0.0,2748.774992540459
1.034,1.033924139683036,-7.586031696393825e-05,1023.46
1.122,1.1223920677545962,0.00039206775459610377,193.64
1.029,1.0290512771444456,5.1277144445638356e-05,1097.37
1.0621178244415588,1.0621178244415588,0.0,2721.0402559285594
1.03,1.0295256895907805,-0.00047431040921952494,937.15
1.0289661693375753,1.0289661693375753,0.0,3756.2271057218313
1.03,1.0304980268432615,0.0004980268432615009,960.39
1.024,1.024143648357851,0.0001436483578509673,1417.35
1.023,1.0231504553073891,0.00015045530738921897,1103.65
1.029,1.0294581722904996,0.0004581722904997143,1381.62
1.033,1.0334048022364635,0.00040480223646355284,844.19
1.03,1.0298103570858543,-0.00018964291414569345,1378.38
1.033,1.033442942647013,0.000442942647013167,964.03
1.0827823523114322,1.0827823523114322,0.0,2605.537591748476
1.042,1.0418845345264407,-0.00011546547355933967,927.55
1.0636428572845793,1.0636428572845793,0.0,2652.755757882658
1.036,1.0356746560142032,-0.0003253439857968665,1261.68
1.035,1.0353804357539902,0.0003804357539902714,1118.98
1.051,1.0512774572687855,0.00027745726878558585,1116.28
1.028,1.0277738104393492,-0.00022618956065079132,910.21
1.0743689021469756,1.0743689021469756,0.0,3081.8537401043177
1.028920543787686,1.028920543787686,0.0,3435.8465196564794
1.032,1.0323883810003074,0.00038838100030735845,715.38
1.01,1.010167211995905,0.00016721199590508107,996.34
1.0673564702340637,1.0673564702340637,0.0,2342.9879930074767
1.036,1.036179450072359,0.00017945007235886656,898.3
1.027,1.0271188102173425,0.0001188102173426131,1428.16
1.02,1.0199408198062498,-5.918019375017458e-05,1307.87
1.028,1.028273333680367,0.0002733336803670827,1344.73
1.037,1.0371392212847412,0.0001392212847413088,935.13
1.0182760874450767,1.0182760874450767,0.0,3460.943716213107
1.117362612626955,1.117362612626955,0.0,2292.3288985131385
1.028,1.0282733415033567,0.0002733415033566722,922.07
1.023,1.0228595558193148,-0.00014044418068515085,876.22
1.058,1.0577107030998047,-0.00028929690019530163,1829.47
1.042,1.0423419234856535,0.0003419234856534281,1806.72
1.03,1.0296496829026274,-0.0003503170973726544,927.16
1.03,1.029806606968169,-0.00019339303183096845,1328.9
1.036,1.0360077189493466,7.71894934659123e-06,1186.69
1.068280368326809,1.0682803683268092,2.220446049250313e-16,3602.43259916389
1.038,1.0378589618711198,-0.00014103812888022205,852.11
1.031,1.0312157809983897,0.00021578099838981402,1242.0
1.054,1.0539711282128665,-2.8871787133510907e-05,1192.86
1.043,1.0427438687073574,-0.0002561312926425696,1084.6
1.0659577818991364,1.0659577818991364,0.0,2716.011142815411
