component_sum_spec,direct_aux_spec,DEV_component_sum_daily_WAPE,DEV_direct_daily_WAPE,prefer,note,component_within_parsimony_of_direct
"{'cooling_kw': 'F4', 'hvac_kw': 'F0', 'pump_kw': 'F4', 'plug_and_light_kw': 'F2_PHYS'}",F2_PHYS,0.3973052844267838,0.3881925639634263,component_decomposition,Direct model is diagnostic. Prefer components if within parsimony band (error cancellation is not a reason to discard components).,True
