artifact,canonical_sha256,regenerated_sha256,byte_identical
data_source_inventory.csv,e2244578b589a0808698353d0a4c2c7548483195203c95d17c3ce15d950b63dd,e2244578b589a0808698353d0a4c2c7548483195203c95d17c3ce15d950b63dd,True
model_quantity_registry.csv,abb2e332517ae70e568a7f657c3ba81af7ad8601de3f322ffb2aae583763a019,abb2e332517ae70e568a7f657c3ba81af7ad8601de3f322ffb2aae583763a019,True
model_registry.csv,279e9999d72e4b521718a2895367a7d0ea2b5f8e80d3618cbc6c739296b923e9,279e9999d72e4b521718a2895367a7d0ea2b5f8e80d3618cbc6c739296b923e9,True
