path,before_sha256,after_sha256,unchanged
Meta_Prineville_Oregon_v3/outputs/pipeline_report/figures/fig02_observed_ground_truth.png,2a6fd479c8140158fba9b80c5c465f6868b636a08b5b0cf6e0256a5eb68d2801,2a6fd479c8140158fba9b80c5c465f6868b636a08b5b0cf6e0256a5eb68d2801,True
Meta_Prineville_Oregon_v3/outputs/pipeline_report/figures/fig03_water_model_accuracy.png,77d0f8cc43394ad3bd5e9f7724ec216b39451ee87d46af97632aa3b84e9fc36f,77d0f8cc43394ad3bd5e9f7724ec216b39451ee87d46af97632aa3b84e9fc36f,True
Meta_Prineville_Oregon_v3/outputs/pipeline_report/figures/fig_advisor_gwis_estimation_candidates.png,99960ad6a0e466397bbb065c776c0a76117cdb77e0e7b52ada6d00e91f3a97d6,99960ad6a0e466397bbb065c776c0a76117cdb77e0e7b52ada6d00e91f3a97d6,True
