huc12_id,year_month,sui_frac,availab_mm/mo,strflow_mm/mo,consum_mm/mo
170703050807,2009-10,0.0487503583025639,12.3130217493876,12.3416237109892,0.0286019616015911
170703050807,2009-11,0.0754137378190772,11.900748601907,11.900748601907,0.0
170703050807,2009-12,0.115785331478174,12.0366170134131,12.0366170134131,0.0
170703050807,2010-01,0.0168068998773248,13.6602514420257,13.6602514420257,0.0
170703050807,2010-02,0.133860207783465,13.7360594923471,13.7360594923471,0.0
170703050807,2010-03,0.156198803329094,15.6955219531045,15.6955219531045,0.0
170703050807,2010-04,0.0166238578524861,17.8640073285677,17.8640073285677,0.0
170703050807,2010-05,0.0,18.5710240719333,18.5710240719333,0.0
170703050807,2010-06,0.0364324780170141,16.3316622733091,16.949162254555,0.617499981245881
170703050807,2010-07,0.174690319002151,12.9764585502825,14.7300172359936,1.75355868571104
170703050807,2010-08,0.20700079107217,11.3033810864446,12.8751930263901,1.57181193994548
170703050807,2010-09,0.0706585430875031,11.3470859404594,11.6335659179257,0.286479977466287
170703050807,2010-10,0.0,13.1640203665178,13.5445349872976,0.380514620779813
170703050807,2010-11,0.0,13.9723586457686,13.9723586457686,0.0
170703050807,2010-12,0.0,15.8579846633581,15.8579846633581,0.0
170703050807,2011-01,0.0,18.7319365448161,18.7319365448161,0.0
170703050807,2011-02,0.0,19.2742222471466,19.2742222471466,0.0
170703050807,2011-03,0.0,24.9673579797682,24.9673579797682,0.0
170703050807,2011-04,0.0,25.2060863786871,25.2060863786871,0.0
170703050807,2011-05,0.0,23.3077002959118,23.3077002959118,0.0
170703050807,2011-06,0.0,20.4196974629998,21.1203200926578,0.700622629657972
170703050807,2011-07,0.0,16.8357672621627,18.3196083359737,1.48384107381098
170703050807,2011-08,0.0,14.4935648390017,16.0849489465755,1.59138410757377
170703050807,2011-09,0.0,12.4060441160965,13.6519869660459,1.24594284994938
170703050807,2011-10,0.0254354176267818,12.6148114784374,12.8719350792113,0.257123600773878
170703050807,2011-11,0.0821882773468067,11.81355058144,11.8300180466176,0.0164674651775614
170703050807,2011-12,0.118103623540316,12.0050586207844,12.0050586207844,0.0
170703050807,2012-01,0.0,13.893762517578,13.893762517578,0.0
170703050807,2012-02,0.0322905102285745,15.3468472898496,15.3468472898496,0.0
170703050807,2012-03,0.0,20.7379449585921,20.7379449585921,0.0
170703050807,2012-04,0.0,24.4892902290783,24.4892902290783,0.0
170703050807,2012-05,0.0,20.4483124279924,20.4964762283552,0.0481638003627321
170703050807,2012-06,0.0,21.1025814478796,21.4530266125255,0.3504451646459
170703050807,2012-07,0.0,16.9517067194575,18.7417448167691,1.79003809731157
170703050807,2012-08,0.0127452390902553,14.0722924642731,15.8452661849298,1.77297372065672
170703050807,2012-09,0.0,12.2120618157281,13.4475499968145,1.23548818108631
170703050807,2012-10,0.0301885403059542,12.5532868266943,12.944048764545,0.390761937850703
170703050807,2012-11,0.0,12.9962190789301,12.9962190789301,0.0
170703050807,2012-12,0.0,18.4345304827932,18.4345304827932,0.0
170703050807,2013-01,0.0,16.7905662819584,16.7905662819584,0.0
170703050807,2013-02,0.0,15.8589405726242,15.8589405726242,0.0
170703050807,2013-03,0.0210602440482646,18.2092304335755,18.2092304335755,0.0
170703050807,2013-04,0.0610785651967258,17.0564432808448,17.0564432808448,0.0
170703050807,2013-05,0.169957247366849,15.4147439398841,15.4147439398841,0.0
170703050807,2013-06,0.250853462280703,12.6974062202425,13.5615355852916,0.864129365049075
170703050807,2013-07,0.314498711354661,10.7782318117442,12.751715403032,1.97348359128778
170703050807,2013-08,0.262347238424565,10.5144748944059,11.7579919986634,1.24351710425746
170703050807,2013-09,0.0751051522052848,11.292793672071,12.0136279074649,0.720834235393832
170703050807,2013-10,0.0,14.1967624496852,14.1967624496852,0.0
170703050807,2013-11,0.0,12.8714313511813,12.8714313511813,0.0
170703050807,2013-12,0.0937915225808232,12.336013827092,12.336013827092,0.0
170703050807,2014-01,0.144401735931373,11.8874790914215,11.8874790914215,0.0
170703050807,2014-02,0.0,17.4995932894615,17.4995932894615,0.0
170703050807,2014-03,0.0,21.5707928851743,21.5707928851743,0.0
170703050807,2014-04,0.0,18.1659962682804,18.1659962682804,0.0
170703050807,2014-05,0.149707823751706,15.7907964732836,16.3786461224378,0.587849649154179
170703050807,2014-06,0.260525573451276,12.5334720386684,13.8527471585491,1.31927511988075
170703050807,2014-07,0.261257665799274,11.615348153319,13.420698843229,1.80535068990997
170703050807,2014-08,0.221600643345386,11.0952753377982,12.4477992988366,1.35252396103841
170703050807,2014-09,0.158292895933923,10.277086829058,11.1561918173146,0.879104988256594
170703050807,2014-10,0.162853898966769,10.8360599548229,11.1922798314961,0.356219876673217
170703050807,2014-11,0.0,12.9095230319187,12.9095230319187,0.0
170703050807,2014-12,0.0,18.705856663451,18.705856663451,0.0
170703050807,2015-01,0.0,19.9897817073454,19.9897817073454,0.0
170703050807,2015-02,0.0,18.3691918408463,18.3691918408463,0.0
170703050807,2015-03,0.0401153582571742,17.8547867985524,17.8547867985524,0.0
170703050807,2015-04,0.138876777074517,15.6431612541939,15.6864610707745,0.0432998165806238
170703050807,2015-05,0.101159178002562,16.6923945421508,16.9043052180676,0.211910675916845
170703050807,2015-06,0.15049513466407,14.3983957986126,16.0232035238182,1.62480772520563
170703050807,2015-07,0.104873902310695,14.0741917505408,15.7231386581982,1.64894690765739
170703050807,2015-08,0.116156838413542,12.5982673924319,14.2904130578862,1.6921456654543
170703050807,2015-09,0.0266581572464563,11.8843224489979,12.7460317782267,0.861709329228799
170703050807,2015-10,0.107030950522553,11.5586349216655,11.9737094855999,0.415074563934422
170703050807,2015-11,0.101517087143834,11.5647611330375,11.5647645987324,3.4656948439143e-06
170703050807,2015-12,0.0,15.1725812398784,15.1725812398784,0.0
170703050807,2016-01,0.0,14.9369426189556,14.9369426189556,0.0
170703050807,2016-02,0.0,19.9609336768662,19.9609336768662,0.0
170703050807,2016-03,0.0,28.0718111847261,28.0718111847261,0.0
170703050807,2016-04,0.0,22.0520249101759,22.0520249101759,0.0
170703050807,2016-05,0.0,20.1616855317098,20.4731140466963,0.311428514986547
170703050807,2016-06,0.0254683449866274,16.5174951430217,17.7532633078795,1.2357681648578
170703050807,2016-07,0.04730424884346,14.9793673945106,16.4654332126146,1.48606581810405
170703050807,2016-08,0.129885841483093,12.4025746957874,14.2539626259241,1.8513879301367
170703050807,2016-09,0.0830233631541678,11.1961137925032,12.209813579346,1.01369978684273
170703050807,2016-10,0.0,13.2539726561487,13.420825164255,0.166852508106289
170703050807,2016-11,0.0161866785970091,12.6630856288162,12.6630856288162,0.0
170703050807,2016-12,0.102555584224602,12.2167106112061,12.2167106112061,0.0
170703050807,2017-01,0.205935417369975,11.0325447346812,11.0325447346812,0.0
170703050807,2017-02,0.160130830089063,13.3194352543968,13.3194352543968,0.0
170703050807,2017-03,0.0,34.0089047416474,34.0089047416474,0.0
170703050807,2017-04,0.0,32.0586192171913,32.0586192171913,0.0
170703050807,2017-05,0.0,24.3909621907178,25.1518770887766,0.760914898058758
170703050807,2017-06,0.0,17.9789298131532,19.5196248996318,1.54069508647861
170703050807,2017-07,0.0481148115653998,14.9666228044424,16.9805004701006,2.01387766565824
170703050807,2017-08,0.0954450682663477,12.8934921900268,14.7239226648258,1.83043047479907
170703050807,2017-09,0.0,12.3138949875037,13.1753506353924,0.861455647888656
170703050807,2017-10,0.0,13.3597776220729,13.544021030693,0.184243408620171
170703050807,2017-11,0.0,13.5423006116648,13.5423006116648,0.0
170703050807,2017-12,0.0,13.6127768990025,13.6127768990025,0.0
170703050807,2018-01,0.0602551951133459,13.0565911462228,13.0565911462228,0.0
170703050807,2018-02,0.270514106815203,11.5688734285854,11.5688734285854,0.0
170703050807,2018-03,0.262061305316116,13.7263765779814,13.7263765779814,0.0
170703050807,2018-04,0.220905488340838,14.1530279914381,14.1530279914381,0.0
170703050807,2018-05,0.224973712457525,14.3930318423324,14.9216703993799,0.528638557047477
170703050807,2018-06,0.246595899668498,12.7695683397657,14.0824582620153,1.31288992224961
170703050807,2018-07,0.316996632626415,10.7389566492312,12.4915912005975,1.75263455136629
170703050807,2018-08,0.330004369518132,9.55009267642097,10.9814933399832,1.43140066356217
170703050807,2018-09,0.282327947381368,8.76264197358007,9.59927502584777,0.836633052267701
170703050807,2018-10,0.272533878687246,9.41635694882673,9.63432107643132,0.217964127604596
170703050807,2018-11,0.295930736078765,9.0623791970389,9.0623791970389,0.0
170703050807,2018-12,0.227041845103929,10.5221069148648,10.5221069148648,0.0
170703050807,2019-01,0.120822505183263,12.2150833237829,12.2150833237829,0.0
170703050807,2019-02,0.213234353252022,12.4772696363585,12.4772696363585,0.0
170703050807,2019-03,0.0,18.6009714314567,18.6009714314567,0.0
170703050807,2019-04,0.0,28.23903618892,28.23903618892,0.0
170703050807,2019-05,0.0,23.7217529836767,23.9835643114427,0.26181132776599
170703050807,2019-06,0.0,19.3626442451252,20.513043531123,1.15039928599781
170703050807,2019-07,0.0,16.2105264277828,17.7428908873021,1.53236445951929
170703050807,2019-08,0.0,14.3802229277184,15.4436486014801,1.06342567376168
170703050807,2019-09,0.0,14.1800379782946,14.4669948940347,0.2869569157401
170703050807,2019-10,0.0,15.9378386268528,15.9707842537409,0.0329456268880601
170703050807,2019-11,0.0,14.1966321420855,14.1966321420855,0.0
170703050807,2019-12,0.0,15.4485271850873,15.4485271850873,0.0
170703050807,2020-01,0.0,15.8848138283313,15.8848138283313,0.0
170703050807,2020-02,0.0,16.1979006555242,16.1979006555242,0.0
170703050807,2020-03,0.0853307664864004,17.0137362818189,17.0137362818189,0.0
170703050807,2020-04,0.106818219348204,16.2255368942166,16.2255368942166,0.0
170703050807,2020-05,0.175815825043073,15.3059441528316,15.3811323791608,0.0751882263292098
170703050807,2020-06,0.273933784942624,12.3062140865581,13.4367335049894,1.13051941843124
170703050807,2020-07,0.302545307132268,10.9661768437704,12.5690686972313,1.60289185346091
170703050807,2020-08,0.303974181598274,9.92112600217642,11.3284706664618,1.40734466428538
170703050807,2020-09,0.256798179406273,9.07435568127995,10.0280552561756,0.953699574895661
