profile_id,source_path,slurm_job_id,mode,offline_online,workload_family,model,dataset,workload_config,repeat,nodes,gpus,gpus_per_node,cpu_sockets,hardware_class,duration_s,energy_compute_Wh,mean_compute_W,median_compute_W,p95_compute_W,p99_compute_W,max_compute_W,p_compute_W_per_node,gpu_W_per_device,cpu_W_per_socket,compute_Wh_per_node_hour,cv,peak_to_mean,batch_like,experimental_unit,aggregation_source,family,n_nodes_from_logs,n_gpu_logs,n_cpu_logs,n_gpu_device_columns,expected_devices,double_count_gpu,E_GPU_Wh,E_CPU_Wh,E_CPU_package_only_Wh,E_compute_native_Wh,gpu_energy_share,cpu_energy_share,core_fraction_of_cpu_energy,mean_GPU_W_all_devices,time_monotonic,mean_GPU_W,mean_CPU_W,energy_gpu_Wh,energy_cpu_Wh,batch_size,max_output_tokens,seed,request_rate,num_prompts,hf_output_len,completed_requests,total_input_tokens,total_output_tokens,energy_J_per_request,energy_J_per_token
offline_000610,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=150_max_out=512_seed=531578_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,13.191682,9.205038197035446,2512.047933639365,,,,2699.1024763044165,2512.047933639365,,,2512.047933639365,,1.074462967111481,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,150.0,512.0,531578.0,,,,,,,,
offline_000611,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=150_max_out=512_seed=531578_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,12.917409,9.18308658894042,2559.268017307922,,,,2713.2068977600384,2559.268017307922,,,2559.268017307922,,1.0601495737886975,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,150.0,512.0,531578.0,,,,,,,,
offline_000612,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=50_max_out=512_seed=533660_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,10.601089,6.214790478608832,2110.4667381805584,,,,2346.7524598179416,2110.4667381805584,,,2110.4667381805584,,1.1119589886742711,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,50.0,512.0,533660.0,,,,,,,,
offline_000613,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=50_max_out=512_seed=533660_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,10.461262,6.089945565481568,2095.713121010988,,,,2213.6338874259045,2095.713121010988,,,2095.713121010988,,1.0562676089740903,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,50.0,512.0,533660.0,,,,,,,,
offline_000614,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=50_max_out=512_seed=533660_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,10.465221,6.074555275392296,2089.626104543064,,,,2227.328196526881,2089.626104543064,,,2089.626104543064,,1.065897957383112,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,50.0,512.0,533660.0,,,,,,,,
offline_000615,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=675_max_out=1024_seed=537091_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,61.339353,47.763130595905324,2803.2129739819584,,,,3059.8699070832536,2803.2129739819584,,,2803.2129739819584,,1.0915581282918774,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,675.0,1024.0,537091.0,,,,,,,,
offline_000616,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=675_max_out=1024_seed=537091_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,60.170948,46.67231011077073,2792.382735913927,,,,3054.0580478886054,2792.382735913927,,,2792.382735913927,,1.0937104031654292,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,675.0,1024.0,537091.0,,,,,,,,
offline_000617,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=675_max_out=1024_seed=537091_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,59.013054,45.977844571711714,2804.807228891462,,,,3045.0705645204434,2804.807228891462,,,2804.807228891462,,1.0856612651144444,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,675.0,1024.0,537091.0,,,,,,,,
offline_000618,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=650_max_out=1024_seed=543546_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,57.581177,45.00248101667309,2813.574506474974,,,,3057.668831454572,2813.574506474974,,,2813.574506474974,,1.0867559484982023,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,650.0,1024.0,543546.0,,,,,,,,
offline_000619,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=650_max_out=1024_seed=543546_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,54.648122,42.5780713931109,2804.873276618714,,,,3049.077273112984,2804.873276618714,,,2804.873276618714,,1.0870641816619462,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,650.0,1024.0,543546.0,,,,,,,,
offline_000620,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=650_max_out=1024_seed=543546_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,54.583733,42.4510680482801,2799.8056668972854,,,,3062.997258579004,2799.8056668972854,,,2799.8056668972854,,1.0940035213134578,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,650.0,1024.0,543546.0,,,,,,,,
offline_000621,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=100_max_out=1024_seed=544702_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,23.936241,15.533505868908682,2336.232373665993,,,,3055.0383285991447,2336.232373665993,,,2336.232373665993,,1.307677422432602,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,100.0,1024.0,544702.0,,,,,,,,
offline_000622,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=100_max_out=1024_seed=544702_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,22.827685,14.548119839969171,2294.285707196723,,,,2509.0745129987567,2294.285707196723,,,2294.285707196723,,1.0936190314607652,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,100.0,1024.0,544702.0,,,,,,,,
offline_000623,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=100_max_out=1024_seed=544702_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,22.881596,14.638673847881796,2303.127187997484,,,,2514.159334033031,2303.127187997484,,,2303.127187997484,,1.0916285245275728,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,100.0,1024.0,544702.0,,,,,,,,
offline_000624,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=325_max_out=512_seed=545163_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,20.340586,16.01547576202726,2834.5158169630977,,,,3069.6391745629826,2834.5158169630977,,,2834.5158169630977,,1.0829500954599705,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,325.0,512.0,545163.0,,,,,,,,
offline_000625,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=325_max_out=512_seed=545163_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,18.045062,13.813234079030806,2755.747953900679,,,,2898.437326284185,2755.747953900679,,,2755.747953900679,,1.0517788182266572,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,325.0,512.0,545163.0,,,,,,,,
offline_000626,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=325_max_out=512_seed=545163_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,18.009723,14.03836498853242,2806.15720512285,,,,2901.80997364639,2806.15720512285,,,2806.15720512285,,1.034086746226804,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,325.0,512.0,545163.0,,,,,,,,
offline_000627,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=125_max_out=1024_seed=545805_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,24.681289,16.57518984177477,2417.648585144365,,,,3064.651556090624,2417.648585144365,,,2417.648585144365,,1.2676166316816573,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,125.0,1024.0,545805.0,,,,,,,,
offline_000628,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=125_max_out=1024_seed=545805_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,23.994988,15.967114522938076,2395.5674527771,,,,2618.7499329582884,2395.5674527771,,,2395.5674527771,,1.0931647655850645,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,125.0,1024.0,545805.0,,,,,,,,
offline_000629,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=125_max_out=1024_seed=545805_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,23.732095,15.815025404183656,2399.033522116828,,,,2622.650070224035,2399.033522116828,,,2399.033522116828,,1.0932110977381821,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,125.0,1024.0,545805.0,,,,,,,,
offline_000630,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=100_max_out=1024_seed=546005_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,22.663745,14.350007172743132,2279.412595838652,,,,2762.2694621473424,2279.412595838652,,,2279.412595838652,,1.2118339028178597,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,100.0,1024.0,546005.0,,,,,,,,
offline_000631,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=100_max_out=1024_seed=546005_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,22.355782,14.049124322948225,2262.360921331833,,,,2499.644408671453,2262.360921331833,,,2262.360921331833,,1.1048831267824115,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,100.0,1024.0,546005.0,,,,,,,,
offline_000632,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=100_max_out=1024_seed=546005_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,22.274198,14.043838706131355,2269.793028780335,,,,2506.6193168185832,2269.793028780335,,,2269.793028780335,,1.1043382744749666,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,100.0,1024.0,546005.0,,,,,,,,
offline_000633,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=350_max_out=512_seed=546831_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,22.167881,17.266558297239797,2804.039315713724,,,,3050.8125418007608,2804.039315713724,,,2804.039315713724,,1.0880063359683045,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,350.0,512.0,546831.0,,,,,,,,
offline_000634,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=350_max_out=512_seed=546831_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,18.821898,14.587304692795957,2790.063833842126,,,,2881.451573712338,2790.063833842126,,,2790.063833842126,,1.0327547129071826,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,350.0,512.0,546831.0,,,,,,,,
offline_000635,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=350_max_out=512_seed=546831_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,18.684856,14.543603138643862,2802.107294758809,,,,2897.3377928129344,2802.107294758809,,,2802.107294758809,,1.0339853146352564,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,350.0,512.0,546831.0,,,,,,,,
offline_000636,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=475_max_out=1024_seed=547849_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,45.639234,36.01272623899432,2840.6658722707643,,,,3061.0356459695854,2840.6658722707643,,,2840.6658722707643,,1.0775768019216785,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,475.0,1024.0,547849.0,,,,,,,,
offline_000637,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=475_max_out=1024_seed=547849_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,42.216369,32.962139686230465,2810.845785207858,,,,2904.505724096342,2810.845785207858,,,2810.845785207858,,1.033320909806355,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,475.0,1024.0,547849.0,,,,,,,,
offline_000638,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=475_max_out=1024_seed=547849_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,42.066852,32.825612135864105,2809.152529148385,,,,2900.0489319409853,2809.152529148385,,,2809.152529148385,,1.0323572329552915,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,475.0,1024.0,547849.0,,,,,,,,
offline_000639,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=400_max_out=512_seed=549660_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,23.76313,18.621908709626286,2821.129680923962,,,,3059.394002254823,2821.129680923962,,,2821.129680923962,,1.0844570609220723,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,400.0,512.0,549660.0,,,,,,,,
offline_000640,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=400_max_out=512_seed=549660_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,20.867807,16.046393872088903,2768.236161064747,,,,2936.780813246129,2768.236161064747,,,2768.236161064747,,1.0608852144018501,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,400.0,512.0,549660.0,,,,,,,,
offline_000641,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=400_max_out=512_seed=549660_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,20.337275,15.706037342570944,2780.20208868963,,,,2915.0070352829325,2780.20208868963,,,2780.20208868963,,1.0484874632465437,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,400.0,512.0,549660.0,,,,,,,,
offline_000642,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=175_max_out=512_seed=549838_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,14.477712,10.647499050994996,2647.586620287929,,,,3066.8696573359875,2647.586620287929,,,2647.586620287929,,1.158364237768531,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,175.0,512.0,549838.0,,,,,,,,
offline_000643,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=175_max_out=512_seed=549838_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,13.187277,9.49731498271856,2592.675799392613,,,,2767.4632927996304,2592.675799392613,,,2592.675799392613,,1.067415869522894,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,175.0,512.0,549838.0,,,,,,,,
offline_000644,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=175_max_out=512_seed=549838_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,13.297227,9.653508808395202,2613.5247379188704,,,,2768.2510751458453,2613.5247379188704,,,2613.5247379188704,,1.0592021705331867,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,175.0,512.0,549838.0,,,,,,,,
offline_000645,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=800_max_out=512_seed=550386_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,48.064765,35.78789793466416,2680.47565747572,,,,3056.672511287806,2680.47565747572,,,2680.47565747572,,1.1403470510030156,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,800.0,512.0,550386.0,,,,,,,,
offline_000646,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=800_max_out=512_seed=550386_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,43.523297,32.484489720976434,2686.9325408761006,,,,3031.374667775025,2686.9325408761006,,,2686.9325408761006,,1.128191579676435,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,800.0,512.0,550386.0,,,,,,,,
offline_000647,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=800_max_out=512_seed=550386_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,43.781333,32.575128361515944,2678.5493740324764,,,,3033.819633295509,2678.5493740324764,,,2678.5493740324764,,1.132635322203594,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,800.0,512.0,550386.0,,,,,,,,
offline_000648,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=750_max_out=512_seed=552352_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,44.840909,33.9482538543469,2725.4959054386886,,,,3066.309869166116,2725.4959054386886,,,2725.4959054386886,,1.1250465880529625,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,750.0,512.0,552352.0,,,,,,,,
offline_000649,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=750_max_out=512_seed=552352_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,40.802969,30.446573146939055,2686.266857908811,,,,3060.2447110781795,2686.266857908811,,,2686.266857908811,,1.1392184294975447,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,750.0,512.0,552352.0,,,,,,,,
offline_000650,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=750_max_out=512_seed=552352_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,39.699678,29.672008104392702,2690.6825082010423,,,,3047.5890949202017,2690.6825082010423,,,2690.6825082010423,,1.1326453736668407,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,750.0,512.0,552352.0,,,,,,,,
offline_000651,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=775_max_out=512_seed=555098_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,48.412957,36.07589140538143,2682.6126125568644,,,,3061.200641112888,2682.6126125568644,,,2682.6126125568644,,1.1411266117157266,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,775.0,512.0,555098.0,,,,,,,,
offline_000652,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=775_max_out=512_seed=555098_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,43.449086,32.18352029363655,2666.584817390441,,,,3071.59673720404,2666.584817390441,,,2666.584817390441,,1.1518841317824458,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,775.0,512.0,555098.0,,,,,,,,
offline_000653,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=775_max_out=512_seed=555098_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,42.021704,31.187962745724654,2671.8732273353016,,,,3028.349481751185,2671.8732273353016,,,2671.8732273353016,,1.1334181018653353,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,775.0,512.0,555098.0,,,,,,,,
offline_000654,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=275_max_out=512_seed=555833_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,20.414799,14.939345768253006,2634.444001418325,,,,3058.309865312246,2634.444001418325,,,2634.444001418325,,1.1608938598299001,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,275.0,512.0,555833.0,,,,,,,,
offline_000655,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=275_max_out=512_seed=555833_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,19.773231,13.005396155717277,2367.8187019906964,,,,2860.477351477238,2367.8187019906964,,,2367.8187019906964,,1.208064345919875,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,275.0,512.0,555833.0,,,,,,,,
offline_000656,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=275_max_out=512_seed=555833_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,16.568541,12.494084458193885,2714.7051782953,,,,2863.135426987018,2714.7051782953,,,2714.7051782953,,1.0546763788121276,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,275.0,512.0,555833.0,,,,,,,,
offline_000657,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=400_max_out=1024_seed=557931_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,40.598057,30.877751645573422,2738.0597530582395,,,,3067.191701385015,2738.0597530582395,,,2738.0597530582395,,1.1202062694063402,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,400.0,1024.0,557931.0,,,,,,,,
offline_000658,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=400_max_out=1024_seed=557931_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,35.810542,27.642596331280167,2778.884128383441,,,,2922.507337364988,2778.884128383441,,,2778.884128383441,,1.0516837702999502,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,400.0,1024.0,557931.0,,,,,,,,
offline_000659,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=400_max_out=1024_seed=557931_rep=2,2,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,37.513705,28.58958695366902,2743.597654062921,,,,2881.046656858005,2743.597654062921,,,2743.597654062921,,1.0500980902179806,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,400.0,1024.0,557931.0,,,,,,,,
offline_000660,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=850_max_out=512_seed=559870_rep=0,0,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,49.480626,37.597762280512896,2735.453351173173,,,,3061.551584861136,2735.453351173173,,,2735.453351173173,,1.1192117692477215,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,850.0,512.0,559870.0,,,,,,,,
offline_000661,01_aggregated_datasets/inference_offline_llama3_70b/metadata.csv,,offline_inference,offline,llama3_70b_offline_inference,Llama-3.1-70B,,batch=850_max_out=512_seed=559870_rep=1,1,1,4,4,2,Kestrel_H100_4x_SXM80_2x_EPYC9554,46.672728,34.31359338145926,2646.704863132349,,,,3064.3368487262137,2646.704863132349,,,2646.704863132349,,1.1577931832941892,True,independent_run,source_metadata_mean_times_elapsed,,,,,,,,,,,,,,,,,,,,,850.0,512.0,559870.0,,,,,,,,
