tech_id,Cooling system,Climate Zone,Data center size,liquid_cooling_type,source_scope_status,Case (Original),n,source,scenario_id_min,scenario_id_max,PUE_min,PUE_max,PUE_p05,PUE_p95,WUE_site_model_min,WUE_site_model_max,WUE_site_model_p05,WUE_site_model_p95,evidence_status,supported
ACC,Air-cooled chiller,3C,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,17350,17399,1.6154261,2.390279,1.6316692099999999,2.26580543,0.0202694721519947,0.0969560742378234,0.025347517803311306,0.09371758550405497,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,3C,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,17450,17499,1.7611736,2.7504678,1.81376638,2.4887666999999998,0.0210150368511676,0.1107655987143516,0.02606098940595982,0.10537438839673992,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,4A,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,9350,9399,1.5913817,2.3824527,1.66124118,2.1653135349999997,0.0201291292905807,0.108625017106533,0.023290233314037276,0.09879245981574056,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,4A,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,9450,9499,1.7321445,2.5593174,1.83348536,2.44656818,0.0212941654026508,0.1125914379954338,0.025554845295846406,0.10211973823606962,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,4B,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,1350,1399,1.6851708,2.3318212,1.69941176,2.22737786,0.0203400030732154,0.1082433238625526,0.024726184550672714,0.10116150230169292,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,4B,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,1450,1499,1.8154632,2.6518066,1.85921262,2.51460771,0.0219689384102821,0.1055678278207779,0.024694748222827887,0.10101805701851838,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,4C,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,18350,18399,1.5941212,2.2383056,1.64429731,2.1520224,0.019910380244255,0.1092530339956283,0.024136917199939427,0.09870932772755613,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,4C,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,18450,18499,1.7822626,2.603609,1.8169083050000001,2.3744498000000003,0.0215910263359546,0.1083841919898986,0.026170173473656154,0.10234201997518534,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,5A,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,8350,8399,1.5457387,2.203835,1.56573804,2.0259074249999998,0.019734563305974,0.1037397682666778,0.025083560962229925,0.09929791651666157,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,5A,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,8450,8499,1.7705082,2.4759333,1.78598749,2.28152725,0.0210292767733335,0.1108021363615989,0.026439039222896046,0.10262216888368125,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,5B,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,12350,12399,1.5818211,2.2445762,1.62539702,2.08999165,0.0212039165198802,0.1077619791030883,0.024218212347477636,0.09929086267948142,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,5B,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,12450,12499,1.7591971,2.4477139,1.82002159,2.2998837599999997,0.0224679093807935,0.1062527745962143,0.025381115730851854,0.10455716289579867,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,5C,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,14350,14399,1.5596267,2.292283,1.611003045,2.0829745899999996,0.0199704766273498,0.1080991923809051,0.024035967327654263,0.09766679853200907,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,5C,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,14450,14499,1.7409985,2.5321908,1.804147675,2.369927435,0.0227794516831636,0.1097240149974823,0.02628744700923559,0.10315559878945343,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,6A,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,10350,10399,1.5154443,2.0843883,1.604538195,2.03027423,0.0209019761532545,0.1080981940031051,0.023914174176752536,0.10050734132528298,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,6A,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,10450,10499,1.683437,2.3163505,1.756426575,2.24095574,0.0219148732721805,0.1076474338769912,0.026066983677446788,0.1041591387242078,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,6B,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,11350,11399,1.5620613,2.2115993,1.58633804,2.079489745,0.021371766924858,0.1090881079435348,0.02448304388672113,0.09758089147508142,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,6B,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,11450,11499,1.7266847,2.318429,1.790326555,2.27306746,0.0211681984364986,0.1089951619505882,0.025581269804388244,0.10430582463741297,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,7,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,350,399,1.5316827,2.015972,1.56774151,1.94393669,0.0206333268433809,0.1082364469766616,0.025244487728923477,0.09821761362254613,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,7,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,450,499,1.7000557,2.2821388,1.730482265,2.1706569499999997,0.0222139097750186,0.111359417438507,0.025614392943680234,0.09981988407671448,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,8,Midsize,NOT_APPLICABLE,PAPER_CORE,7,50,LEI2025_UES16,16350,16399,1.5048614,1.9109083,1.5380982,1.8951805000000002,0.0201476775109767,0.1018870994448661,0.02484225211665032,0.09699246138334269,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
ACC,Air-cooled chiller,8,Small,NOT_APPLICABLE,PAPER_CORE,9,50,LEI2025_UES16,16450,16499,1.6404674,2.1052842,1.6737507900000002,2.05926556,0.0225552264600992,0.1051248535513877,0.025569360889494342,0.10257142186164854,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),0A,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,2300,2349,1.7211496,2.7322252,1.76945212,2.460237609999999,0.0174935981631279,0.0911135300993919,0.02494563320651649,0.08292582444846625,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),0B,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,3300,3349,1.6208884,2.598379,1.70146532,2.424059535,0.0,0.0975573360919952,0.01690917424857615,0.07390979826450342,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),1A,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,7300,7349,1.4731636,2.1397493,1.6311970550000001,2.105223175,0.0088099539279937,0.0702655985951423,0.01341794156469398,0.06192504819482558,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),1B,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,13300,13349,1.4930781,2.33685,1.61544612,2.176984275,0.0116866491734981,0.065416432917118,0.01444994271732865,0.06330940034240476,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),2A,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,6300,6349,1.5952672,2.139339,1.612889955,2.03396325,0.0076698153279721,0.0865403041243553,0.01305283838883039,0.06444125492125746,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),2B,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,4300,4349,1.5416303,2.4016986,1.594454825,2.1495665600000002,0.0100768078118562,0.0660742223262786,0.01276574963703744,0.06287139263004059,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),3A,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,5300,5349,1.4159116,2.1132984,1.49016846,1.8940927449999998,0.0079646036028862,0.058846078813076,0.010388372745364884,0.052584141865372615,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),3B,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,15300,15349,1.3646123,1.9132394,1.49744439,1.891100405,0.0012716241180896,0.0746175795793533,0.00843385113403196,0.05564061179757112,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),3C,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,17300,17349,1.3696394,1.9883392,1.42242365,1.8249971049999998,0.0,0.0580093115568161,0.008676542341709085,0.050164415687322585,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),4A,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,9300,9349,1.4009949,1.8659799,1.435991635,1.74229854,0.0041095572523772,0.0625714287161827,0.007229092251509395,0.055727579258382294,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),4B,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,1300,1349,1.4135556,1.9214374,1.45785779,1.782422985,0.0,0.0526631958782672,0.00445653559872871,0.046600331179797554,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),4C,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,18300,18349,1.2567353,1.7967811,1.3213101600000001,1.60188029,0.0,0.0417735911905765,0.0023898642044514204,0.026093057170510227,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),5A,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,8300,8349,1.326038,1.8987254,1.34597916,1.6964766599999999,0.0,0.068093903362751,0.005287963594309971,0.04282876029610625,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),5B,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,12300,12349,1.3041735,1.9078544,1.34681706,1.79668447,0.0019156972412019,0.0572811514139175,0.006035477947443675,0.04430515281856057,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),5C,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,14300,14349,1.2686709,1.7511543,1.317266405,1.6563196349999998,0.0,0.0349831990897655,0.000836504000471855,0.02767188511788839,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),6A,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,10300,10349,1.3269262,1.80132,1.39336535,1.702724795,0.0066589913330972,0.0623875297605991,0.01072167139500375,0.05796510837972162,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),6B,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,11300,11349,1.3610226,1.7591422,1.3809268650000002,1.667941015,0.0,0.0599553696811199,0.0039298338000662595,0.048576246760785514,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),7,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,300,349,1.3352851,1.7618719,1.38988187,1.66415615,0.0071397325955331,0.0705270394682884,0.011191434971988191,0.053292276151478246,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_ACC,Airside economizer (air-cooled chiller),8,Midsize,NOT_APPLICABLE,PAPER_CORE,6,50,LEI2025_UES16,16300,16349,1.3033059,1.7126714,1.356429065,1.686679945,0.0100639360025525,0.0690757036209106,0.013461983669549215,0.05424812100827689,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),0A,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,2000,2049,1.2617054,1.5268754,1.28206885,1.49096284,0.0163868386298418,0.0717725530266761,0.021784271113574446,0.06469398476183409,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),0B,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,3000,3049,1.1804696,1.4467534,1.2137235700000002,1.391624285,0.0163187403231859,0.1500590443611145,0.02231283988803623,0.08250613845884791,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),1A,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,7000,7049,1.1789762,1.4055688,1.1983115850000001,1.350554085,0.0021740898955613,0.0627826154232025,0.012850911729037715,0.04977952633053061,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),1B,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,13000,13049,1.1933337,1.4094586,1.217729705,1.3957694999999999,0.0096462918445467,0.0504425205290317,0.01216530958190555,0.04479829911142585,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),2A,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,6000,6049,1.1895276,1.4203526,1.20396545,1.35044462,0.0,0.0426373817026615,0.01413200199604032,0.04105999097228046,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),2B,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,4000,4049,1.1364243,1.2979231,1.1512831300000002,1.274600955,0.0222467072308063,0.1177010014653205,0.03548744879662983,0.08921520411968224,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),3A,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,5000,5049,1.111343,1.3379912,1.12309655,1.292938655,0.0014623937895521,0.0388800799846649,0.007700067432597246,0.029160691425204267,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),3B,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,15000,15049,1.10212,1.2764829,1.1110206599999999,1.25366199,0.0159593913704156,0.0716748759150505,0.018225348275154814,0.0461602011695504,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),3C,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,17000,17049,1.088362,1.2785581,1.096782825,1.2579531,0.0,0.0346604920923709,0.0058248520828782895,0.028153821267187528,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),4A,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,9000,9049,1.105808,1.3092122,1.11419072,1.235789515,0.0,0.0365819782018661,0.0043410479673184205,0.028138767927885017,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),4B,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,1000,1049,1.1014202,1.2229621,1.106006625,1.198086185,0.0079538347199559,0.04141066968441,0.013921953551471196,0.035477309301495494,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),4C,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,18000,18049,1.0541642,1.214884,1.075088845,1.20031256,0.0,0.0248418785631656,0.00015092165413075506,0.0144053211435675,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),5A,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,8000,8049,1.0725529,1.2109663,1.0839542549999999,1.205429885,0.0,0.0300953108817338,0.0002350615948671151,0.019218677468597848,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),5B,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,12000,12049,1.092446,1.2571603,1.098119545,1.2087087849999998,0.0015872691292315,0.0472735166549682,0.009278564900159835,0.0382268359884619,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),5C,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,14000,14049,1.0523379,1.2021174,1.0837571,1.179603585,0.0,0.0370160453021526,0.0,0.024411267600953516,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),6A,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,10000,10049,1.0654018,1.262458,1.0886251150000001,1.20679552,0.0,0.041178960353136,0.008207139046862644,0.02701488779857746,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),6B,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,11000,11049,1.0611373,1.2590138,1.08026557,1.19156546,0.0012253776658326,0.0439182259142398,0.00715330634266134,0.026958208717405764,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),7,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,0,49,1.0613251,1.2782305,1.083785655,1.19507153,0.0057995277456939,0.0434258095920085,0.011808571033179692,0.03821629602462048,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_ACC,Airside economizer& adiabatic cooling (air-cooled chiller),8,Large-scale,NOT_APPLICABLE,PAPER_CORE,0,50,LEI2025_UES16,16000,16049,1.0567055,1.1872749,1.06926955,1.179541475,0.0114554660394787,0.0443288497626781,0.01619229475036258,0.03485765103250737,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_WCC,Airside economizer& adiabatic cooling (water-cooled chiller),0A,Large-scale,NOT_APPLICABLE,PAPER_CORE,1,50,LEI2025_UES16,2050,2099,1.1827176,1.7372118,1.197159765,1.4502526499999997,0.6114538908004761,3.1548280715942383,1.1337373495101928,2.9752012610435483,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_WCC,Airside economizer& adiabatic cooling (water-cooled chiller),0B,Large-scale,NOT_APPLICABLE,PAPER_CORE,1,50,LEI2025_UES16,3050,3099,1.1074334,1.2537484,1.125556285,1.236865545,0.4586332142353058,1.9099318981170648,0.6990531980991364,1.3333409190177914,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_WCC,Airside economizer& adiabatic cooling (water-cooled chiller),1A,Large-scale,NOT_APPLICABLE,PAPER_CORE,1,50,LEI2025_UES16,7050,7099,1.051312,1.2901343,1.122759745,1.264038585,0.1329769343137741,2.3291351795196533,0.7225739091634751,2.0689196825027465,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_WCC,Airside economizer& adiabatic cooling (water-cooled chiller),1B,Large-scale,NOT_APPLICABLE,PAPER_CORE,1,50,LEI2025_UES16,13050,13099,1.1375713,1.5007647,1.143031625,1.27825298,0.7884256839752197,1.87008535861969,0.8832408368587494,1.6521611869335173,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_WCC,Airside economizer& adiabatic cooling (water-cooled chiller),2A,Large-scale,NOT_APPLICABLE,PAPER_CORE,1,50,LEI2025_UES16,6050,6099,1.0977106,1.364853,1.12918565,1.28438791,0.4623731076717376,2.31734561920166,0.6261656224727631,1.9905130624771115,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_WCC,Airside economizer& adiabatic cooling (water-cooled chiller),2B,Large-scale,NOT_APPLICABLE,PAPER_CORE,1,50,LEI2025_UES16,4050,4099,1.0937508,1.2484586,1.103216865,1.21441768,0.2492641508579254,1.3562393188476562,0.41096151322126384,0.9344835221767422,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_WCC,Airside economizer& adiabatic cooling (water-cooled chiller),3A,Large-scale,NOT_APPLICABLE,PAPER_CORE,1,50,LEI2025_UES16,5050,5099,1.0765072,1.2482285,1.09399387,1.219454945,0.2491335868835449,1.2434313297271729,0.3843331456184387,1.1303755283355714,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
AE_AD_WCC,Airside economizer& adiabatic cooling (water-cooled chiller),3B,Large-scale,NOT_APPLICABLE,PAPER_CORE,1,50,LEI2025_UES16,15050,15099,1.0627446,1.2448573,1.06605012,1.2085548149999998,0.0662889033555984,1.0749406814575195,0.11572213098406789,0.7281966030597686,SOURCE_MODEL_SCENARIO_SAME_LINEAGE,True
