Cooling system,Climate Zone,Data center size,Case,Case (Original),type,n,PUE_mean,PUE_sd,PUE_p05,PUE_p25,PUE_p50,PUE_p75,PUE_p95,PUE_iqr,PUE_mad,WUE_mean,WUE_sd,WUE_p05,WUE_p25,WUE_p50,WUE_p75,WUE_p95,WUE_iqr,WUE_mad,cov_PUE_WUE,pearson,spearman,source_id,temporal_resolution,paired
Air-cooled chiller,2B,Small,9,9,Cluster 1,50,2.233692442,0.2675913293164342,1.95678689,2.05434525,2.1328587,2.374273525,2.76513579,0.3199282750000001,0.1352355999999999,0.06403816822916265,0.025531011250165138,0.026461831573396866,0.04156962875276798,0.0641167983412742,0.08353858813643453,0.10328415334224698,0.04196895938366655,0.022489974275231354,6.721219940378047e-05,0.009838027975369418,0.08686674669867947,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,3A,Midsize,7,7,Cluster 1,50,1.918928124,0.1829676565558476,1.67527971,1.7910702250000001,1.88479535,2.0638683999999996,2.239017825,0.2727981749999995,0.14079155,0.06078519620001312,0.025048113208019238,0.023486392386257646,0.04009365942329165,0.05983163043856615,0.07982290536165237,0.10005726329982279,0.039729245938360726,0.020170239731669447,0.0003504569353450075,0.07646898324312605,0.104921968787515,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,3A,Small,9,9,Cluster 1,50,2.1015759,0.19837818918877123,1.8584027200000002,1.9612092749999999,2.0689203999999997,2.160393925,2.4774942149999997,0.1991846500000003,0.10179009999999966,0.06403593387454742,0.026243643614715862,0.024659126903861676,0.042693741619586875,0.0641561187803745,0.08584506995975963,0.10486735887825485,0.043151328340172754,0.02173333801329135,-0.0014370008187776686,-0.27601899004362157,-0.2740456182472989,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,3B,Midsize,7,7,Cluster 1,50,1.9579075559999999,0.20180534746071946,1.6817224,1.790158575,1.9257795,2.099000275,2.2493165399999997,0.3088416999999999,0.14658460000000006,0.06022501401603218,0.02386995993301698,0.024394605215638833,0.0404737405478954,0.0615264363586902,0.08169982396066185,0.09681962504982945,0.04122608341276645,0.0206434652209282,0.00103257878671289,0.2143575766398008,0.16945978391356542,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,3B,Small,9,9,Cluster 1,50,2.1514875640000004,0.23513760700757697,1.9016592749999999,1.9942963,2.0546386500000002,2.2878658,2.5757069,0.29356950000000004,0.11461130000000008,0.06406448151916261,0.025860170128342196,0.026065760385245038,0.04206458013504738,0.06489321216940874,0.08562557026743887,0.10380758531391615,0.043560990132391494,0.021923439577221843,-7.694506065615507e-05,-0.012653983813391513,0.05142857142857142,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,3C,Midsize,7,7,Cluster 1,50,1.8986240839999997,0.20356819348617464,1.6316692099999999,1.7457185,1.8265087,2.03112855,2.26580543,0.2854100500000001,0.13860784999999998,0.05998949874192471,0.023246739323446765,0.025347517803311306,0.039568266831338406,0.059183789417147595,0.08085073158144948,0.09371758550405497,0.041282464750111075,0.0210435520857573,-0.000776532644210428,-0.16409212878195834,-0.14737094837935172,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,3C,Small,9,9,Cluster 1,50,2.08770719,0.2331333080305109,1.81376638,1.90355515,2.0323343,2.2067002000000002,2.4887666999999998,0.30314505000000014,0.1465789500000001,0.06438655380159612,0.026218266374037416,0.02606098940595982,0.04252336733043185,0.06302115507423875,0.0838177632540464,0.10537438839673992,0.04129439592361455,0.02076692879199985,0.00027760095739459364,0.0454163953683868,0.10885954381752701,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,4A,Midsize,7,7,Cluster 1,50,1.861724074,0.16495667388619423,1.66124118,1.730206875,1.8403269,1.9359490750000001,2.1653135349999997,0.2057422000000002,0.10608015000000004,0.06064150985330338,0.02494474899412465,0.023290233314037276,0.038704190403223024,0.06026672758162015,0.07999732904136175,0.09879245981574056,0.04129313863813873,0.020672513172030456,0.0011773027450025818,0.2861140120373811,0.3341656662665066,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,4A,Small,9,9,Cluster 1,50,2.034378914,0.1850867308542927,1.83348536,1.91538605,1.9746542,2.140512275,2.44656818,0.2251262249999999,0.09919310000000003,0.06409366551786658,0.025818470542897706,0.025554845295846406,0.04117371514439575,0.06385859474539754,0.0884550288319587,0.10211973823606962,0.04728131368756295,0.023913364857435202,-0.0007800921281041869,-0.16324507931778703,-0.10501800720288115,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,4B,Midsize,7,7,Cluster 1,50,1.8852465740000002,0.165521714159401,1.69941176,1.7729374,1.8119233000000001,1.9788462249999998,2.22737786,0.20590882499999985,0.08237365000000019,0.060731535628437944,0.024306127661771832,0.024726184550672714,0.039488822221755954,0.0600726287811994,0.08124168403446673,0.10116150230169292,0.041752861812710776,0.0213549342006445,0.00021376294740100933,0.05313267472920007,0.11798319327731092,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,4B,Small,9,9,Cluster 1,50,2.0693873839999997,0.2071080254681968,1.85921262,1.9226487250000002,2.0052526,2.1850870749999998,2.51460771,0.2624383499999996,0.11294889999999991,0.06396045736968514,0.02573496234661334,0.024694748222827887,0.042894732207059805,0.06286277994513505,0.08547169156372539,0.10101805701851838,0.042576959356665584,0.021698409691452997,-3.9272941034519974e-05,-0.007368396034578566,0.015510204081632653,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,4C,Midsize,7,7,Cluster 1,50,1.8473793740000002,0.16588160911038985,1.64429731,1.697334225,1.83622325,1.9497233250000001,2.1520224,0.25238910000000003,0.12909320000000002,0.060594546049833255,0.024781430687740726,0.024136917199939427,0.0410052491351962,0.0588013883680105,0.08079410344362258,0.09870932772755613,0.03978885430842637,0.02156364172697065,0.00038207663376513387,0.09294496404550003,0.05354141656662665,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,4C,Small,9,9,Cluster 1,50,2.0275447379999996,0.1887824284742493,1.8169083050000001,1.864378825,1.9723413,2.14616095,2.3744498000000003,0.2817821250000001,0.11368765000000003,0.06411912873387332,0.025541468387197248,0.026170173473656154,0.042194828391075107,0.0634977966547012,0.08575300499796862,0.10234201997518534,0.04355817660689351,0.02216675132513045,-0.001044935013188536,-0.21671144685858054,-0.17474189675870347,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,5A,Midsize,7,7,Cluster 1,50,1.8057244940000001,0.15062896249857566,1.56573804,1.6960225,1.81230995,1.896928275,2.0259074249999998,0.20090577500000006,0.09292650000000002,0.060630737505853134,0.024613478171911552,0.025083560962229925,0.038865142501890604,0.057829389348626054,0.08100908808410162,0.09929791651666157,0.04214394558221102,0.020545005798339847,0.0007969450041170598,0.21495466700675792,0.17013205282112842,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,5A,Small,9,9,Cluster 1,50,1.9753000619999996,0.17548592789706366,1.78598749,1.843647925,1.9011737499999999,2.1062589750000003,2.28152725,0.2626110500000003,0.09241419999999989,0.06406681258231398,0.02543866996826522,0.026439039222896046,0.04228765517473215,0.06259515881538386,0.0858526397496461,0.10262216888368125,0.04356498457491395,0.022098215296864503,-0.00048471663405645946,-0.10858034726836091,-0.1300840336134454,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,5B,Midsize,7,7,Cluster 1,50,1.834123046,0.16174764421255952,1.62539702,1.6867273249999999,1.81587795,1.944655375,2.08999165,0.2579280500000001,0.14003745,0.060476348884403654,0.02443306516481446,0.024218212347477636,0.03962967265397305,0.06000216677784915,0.08099932223558423,0.09929086267948142,0.041369649581611184,0.02106507867574695,0.00010289817570199244,0.026037048844020506,-0.031068427370948382,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,5B,Small,9,9,Cluster 1,50,2.012685452,0.1693947971089,1.82002159,1.890900225,1.96694605,2.078582225,2.2998837599999997,0.1876819999999999,0.09381569999999995,0.06405493829399343,0.02550457253425168,0.025381115730851854,0.042186112143099294,0.06401962414383885,0.08263241127133367,0.10455716289579867,0.04044629912823437,0.021389396861195557,0.0006796970152902365,0.1573248211898956,0.17099639855942375,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,5C,Midsize,7,7,Cluster 1,50,1.8231404519999999,0.16198052245742414,1.611003045,1.7011686,1.80598375,1.92043715,2.0829745899999996,0.21926855,0.10565835000000001,0.060540588237345164,0.024287027317393236,0.024035967327654263,0.041266597807407296,0.06000784225761885,0.08079438470304005,0.09766679853200907,0.03952778689563276,0.02059132046997545,-0.0006830709099194583,-0.17363154657492214,-0.1173109243697479,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,5C,Small,9,9,Cluster 1,50,1.9977363979999998,0.18497447893611246,1.804147675,1.85965815,1.9308293,2.1052545,2.369927435,0.24559635000000002,0.08183255,0.06414279945194717,0.02559101807939146,0.02628744700923559,0.04262376297265285,0.06360822543501851,0.08664297871291635,0.10315559878945343,0.0440192157402635,0.0222895126789808,-0.0007038315856846043,-0.14868575978144302,-0.08340936374549819,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,6A,Midsize,7,7,Cluster 1,50,1.7823021619999997,0.13774002960203746,1.604538195,1.67204065,1.7685276,1.870894075,2.03027423,0.19885342500000003,0.10080540000000004,0.060506569072604134,0.024631115284181427,0.023914174176752536,0.03880035039037458,0.06187486089766025,0.07961565814912316,0.10050734132528298,0.04081530775874859,0.01980527676641945,0.0001298595448906792,0.03827627160187159,0.01944777911164466,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,6A,Small,9,9,Cluster 1,50,1.9438719459999998,0.14578867110519408,1.756426575,1.8475852000000001,1.9072565,1.986514475,2.24095574,0.13892927499999974,0.06994885000000006,0.06390288129448886,0.025290368328251503,0.026066983677446788,0.04230782482773063,0.06352009065449235,0.08278906531631945,0.1041591387242078,0.040481240488588824,0.0207626409828663,-0.0013448908606097237,-0.3647607588568457,-0.3561584633853541,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,6B,Midsize,7,7,Cluster 1,50,1.800804856,0.15600375918633705,1.58633804,1.672477675,1.77979545,1.87626055,2.079489745,0.20378287499999992,0.10539989999999999,0.06074567370116706,0.025013489936287995,0.02448304388672113,0.038324532099068095,0.0569155383855104,0.07922164909541604,0.09758089147508142,0.040897116996347946,0.02139759808778765,-0.00021014508994327694,-0.05385299903995431,-0.01752701080432173,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,6B,Small,9,9,Cluster 1,50,1.972058286,0.15652813834641455,1.790326555,1.855073275,1.9249912999999998,2.036753975,2.27306746,0.1816806999999998,0.09528834999999991,0.06415693100541826,0.026221957014905158,0.025581269804388244,0.0443454515188932,0.0643701516091823,0.08714572899043554,0.10430582463741297,0.042800277471542345,0.022405005991458893,0.0002786363056844377,0.06788599412598943,0.1470828331332533,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,7,Midsize,7,7,Cluster 1,50,1.7415716500000002,0.12264195218355407,1.56774151,1.66228535,1.7437383,1.83161705,1.94393669,0.16933169999999986,0.0867483,0.060384980775415854,0.02443263133523682,0.025244487728923477,0.04044318385422227,0.060663834214210455,0.08217537589371197,0.09821761362254613,0.041732192039489704,0.020291320979595157,0.0008599493226780583,0.2869878838418498,0.24504201680672266,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,7,Small,9,9,Cluster 1,50,1.9051033620000002,0.14651857761849899,1.730482265,1.78463435,1.86591495,1.992496775,2.1706569499999997,0.20786242500000007,0.08740599999999998,0.06415049288421866,0.025546555374104128,0.025614392943680234,0.0439150724560022,0.0657462179660797,0.0859474893659353,0.09981988407671448,0.0420324169099331,0.020935200154781352,-0.00014247494680212449,-0.038063915464334665,-0.06669867947178872,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,8,Midsize,7,7,Cluster 1,50,1.6923236320000001,0.11169124407460798,1.5380982,1.600163375,1.6846107,1.770158625,1.8951805000000002,0.16999525000000015,0.08687830000000007,0.06036928988993163,0.024269896748136087,0.02484225211665032,0.0385725796222686,0.057732112705707495,0.08042189851403232,0.09699246138334269,0.04184931889176372,0.021622197702527043,7.818328406287108e-05,0.028842098241725414,0.04,LEI2025_UES16,annual_scenario,True
Air-cooled chiller,8,Small,9,9,Cluster 1,50,1.836035068,0.11909059097557972,1.6737507900000002,1.75665735,1.80334405,1.90885735,2.05926556,0.1521999999999999,0.0651197,0.06404027283191677,0.025345070800877376,0.025569360889494342,0.04378268774598833,0.06283534877002235,0.08581287041306493,0.10257142186164854,0.0420301826670766,0.022196801379323,-0.0009570852792341079,-0.3170879055060875,-0.31015606242496996,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),0A,Midsize,6,6,Cluster 1,50,2.0377843319999998,0.22280703503156016,1.76945212,1.9160692,1.98152135,2.15604485,2.460237609999999,0.23997564999999987,0.11390959999999994,0.055220949016511395,0.020128323574106908,0.02494563320651649,0.0385412713512778,0.060842759907245594,0.069392392411828,0.08292582444846625,0.0308511210605502,0.019527502357959754,0.00044012106815846045,0.0981376498676912,0.0059063625450180065,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),0B,Midsize,6,6,Cluster 1,50,1.996593478,0.24562531351360273,1.70146532,1.811855075,1.920518,2.1367718250000003,2.424059535,0.3249167500000003,0.15405395,0.04191295733675357,0.020281267876990916,0.01690917424857615,0.024915912654250826,0.041742870584130246,0.054425189271569224,0.07390979826450342,0.0295092766173184,0.016801551915705197,0.0005429105847582123,0.10898333297280195,0.09186074429771908,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),1A,Midsize,6,6,Cluster 1,50,1.7944360100000003,0.1480623667557933,1.6311970550000001,1.698886025,1.76501925,1.84831575,2.105223175,0.14942972500000007,0.07148489999999985,0.038596939444541886,0.016851761094685357,0.01341794156469398,0.0225879233330488,0.041530886664986555,0.051424247212707955,0.06192504819482558,0.028836323879659155,0.0162510359659791,-0.0002669758054491469,-0.10699954345094384,-0.04701080432172868,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),1B,Midsize,6,6,Cluster 1,50,1.8547840000000002,0.1925187511040535,1.61544612,1.723429175,1.82057525,1.988764575,2.176984275,0.2653354000000001,0.10926080000000016,0.03625358942896123,0.015292009242848783,0.01444994271732865,0.024565925356000627,0.033702766522765104,0.04652323108166452,0.06330940034240476,0.021957305725663893,0.010891355574131003,0.0008718007416010253,0.29612811803132655,0.3333973589435774,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),2A,Midsize,6,6,Cluster 1,50,1.78822426,0.13749562974300122,1.612889955,1.6888106999999999,1.7605944500000001,1.89005635,2.03396325,0.20124565000000016,0.11052804999999999,0.03882362429983909,0.017748387156445132,0.01305283838883039,0.024210773408412874,0.03795049525797365,0.05238341446965925,0.06444125492125746,0.028172641061246378,0.0138751342892647,-1.7532329354839996e-06,-0.0007184421971858637,0.027803121248499398,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),2B,Midsize,6,6,Cluster 1,50,1.7987186139999998,0.17137752502139952,1.594454825,1.7097476,1.7616893999999998,1.864133425,2.1495665600000002,0.15438582499999987,0.08334930000000007,0.034495402369648175,0.015591934852328036,0.01276574963703744,0.021084209438413326,0.03311403095722195,0.04764864407479755,0.06287139263004059,0.02656443463638422,0.01295361761003735,-3.0929503694561674e-05,-0.011574948652272002,0.06516206482593037,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),3A,Midsize,6,6,Cluster 1,50,1.6581765799999997,0.1365975353099232,1.49016846,1.5667978,1.6348626,1.7309886,1.8940927449999998,0.16419080000000008,0.07757110000000011,0.028360757809132296,0.014050890860267161,0.010388372745364884,0.015699558891355974,0.0256310394033789,0.035686396993696676,0.052584141865372615,0.0199868381023407,0.010091575793921951,0.00030747245679000164,0.1601988869533221,0.20710684273709484,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),3B,Midsize,6,6,Cluster 1,50,1.659917694,0.11783545214565602,1.49744439,1.5731683749999998,1.6623677,1.727671325,1.891100405,0.15450295000000014,0.06953285000000009,0.026531147025525524,0.015024148334644494,0.00843385113403196,0.014525459846481625,0.02687489520758385,0.03544855397194618,0.05564061179757112,0.02092309412546455,0.009933095425367348,0.00065095087717058,0.36769047632702606,0.4050420168067227,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),3C,Midsize,6,6,Cluster 1,50,1.566825072,0.12599118837817552,1.42242365,1.4777967250000001,1.54834735,1.60039585,1.8249971049999998,0.12259912499999981,0.06886360000000002,0.02401571628637608,0.013659699950555809,0.008676542341709085,0.01553944125771515,0.01927393674850455,0.03254690300673242,0.050164415687322585,0.017007461749017273,0.007387707009911549,0.00024886853253750245,0.14460677975379788,0.021464585834333732,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),4A,Midsize,6,6,Cluster 1,50,1.5705276880000003,0.10366469786391998,1.435991635,1.490263125,1.5717674499999998,1.620988825,1.74229854,0.13072569999999994,0.06799270000000002,0.026642409814521626,0.01421458252137815,0.007229092251509395,0.01548908371478315,0.0248553920537233,0.033778732642531326,0.055727579258382294,0.018289648927748176,0.009252039715647649,0.00038229636591933684,0.259438947803984,0.22285714285714284,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),4B,Midsize,6,6,Cluster 1,50,1.609508232,0.11125806209293088,1.45785779,1.542881725,1.5863735499999998,1.694991725,1.782422985,0.15210999999999997,0.07664884999999999,0.024434014465659803,0.01299134047363644,0.00445653559872871,0.013610014459118198,0.02410944551229475,0.03514393605291835,0.046600331179797554,0.021533921593800152,0.010984836611896798,0.00019859408563887017,0.1373981403486659,0.230828331332533,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),4C,Midsize,6,6,Cluster 1,50,1.460691468,0.0977138470215057,1.3213101600000001,1.3975974,1.4442113,1.5198338,1.60188029,0.12223640000000002,0.06206545000000008,0.011465415465645454,0.008293905030543452,0.0023898642044514204,0.006155799026601,0.009106003213673799,0.015894375741481725,0.026093057170510227,0.009738576714880726,0.004249369027093049,8.883993814655874e-05,0.10962082782780148,0.01944824606193373,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),5A,Midsize,6,6,Cluster 1,50,1.528680024,0.1340990017635228,1.34597916,1.4203680250000001,1.49160545,1.6410770749999999,1.6964766599999999,0.22070904999999974,0.09534490000000007,0.02230132327880707,0.01325651260107448,0.005287963594309971,0.014366223243996475,0.020859445445239502,0.02901088027283545,0.04282876029610625,0.014644657028838977,0.008137905970215797,0.0002714616775407711,0.15270515375432991,0.142953181272509,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),5B,Midsize,6,6,Cluster 1,50,1.573443154,0.12453041641955692,1.34681706,1.49513075,1.57449,1.64931295,1.79668447,0.15418220000000016,0.07728520000000005,0.022050699139945163,0.01236553633776559,0.006035477947443675,0.0138856193516403,0.01938036829233165,0.030196511186659298,0.04430515281856057,0.016310891835019,0.0084237908013165,0.0005821191552772398,0.37802758522610597,0.3801680672268907,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),5C,Midsize,6,6,Cluster 1,50,1.4670449879999998,0.11217866704324783,1.317266405,1.3926452,1.45899245,1.5474372500000002,1.6563196349999998,0.15479205000000018,0.0813195000000001,0.011084852095227637,0.008521912731573994,0.000836504000471855,0.00531314103864125,0.009393678046762902,0.014211491681635375,0.02767188511788839,0.008898350642994124,0.0043448526412249,0.00037347089974714993,0.3906694132054139,0.4056279863830969,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),6A,Midsize,6,6,Cluster 1,50,1.539037788,0.10354977405126688,1.39336535,1.468784125,1.5348112999999999,1.60433045,1.702724795,0.13554632499999997,0.06917680000000004,0.02861768950708206,0.01456296105981186,0.01072167139500375,0.017409646417945575,0.026204979978501748,0.03927821666002267,0.05796510837972162,0.0218685702420771,0.0118385492824018,0.0003111424807054956,0.20632909160734256,0.14737094837935172,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),6B,Midsize,6,6,Cluster 1,50,1.5013476500000003,0.08939220304771425,1.3809268650000002,1.4406720750000002,1.5007863499999998,1.553540725,1.667941015,0.11286864999999979,0.05902860000000021,0.021652867030352307,0.013819998497481464,0.0039298338000662595,0.010129992151632825,0.019957828335463952,0.02998541388660665,0.048576246760785514,0.019855421734973826,0.01002525864169005,0.0002581005922123231,0.2089206482546119,0.27289315726290514,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),7,Midsize,6,6,Cluster 1,50,1.5204995420000003,0.09019772822131022,1.38988187,1.460520975,1.5125926,1.5771057750000002,1.66415615,0.11658480000000004,0.056245300000000054,0.031804113266989543,0.01420634048099032,0.011191434971988191,0.020071307197213124,0.0300539201125502,0.043552230112254606,0.053292276151478246,0.02348092291504148,0.011515409685671302,7.37967783187428e-06,0.005759165835492369,-0.032220888355342134,LEI2025_UES16,annual_scenario,True
Airside economizer (air-cooled chiller),8,Midsize,6,6,Cluster 1,50,1.4984800940000003,0.0992645034034731,1.356429065,1.42918545,1.48423445,1.5582708,1.686679945,0.12908535,0.06521555000000001,0.033450393509119714,0.014584745262254282,0.013461983669549215,0.020843849517405026,0.033326040953397695,0.045646831393241855,0.05424812100827689,0.02480298187583683,0.01264882180839775,0.00033778611494647705,0.23331839008127214,0.2587755102040816,LEI2025_UES16,annual_scenario,True
Airside economizer (water-cooled chiller),0A,Midsize,3,3,Cluster 2,50,1.6658420259999998,0.08144487702069068,1.52659402,1.609277925,1.67221945,1.72994765,1.76669527,0.12066972499999995,0.059925999999999924,3.018553042411804,0.3167173418628466,2.516084408760071,2.79360294342041,3.080438017845154,3.3065080046653748,3.4196717619895933,0.5129050612449646,0.23444092273712158,0.014250851971711288,0.5524655643496571,0.5261464585834333,LEI2025_UES16,annual_scenario,True
Airside economizer (water-cooled chiller),0B,Midsize,3,3,Cluster 2,50,1.5137493980000003,0.07732024283630716,1.413843745,1.4559295250000002,1.5040727,1.56015105,1.64844335,0.10422152499999982,0.055399100000000034,1.9348566913604737,0.2829753652015877,1.576562625169754,1.7175818681716921,1.920939028263092,2.0989030599594116,2.354759502410889,0.3813211917877195,0.20173054933547963,0.0053298450326049384,0.24359745323072013,0.2285234093637455,LEI2025_UES16,annual_scenario,True
