weather,evidence_class,n,target_n,matched_timestamp_coverage,timestamp_set_sha256,synthetic_IT_kw,IT_provenance,mean_cooling_kw,mean_total_modeled_overhead_kw,mean_normalized_overhead_per_synthetic_it,corr_cooling_vs_tdb,corr_cooling_vs_twb,architecture_mismatch,not_fc_pue_validation,not_quantitative_physics_transfer
KFQD,SCENARIO_INPUT + TRANSFERRED_MODEL_OUTPUT,1251,1251,1.0,3456a8c519da1212310083b87dcc7f9fd2b0a834502284cc5c4a9af01e2cd65e,1406.2885351154928,SCENARIO input: synthetic IT = ESIF training-window mean IT load,28.34267358228348,47.83212918968486,0.03401302648446651,0.1685496123990763,0.779263132477458,"ESIF cooling_kw is outdoor fan/heater/filter-pump on a liquid/thermosyphon plant, not Forest City direct-evap AHU. HVAC F0 is weather-independent intercept.",True,True
KRDM,SCENARIO_INPUT + TRANSFERRED_MODEL_OUTPUT,1251,1251,1.0,3456a8c519da1212310083b87dcc7f9fd2b0a834502284cc5c4a9af01e2cd65e,1406.2885351154928,SCENARIO input: synthetic IT = ESIF training-window mean IT load,14.296187018499168,33.78564262590056,0.024024687524829946,-0.4294969981219576,0.03677784544512031,"ESIF cooling_kw is outdoor fan/heater/filter-pump on a liquid/thermosyphon plant, not Forest City direct-evap AHU. HVAC F0 is weather-independent intercept.",True,True
KEHO,SCENARIO_INPUT + TRANSFERRED_MODEL_OUTPUT,1093,1251,0.873701039168665,dc3372941b6dee2abe4aecf93b102ddc981504e541a16912175dbc751d687a5d,1406.2885351154928,SCENARIO input: synthetic IT = ESIF training-window mean IT load,26.94513708192559,46.434592689326976,0.0330192499830865,-0.057785041859037045,0.7416285060859631,"ESIF cooling_kw is outdoor fan/heater/filter-pump on a liquid/thermosyphon plant, not Forest City direct-evap AHU. HVAC F0 is weather-independent intercept.",True,True
KGSP,SCENARIO_INPUT + TRANSFERRED_MODEL_OUTPUT,1251,1251,1.0,3456a8c519da1212310083b87dcc7f9fd2b0a834502284cc5c4a9af01e2cd65e,1406.2885351154928,SCENARIO input: synthetic IT = ESIF training-window mean IT load,28.082279748041348,47.57173535544273,0.03382786260967125,-0.17687091990557913,0.6751693516660816,"ESIF cooling_kw is outdoor fan/heater/filter-pump on a liquid/thermosyphon plant, not Forest City direct-evap AHU. HVAC F0 is weather-independent intercept.",True,True
