job_id,arrival_time,deadline_class,maximum_delay_hours,deadline_time,it_energy_mwh
1199,149,flexible_12h,12,161,0.6389532771010236
1200,149,flexible_12h,12,161,0.44801354516390884
1201,149,urgent_0h,0,149,0.08351551640891099
1202,149,short_4h,4,153,0.1237920086390171
1203,149,short_4h,4,153,0.1517060846050357
1204,149,flexible_12h,12,161,0.17787963562732118
1205,149,short_4h,4,153,1.444121924260977
1206,150,short_4h,4,154,0.058958623318305335
1207,150,urgent_0h,0,150,0.08964528155671521
1208,150,flexible_12h,12,162,0.38372141547134603
1209,150,urgent_0h,0,150,0.18147751229051273
1210,150,urgent_0h,0,150,0.10597689604329164
1211,150,flexible_12h,12,162,0.3188550764370415
1212,150,urgent_0h,0,150,0.23685999988863504
1213,150,flexible_12h,12,162,0.17978883330597892
1214,151,flexible_12h,12,163,0.1915312407569073
1215,151,flexible_12h,12,163,0.38891172879760155
1216,151,flexible_12h,12,163,0.12452297760588565
1217,151,short_4h,4,155,0.2941706320268745
1218,151,short_4h,4,155,0.2725285695249653
1219,151,flexible_12h,12,163,0.34972730719853257
1220,151,flexible_12h,12,163,0.3503308997311464
1221,151,urgent_0h,0,151,0.5716023755196518
1222,151,short_4h,4,155,0.7155476225909163
1223,152,flexible_12h,12,164,0.10821393517884909
1224,152,flexible_12h,12,164,0.2483754239727893
1225,152,short_4h,4,156,0.38145492006112836
1226,152,short_4h,4,156,0.8625593106030994
1227,152,short_4h,4,156,0.24059880255123858
1228,152,flexible_12h,12,164,0.4253125819587145
1229,152,urgent_0h,0,152,0.15984218162413186
1230,153,short_4h,4,157,0.5700241491659006
1231,153,short_4h,4,157,0.14407836991865494
1232,153,flexible_12h,12,165,0.20651673147025637
1233,153,flexible_12h,12,165,1.2255582544603467
1234,153,short_4h,4,157,0.36313816233358476
1235,153,flexible_12h,12,165,0.21563878884283585
1236,154,short_4h,4,158,0.2412085165846757
1237,154,short_4h,4,158,0.17788003409530495
1238,154,flexible_12h,12,166,0.9828485615629751
1239,154,flexible_12h,12,166,0.20976672394239282
1240,154,short_4h,4,158,0.2928040461781477
1241,154,short_4h,4,158,0.5544896406404501
1242,154,urgent_0h,0,154,0.2724479092537891
1243,154,urgent_0h,0,154,0.6211665255971872
1244,154,flexible_12h,12,166,1.2907364127358516
1245,154,flexible_12h,12,166,0.09913811485314432
1246,154,flexible_12h,12,166,0.08630952303013462
1247,154,short_4h,4,158,0.04665515642474522
1248,154,urgent_0h,0,154,0.7221209222427896
1249,155,urgent_0h,0,155,0.38068321197798627
1250,155,flexible_12h,12,167,0.1594716776960375
1251,155,short_4h,4,159,0.1042377747977917
1252,155,short_4h,4,159,1.8163639811288381
1253,155,urgent_0h,0,155,0.2956633348653962
1254,155,flexible_12h,12,167,0.1201654701092761
1255,156,short_4h,4,160,1.4238442866623342
1256,156,short_4h,4,160,0.15572020148656399
1257,156,flexible_12h,12,168,0.327541576884885
1258,156,short_4h,4,160,0.803405275470963
1259,156,flexible_12h,12,168,0.36972094278948175
1260,157,urgent_0h,0,157,1.1346383506698592
1261,157,short_4h,4,161,0.4811337821767696
1262,157,short_4h,4,161,0.07944959706242322
1263,157,urgent_0h,0,157,0.7473682403647076
1264,157,short_4h,4,161,0.45626750021303547
1265,157,short_4h,4,161,0.9592316706160167
1266,157,urgent_0h,0,157,0.599434453812457
1267,157,urgent_0h,0,157,0.18495517611074308
1268,157,urgent_0h,0,157,0.18589600111339297
1269,157,urgent_0h,0,157,0.986461630776126
1270,157,flexible_12h,12,169,0.21192874533082945
1271,157,urgent_0h,0,157,0.3785621446842202
1272,157,urgent_0h,0,157,0.8394213392695107
1273,158,urgent_0h,0,158,0.7031934224244621
1274,158,short_4h,4,162,0.17664366268873696
1275,158,urgent_0h,0,158,1.1489056755045854
1276,158,flexible_12h,12,170,0.31124722208514666
1277,158,urgent_0h,0,158,0.9859500593484684
1278,158,urgent_0h,0,158,0.47556245140689674
1279,159,short_4h,4,163,0.09128828015616997
1280,159,flexible_12h,12,171,1.0331196986355193
1281,159,short_4h,4,163,0.1658174671811722
1282,159,urgent_0h,0,159,0.4870535961170765
1283,159,urgent_0h,0,159,0.13180560114911585
1284,159,short_4h,4,163,0.5807508929318879
1285,159,short_4h,4,163,0.7874557958912282
1286,159,short_4h,4,163,0.9375033978026724
1287,159,short_4h,4,163,0.5275806406618259
1288,159,urgent_0h,0,159,0.30366419454694044
1289,160,urgent_0h,0,160,0.29331014559560276
1290,160,short_4h,4,164,0.1990918545752321
1291,160,urgent_0h,0,160,0.7217328139609789
1292,160,short_4h,4,164,0.17566808762491204
1293,160,short_4h,4,164,0.13023513312278323
1294,160,urgent_0h,0,160,0.6139718416551603
1295,160,short_4h,4,164,0.18201752669733037
1296,160,flexible_12h,12,172,1.8087447079518975
1297,160,short_4h,4,164,0.45534422325392954
1298,160,short_4h,4,164,0.13428125997942608
1299,161,flexible_12h,12,173,0.31813552600647893
1300,161,short_4h,4,165,0.1873457480368624
1301,161,short_4h,4,165,0.5652773128524772
1302,161,urgent_0h,0,161,0.6158543939635699
1303,161,urgent_0h,0,161,0.4697804019679129
1304,161,flexible_12h,12,173,0.5731003067554872
1305,161,flexible_12h,12,173,1.2258292678225602
1306,162,flexible_12h,12,174,0.3360119186188096
1307,162,flexible_12h,12,174,0.665154797134954
1308,162,flexible_12h,12,174,0.24280007353139135
1309,162,flexible_12h,12,174,1.232488419238389
1310,162,short_4h,4,166,0.16916270955274343
1311,162,short_4h,4,166,0.28089171366313637
1312,162,short_4h,4,166,0.25523541055576987
1313,162,urgent_0h,0,162,0.08019601119574682
1314,163,urgent_0h,0,163,0.13575899415589493
1315,163,short_4h,4,167,0.8505833990218431
1316,163,short_4h,4,167,0.9830722215455789
1317,163,urgent_0h,0,163,1.9476294041933218
1318,163,urgent_0h,0,163,0.08338785532918527
1319,164,short_4h,4,168,0.09403050622500628
1320,164,short_4h,4,168,0.597100642668272
1321,164,flexible_12h,12,176,0.7339363867641819
1322,164,urgent_0h,0,164,1.0748352346016756
1323,165,short_4h,4,169,0.31776031254705944
1324,165,short_4h,4,169,0.45756707190860646
1325,165,urgent_0h,0,165,1.1356103218364844
1326,165,flexible_12h,12,177,1.2191388747619427
1327,165,flexible_12h,12,177,0.13446671280969225
1328,165,short_4h,4,169,0.8062575297793304
1329,165,short_4h,4,169,0.4574022964733146
1330,165,short_4h,4,169,0.27021536277209646
1331,165,flexible_12h,12,177,0.8269541016028827
1332,165,short_4h,4,169,0.21325320083291877
1333,165,urgent_0h,0,165,0.7126963799426841
1334,165,short_4h,4,169,0.29015133684075506
1335,165,short_4h,4,169,0.38985110858735644
1336,165,urgent_0h,0,165,0.12244729459096383
1337,165,short_4h,4,169,0.6374400875646515
1338,166,urgent_0h,0,166,0.509940049377653
1339,166,short_4h,4,170,0.0951986619951086
1340,166,flexible_12h,12,178,0.21037660153935245
1341,166,short_4h,4,170,0.4235726999408865
1342,166,flexible_12h,12,178,0.6949420091078741
1343,166,short_4h,4,170,0.27677991912423
1344,166,urgent_0h,0,166,0.44057827050260284
1345,166,short_4h,4,170,0.23361671594371514
1346,167,urgent_0h,0,167,0.11684270095298246
1347,167,flexible_12h,12,179,1.6499597355426943
1348,167,flexible_12h,12,179,0.13016863554448319
1349,167,flexible_12h,12,179,0.07623898053659046
1350,167,urgent_0h,0,167,1.21698901735114
1351,167,short_4h,4,171,0.542943291153009
1352,167,urgent_0h,0,167,0.14782907170073997
1353,167,short_4h,4,171,0.4261997379106699
