scenario_id,normalized_solver_objective,active_weight_sum,average_delay_hours,peak_queue_mwh,total_dc_grid_energy_mwh,site_water_consumption_m3,indirect_grid_water_consumption_m3,heat_rejected_mwh_thermal,weight_electricity_cost_usd,electricity_cost_usd,normalized_electricity_cost_usd,weight_grid_co2e_metric_tons,grid_co2e_metric_tons,normalized_grid_co2e_metric_tons,weight_total_water_footprint_m3,total_water_footprint_m3,normalized_total_water_footprint_m3,weight_delay_mwh_hours,delay_mwh_hours,normalized_delay_mwh_hours,pair_name,metric_1,metric_2,alpha_weight_on_metric_1,one_minus_alpha_weight_on_metric_2,pairwise_nondominated
electricity_cost_usd__vs__delay_mwh_hours__alpha_0.70,2.0008503093817263,1.0,2.039488665261714,26.583232600716315,1068.088549293304,307.60950219647157,4827.760242805733,1068.088549293304,0.7000000000000001,29574.66164769834,0.019092387334876,0.0,351.8956998830516,0.1378185908173019,0.0,5135.369745002205,0.0,0.29999999999999993,1375.5756320765083,0.40846162894071525,electricity_cost_usd__vs__delay_mwh_hours,electricity_cost_usd,delay_mwh_hours,0.7000000000000001,0.29999999999999993,True
electricity_cost_usd__vs__delay_mwh_hours__alpha_0.75,2.114096591008171,1.0,2.128140581878313,26.583232600716435,1068.088549293304,307.60950219647157,4827.7602428057335,1068.088549293304,0.75,29519.427670645826,0.012529331437475,0.0,351.2784195094016,0.1210017566491869,0.0,5135.369745002205,0.0,0.25,1435.3687646943956,0.4262252792808398,electricity_cost_usd__vs__delay_mwh_hours,electricity_cost_usd,delay_mwh_hours,0.75,0.25,True
electricity_cost_usd__vs__delay_mwh_hours__alpha_0.80,2.2257319582247765,1.0,2.2505887938724087,26.895439210649705,1068.088549293304,307.60950219647157,4827.760242805734,1068.088549293304,0.8,29458.590475488236,0.00530048546680118,0.0,351.1741115217547,0.11816004937070074,0.0,5135.369745002205,0.0,0.19999999999999996,1517.9565130253245,0.4507608709031117,electricity_cost_usd__vs__delay_mwh_hours,electricity_cost_usd,delay_mwh_hours,0.8,0.19999999999999996,True
electricity_cost_usd__vs__delay_mwh_hours__alpha_0.85,2.336415669330755,1.0,2.2935050743694316,26.895439210649794,1068.0885492933037,307.60950219647145,4827.7602428057335,1068.0885492933037,0.8500000000000001,29443.448830411922,0.0035013127778606257,0.0,351.04416484333376,0.11461985623483181,0.0,5135.369745002205,0.0,0.1499999999999999,1546.9022927575643,0.4593602315231965,electricity_cost_usd__vs__delay_mwh_hours,electricity_cost_usd,delay_mwh_hours,0.8500000000000001,0.1499999999999999,True
electricity_cost_usd__vs__delay_mwh_hours__alpha_0.90,2.4465589825779284,1.0,2.3375527590908867,26.8954392106496,1068.088549293304,307.6095021964715,4827.760242805733,1068.088549293304,0.9,29432.76559753817,0.0022319011175574487,0.0,350.8798295696322,0.11014279983747723,0.0,5135.369745002205,0.0,0.09999999999999998,1576.6111716467965,0.46818629755251767,electricity_cost_usd__vs__delay_mwh_hours,electricity_cost_usd,delay_mwh_hours,0.9,0.09999999999999998,True
electricity_cost_usd__vs__delay_mwh_hours__alpha_0.95,2.5559210521011746,1.0,2.447616725533879,27.80893266233428,1068.0885492933037,307.6095021964715,4827.760242805733,1068.0885492933037,0.9500000000000001,29418.24562609278,0.0005065974311295941,0.0,350.7561449055015,0.10677320544469639,0.0,5135.369745002205,0.0,0.04999999999999993,1650.846107485108,0.49024039282263,electricity_cost_usd__vs__delay_mwh_hours,electricity_cost_usd,delay_mwh_hours,0.9500000000000001,0.04999999999999993,True
electricity_cost_usd__vs__delay_mwh_hours__alpha_1.00,2.664123914636898,1.0,2.5209076180720746,27.808932662334207,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,1.0,29413.982380461246,2.664124240252602e-08,0.0,350.6940723422538,0.10508213596138415,0.0,5135.369745002203,0.0,0.0,1700.278677298259,0.5049260740560618,electricity_cost_usd__vs__delay_mwh_hours,electricity_cost_usd,delay_mwh_hours,1.0,0.0,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.00,0.0,0.0,0.0010052693045718621,0.5073249885435,1068.088549293304,307.6095021964715,4827.760242805733,1068.088549293304,0.0,33807.28045942744,0.5220240126885617,0.0,364.45372770486847,0.47994233291738836,1.0,5135.369745002204,0.0,0.0,0.6780248317124637,0.0,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.0,1.0,False
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.05,0.3682452333149608,0.05,2.28074075511223,26.895439210649617,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.0,30345.05472341604,0.11063265093202372,0.05,346.8369244364311,1.9999999036893172e-07,0.95,5135.369745002203,0.0,0.0,1538.2931316333477,0.4568025778055081,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.05,0.95,False
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.10,0.7364904666299218,0.1,2.2807517013740877,26.89543921064969,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,30345.02870899008,0.11062955982504899,0.1,346.83692076582133,9.999999286155138e-08,0.9,5135.369745002204,0.0,0.0,1538.3005145677714,0.4568047711655119,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.1,0.9,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.15,1.104735699944883,0.15000000000000002,2.2807545858171,26.8954392106496,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,30345.021853944017,0.11062874528927054,0.15000000000000002,346.8369197985811,7.364905223469107e-08,0.85,5135.369745002203,0.0,0.0,1538.3024600404713,0.45680534913651416,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.15000000000000002,0.85,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.20,1.4729809332598434,0.2,2.2807545858186744,26.895439210649577,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.0,30345.02185394027,0.1106287452888253,0.2,346.8369197985806,7.364903829720416e-08,0.8,5135.369745002203,0.0,0.0,1538.302460041533,0.4568053491368296,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.2,0.8,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.25,1.8412261665748042,0.25,2.2807545858179594,26.89543921064961,1068.0885492933035,307.6095021964715,4827.760242805733,1068.0885492933035,0.0,30345.02185394198,0.11062874528902847,0.25,346.8369197985809,7.364904604025244e-08,0.75,5135.369745002203,0.0,0.0,1538.302460041051,0.4568053491366864,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.25,0.75,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.30,2.2094713998897655,0.30000000000000004,2.2807545858172618,26.8954392106496,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,30345.021853943632,0.11062874528922471,0.30000000000000004,346.8369197985811,7.364905223469107e-08,0.7,5135.369745002203,0.0,0.0,1538.3024600405804,0.4568053491365466,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.30000000000000004,0.7,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.35,2.5777166332047265,0.35000000000000003,2.2807545858180385,26.895439210649617,1068.0885492933037,307.6095021964715,4827.760242805733,1068.0885492933037,0.0,30345.02185394179,0.11062874528900599,0.35000000000000003,346.8369197985808,7.364904449164279e-08,0.6499999999999999,5135.369745002203,0.0,0.0,1538.3024600411043,0.4568053491367022,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.35000000000000003,0.6499999999999999,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.40,2.9459618665196863,0.4,2.2807545858187956,26.895439210649577,1068.0885492933035,307.60950219647145,4827.760242805732,1068.0885492933035,0.0,30345.021853939987,0.11062874528879157,0.4,346.83691979858054,7.36490367485945e-08,0.6,5135.369745002203,0.0,0.0,1538.302460041615,0.4568053491368539,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.4,0.6,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.45,3.314207099834649,0.45,2.2807545858182308,26.895439210649627,1068.0885492933037,307.60950219647157,4827.760242805733,1068.0885492933037,0.0,30345.021853941333,0.11062874528895152,0.45,346.83691979858077,7.364904294303313e-08,0.55,5135.369745002204,0.0,0.0,1538.3024600412339,0.4568053491367407,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.45,0.55,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.50,3.6824523331496084,0.5,2.280754585817881,26.895439210649617,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,30345.021853942162,0.11062874528905008,0.5,346.8369197985809,7.364904604025244e-08,0.5,5135.369745002203,0.0,0.0,1538.3024600409979,0.4568053491366706,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.5,0.5,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.55,4.050697566464567,0.55,2.280754585818679,26.895439210649673,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,30345.021853940263,0.11062874528882444,0.55,346.8369197985806,7.364903829720416e-08,0.44999999999999996,5135.369745002205,0.0,0.0,1538.302460041536,0.45680534913683046,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.55,0.44999999999999996,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.60,4.418942799779532,0.6000000000000001,2.2807545858174456,26.895439210649567,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.0,30345.021853943203,0.11062874528917371,0.6000000000000001,346.836919798581,7.364904913747176e-08,0.3999999999999999,5135.369745002203,0.0,0.0,1538.3024600407045,0.45680534913658344,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.6000000000000001,0.3999999999999999,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.65,4.78718803309449,0.65,2.280754585818211,26.895439210649652,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.0,30345.021853941384,0.11062874528895757,0.65,346.8369197985807,7.364904139442348e-08,0.35,5135.369745002203,0.0,0.0,1538.302460041221,0.45680534913673687,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.65,0.35,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.70,5.155433266409453,0.7000000000000001,2.2807545858177067,26.89543921064964,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.0,30345.021853942577,0.11062874528909936,0.7000000000000001,346.836919798581,7.364904913747176e-08,0.29999999999999993,5135.369745002205,0.0,0.0,1538.3024600408805,0.45680534913663573,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.7000000000000001,0.29999999999999993,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.75,5.523678499724411,0.75,2.2807545858190217,26.89543921064969,1068.088549293304,307.60950219647157,4827.760242805733,1068.088549293304,0.0,30345.021853939463,0.11062874528872933,0.75,346.8369197985805,7.364903519998483e-08,0.25,5135.369745002204,0.0,0.0,1538.3024600417673,0.4568053491368992,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.75,0.25,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.80,5.891923733039376,0.8,2.2807545858186438,26.895439210649677,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,30345.021853940358,0.11062874528883568,0.8,346.83691979858065,7.364903984581381e-08,0.19999999999999996,5135.369745002204,0.0,0.0,1538.3024600415124,0.45680534913682347,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.8,0.19999999999999996,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.85,6.260168966354337,0.8500000000000001,2.2807545858178297,26.89543921064972,1068.0885492933037,307.6095021964715,4827.760242805733,1068.0885492933037,0.0,30345.021853942293,0.11062874528906565,0.8500000000000001,346.83691979858094,7.364904758886211e-08,0.1499999999999999,5135.369745002204,0.0,0.0,1538.3024600409635,0.4568053491366604,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.8500000000000001,0.1499999999999999,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.90,6.628414199669298,0.9,2.2807545858179132,26.895439210649606,1068.0885492933037,307.6095021964715,4827.760242805733,1068.0885492933037,0.0,30345.02185394209,0.11062874528904143,0.9,346.8369197985809,7.364904604025244e-08,0.09999999999999998,5135.369745002203,0.0,0.0,1538.30246004102,0.45680534913667714,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.9,0.09999999999999998,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_0.95,6.996659432984253,0.9500000000000001,2.280754585818547,26.895439210649634,1068.0885492933035,307.60950219647145,4827.760242805732,1068.0885492933035,0.0,30345.021853940576,0.1106287452888616,0.9500000000000001,346.83691979858065,7.364903984581381e-08,0.04999999999999993,5135.369745002203,0.0,0.0,1538.3024600414471,0.45680534913680404,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,0.9500000000000001,0.04999999999999993,True
grid_co2e_metric_tons__vs__total_water_footprint_m3__alpha_1.00,7.364904666299217,1.0,2.280754585818208,26.895439210649656,1068.088549293304,307.60950219647157,4827.760242805733,1068.088549293304,0.0,30345.02185394139,0.11062874528895844,1.0,346.8369197985808,7.364904449164279e-08,0.0,5135.369745002205,0.0,0.0,1538.3024600412186,0.45680534913673615,grid_co2e_metric_tons__vs__total_water_footprint_m3,grid_co2e_metric_tons,total_water_footprint_m3,1.0,0.0,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.00,0.00020143109258769537,1.0,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.0,5135.369745002203,0.0,1.0,0.6780248317123907,0.0,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.0,1.0,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.05,0.39243370949878864,1.0,0.001005269304571759,0.5073249885434996,1068.0885492933035,307.60950219647145,4827.760242805732,1068.0885492933035,0.0,33807.28045942744,0.5220240126885617,0.05,364.4537277048684,0.4799423329173868,0.0,5135.369745002203,0.0,0.95,0.6780248317123942,0.0,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.05,0.95,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.10,0.7846659879049894,1.0,0.001005269304571759,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.1,364.45372770486836,0.47994233291738525,0.0,5135.369745002203,0.0,0.9,0.6780248317123942,0.0,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.1,0.9,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.15,1.176712325236495,1.0,0.008437544499993207,2.7304283182882494,1068.0885492933035,307.60950219647145,4827.760242805732,1068.0885492933035,0.0,33800.553817241365,0.5212247342185891,0.15000000000000002,364.0984648575434,0.4702637546819718,0.0,5135.369745002203,0.0,0.85,5.690877721677574,0.0014892440326363591,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.15000000000000002,0.85,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.20,1.567663163276025,1.0,0.038353831887747415,3.5878537238206984,1068.0885492933037,307.6095021964715,4827.760242805733,1068.0885492933037,0.0,33710.51452978932,0.5105260138286358,0.2,363.0856275501003,0.4426705931857849,0.0,5135.369745002203,0.0,0.8,25.868541188864185,0.0074837277269826094,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.2,0.8,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.25,1.9567343433927187,1.0,0.0892279978187083,4.718270036556916,1068.088549293304,307.6095021964715,4827.760242805733,1068.088549293304,0.0,33618.88399496907,0.4996382169683392,0.25,361.82752396698794,0.4083955372684734,0.0,5135.369745002205,0.0,0.75,60.1816825898567,0.017677651664932317,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.25,0.75,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.30,2.3434715416402083,1.0,0.1366925222527377,6.005174267088296,1068.088549293304,307.60950219647157,4827.760242805733,1068.088549293304,0.0,33508.71896255239,0.4865480991772153,0.30000000000000004,360.88645848746404,0.38275768648615627,0.0,5135.369745002205,0.0,0.7,92.19512022824264,0.027188367820712885,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.30000000000000004,0.7,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.35,2.727777578619913,1.0,0.2785656724653126,11.112246083294046,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33240.414167744864,0.454667371772989,0.35000000000000003,358.7694917795152,0.3250842538181297,0.0,5135.369745002203,0.0,0.6499999999999999,187.88442294535525,0.055616236379126924,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.35000000000000003,0.6499999999999999,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.40,3.1077568364585253,1.0,0.42448360786036116,11.51936646557537,1068.0885492933037,307.6095021964715,4827.760242805733,1068.0885492933037,0.0,32935.501376436405,0.41843677966321985,0.4,357.0009637713969,0.2769034862062696,0.0,5135.369745002203,0.0,0.6,286.3018153198237,0.08485457979724552,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.4,0.6,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.45,3.48340269065529,1.0,0.6932512697170834,14.510612669853458,1068.0885492933035,307.60950219647145,4827.760242805732,1068.0885492933035,0.0,32413.151129101294,0.35636965985357494,0.45,354.4061148056812,0.20621090207352058,0.0,5135.369745002203,0.0,0.55,467.5777658252134,0.13870896840119967,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.45,0.55,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.50,3.851828980440373,1.0,0.9273761924882411,16.143341384936477,1068.0885492933035,307.60950219647145,4827.760242805732,1068.0885492933035,0.0,32031.743400208135,0.31104972495106686,0.5,352.45038557392985,0.15293013117580945,0.0,5135.369745002203,0.0,0.5,625.4881990192472,0.18562180934971473,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.5,0.5,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.55,4.215164113316741,1.0,1.2865337135512773,23.145968703702806,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.0,31337.88415003424,0.2286034249229078,0.55,350.07114516804984,0.08811146358206069,0.0,5135.369745002203,0.0,0.44999999999999996,867.7294737398987,0.2575880889822427,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.55,0.44999999999999996,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.60,4.573717713358249,1.0,1.5442843499275374,23.17588162466994,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,31013.8452742141,0.1901002178676458,0.6000000000000001,348.733424035639,0.05166735259580711,0.0,5135.369745002203,0.0,0.3999999999999999,1041.5747618214084,0.3092349383034361,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.6000000000000001,0.3999999999999999,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.65,4.928096910464907,1.0,1.6331922432613915,24.159303540568686,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.0,30914.99657225622,0.178354738165572,0.65,348.3261099311925,0.04057071962121716,0.0,5135.369745002203,0.0,0.35,1101.5405432706586,0.32704988004338686,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.65,0.35,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.70,5.280973684627565,1.0,1.7478629930809768,24.159303540568686,1068.0885492933037,307.6095021964715,4827.760242805733,1068.0885492933037,0.0,30817.57379489352,0.16677869081878147,0.7000000000000001,347.91040915630106,0.029245604983974185,0.0,5135.369745002203,0.0,0.29999999999999993,1178.8826201600743,0.3500270607042912,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.7000000000000001,0.29999999999999993,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.75,5.631529180472728,1.0,1.9660984050290007,26.58323260071623,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,30656.191018165213,0.14760273715644318,0.75,347.2950762593894,0.012481826760536665,0.0,5135.369745002203,0.0,0.25,1326.0760416510232,0.39375603688022076,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.75,0.25,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.80,5.980004427034296,1.0,2.0638304390562117,26.58323260071621,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.0,30582.254134384035,0.13881734948330576,0.8,347.0834280943393,0.006715804956558211,0.0,5135.369745002203,0.0,0.19999999999999996,1391.9934486810112,0.4133391180559692,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.8,0.19999999999999996,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.85,6.327197495877436,1.0,2.1633011747039723,26.895439210649712,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.0,30393.984244408406,0.11644659369773544,0.8500000000000001,346.923620757754,0.0023621050935412895,0.0,5135.369745002204,0.0,0.1499999999999999,1459.0835592525377,0.4332705920111633,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.8500000000000001,0.1499999999999999,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.90,6.673689572179542,1.0,2.2032886043857527,26.895439210649684,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.0,30402.680911460127,0.11747995604148387,0.9,346.88288078993435,0.0012522086638419472,0.0,5135.369745002203,0.0,0.09999999999999998,1486.053914516842,0.44128308340420863,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.9,0.09999999999999998,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_0.95,7.019496451793676,1.0,2.2665757059296587,26.89543921064956,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,30360.700587174848,0.11249173629744193,0.9500000000000001,346.8418938558977,0.0001355840274903915,0.0,5135.369745002203,0.0,0.04999999999999993,1528.7392190205458,0.45396425247275657,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,0.9500000000000001,0.04999999999999993,True
grid_co2e_metric_tons__vs__delay_mwh_hours__alpha_1.00,7.364904666299217,1.0,2.280754585818208,26.895439210649656,1068.088549293304,307.60950219647157,4827.760242805733,1068.088549293304,0.0,30345.02185394139,0.11062874528895844,1.0,346.8369197985808,7.364904449164279e-08,0.0,5135.369745002205,0.0,0.0,1538.3024600412186,0.45680534913673615,grid_co2e_metric_tons__vs__delay_mwh_hours,grid_co2e_metric_tons,delay_mwh_hours,1.0,0.0,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.00,0.00020143109258769537,1.0,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.0,5135.369745002203,0.0,1.0,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.0,1.0,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.05,0.00019135953795831054,0.95,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.05,5135.369745002203,0.0,0.95,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.05,0.95,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.10,0.0001812879833289258,0.9,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.1,5135.369745002203,0.0,0.9,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.1,0.9,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.15,0.00017121642869954103,0.85,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.15000000000000002,5135.369745002203,0.0,0.85,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.15000000000000002,0.85,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.20,0.0001611448740701563,0.8,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.2,5135.369745002203,0.0,0.8,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.2,0.8,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.25,0.00015107331944077152,0.75,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.25,5135.369745002203,0.0,0.75,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.25,0.75,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.30,0.00014100176481138675,0.7,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.30000000000000004,5135.369745002203,0.0,0.7,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.30000000000000004,0.7,True
