scenario_id,normalized_solver_objective,active_weight_sum,average_delay_hours,peak_queue_mwh,total_dc_grid_energy_mwh,site_water_consumption_m3,indirect_grid_water_consumption_m3,heat_rejected_mwh_thermal,weight_electricity_cost_usd,electricity_cost_usd,normalized_electricity_cost_usd,weight_grid_co2e_metric_tons,grid_co2e_metric_tons,normalized_grid_co2e_metric_tons,weight_total_water_footprint_m3,total_water_footprint_m3,normalized_total_water_footprint_m3,weight_delay_mwh_hours,delay_mwh_hours,normalized_delay_mwh_hours,pair_name,metric_1,metric_2,alpha_weight_on_metric_1,one_minus_alpha_weight_on_metric_2,pairwise_nondominated
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.50,5.045249373354698,1.0,2.4809063949932217,27.808932662334293,1068.088549293304,307.60950219647145,4827.760242805733,1068.088549293304,0.5,29678.415515415167,0.03142071257478535,0.5,347.93991899197704,0.030049554103491628,0.0,5135.369745002204,0.0,0.0,1673.2990187898527,0.4969108188075699,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,0.5,0.5,True
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.55,4.809980870204459,1.0,2.4589848069970643,27.808932662334314,1068.088549293304,307.60950219647157,4827.760242805733,1068.088549293304,0.55,29626.953301890266,0.02530582818674294,0.44999999999999996,348.1899414057692,0.03686102203692557,0.0,5135.369745002205,0.0,0.0,1658.513546932344,0.49251827503721785,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,0.55,0.44999999999999996,True
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.60,4.573792461133796,1.0,2.437264986901629,27.80893266233427,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.6000000000000001,29555.027557963695,0.01675940978555793,0.3999999999999999,348.6080456068852,0.048251614246400856,0.0,5135.369745002204,0.0,0.0,1643.8641616402062,0.48816616056129136,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,0.6000000000000001,0.3999999999999999,True
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.65,4.336765911063341,1.0,2.4691453096160703,27.808932662334264,1068.088549293304,307.60950219647145,4827.760242805733,1068.088549293304,0.65,29505.7380931839,0.010902697490602034,0.35,348.96398552177163,0.057948638124002014,0.0,5135.369745002205,0.0,0.0,1665.3665096628629,0.49455418833376297,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,0.65,0.35,True
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.70,4.098965276305424,1.0,2.4969421332886297,27.80893266233424,1068.088549293304,307.6095021964715,4827.760242805733,1068.088549293304,0.7000000000000001,29465.47142104571,0.006118098695660964,0.29999999999999993,349.32369508838974,0.06774836024173676,0.0,5135.369745002205,0.0,0.0,1684.1146566589107,0.5001239839471043,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,0.7000000000000001,0.29999999999999993,True
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.75,3.860756556798608,1.0,2.5063460849010126,27.808932662334215,1068.088549293304,307.60950219647145,4827.760242805733,1068.088549293304,0.75,29459.242582118757,0.005377970603587692,0.25,349.3922510453964,0.06961605960402205,0.0,5135.369745002205,0.0,0.0,1690.4573477969172,0.5020083031432733,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,0.75,0.25,True
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.80,3.6222050557253724,1.0,2.5207236234931507,27.808932662334193,1068.088549293304,307.60950219647157,4827.760242805733,1068.088549293304,0.8,29440.56461927748,0.0031586027304336198,0.19999999999999996,349.6629462029384,0.07699072396857634,0.0,5135.369745002205,0.0,0.0,1700.1545783201607,0.504889206095512,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,0.8,0.19999999999999996,True
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.85,3.3832875762526946,1.0,2.51156569815137,27.8089326623342,1068.088549293304,307.6095021964715,4827.760242805733,1068.088549293304,0.8500000000000001,29429.780042496874,0.0018771491031918306,0.1499999999999999,349.8837694478282,0.08300670641075028,0.0,5135.369745002205,0.0,0.0,1693.9778247274103,0.5030541844758905,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,0.8500000000000001,0.1499999999999999,True
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.90,3.1439661736682587,1.0,2.506916698909757,27.808932662334243,1068.0885492933037,307.60950219647157,4827.760242805733,1068.0885492933037,0.9,29417.763549742274,0.00044931576857303214,0.09999999999999998,350.2725459353495,0.09359831113074084,0.0,5135.369745002205,0.0,0.0,1690.8422103063886,0.5021226400704076,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,0.9,0.09999999999999998,True
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.95,2.904169844075302,1.0,2.5070811178510417,27.808932662334254,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.9500000000000001,29415.949246517426,0.00023373517642787356,0.04999999999999993,350.3495971185931,0.09569744958771631,0.0,5135.369745002204,0.0,0.0,1690.9531060877355,0.5021555855575864,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,0.9500000000000001,0.04999999999999993,True
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_1.00,2.664123914636898,1.0,2.5209076180720746,27.808932662334207,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,1.0,29413.982380461246,2.664124240252602e-08,0.0,350.6940723422538,0.10508213596138415,0.0,5135.369745002203,0.0,0.0,1700.278677298259,0.5049260740560618,electricity_cost_usd__vs__grid_co2e_metric_tons,electricity_cost_usd,grid_co2e_metric_tons,1.0,0.0,True
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.00,0.0,0.0,0.0010052693045718621,0.5073249885435,1068.088549293304,307.6095021964715,4827.760242805733,1068.088549293304,0.0,33807.28045942744,0.5220240126885617,0.0,364.45372770486847,0.47994233291738836,1.0,5135.369745002204,0.0,0.0,0.6780248317124637,0.0,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.0,1.0,False
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.05,0.13320619573184467,0.05,2.5201164176819786,27.80893266233419,1068.088549293304,307.60950219647145,4827.760242805733,1068.088549293304,0.05,29413.983839430002,1.9999999747417008e-07,0.0,350.6936198696589,0.10506980905627197,0.95,5135.369745002203,0.0,0.0,1699.74503570699,0.5047675370766593,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.05,0.95,False
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.10,0.2664123914636894,0.1,2.520572812506906,27.808932662334197,1068.0885492933035,307.6095021964714,4827.760242805733,1068.0885492933035,0.1,29413.982997840692,9.999999787253537e-08,0.0,350.69388087325956,0.10507691968939246,0.9,5135.369745002203,0.0,0.0,1700.0528607076722,0.5048589873057854,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.1,0.9,False
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.15,0.39961858719553495,0.15000000000000002,2.5207249440943507,27.808932662334186,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.15000000000000002,29413.982717310966,6.666666985928848e-08,0.0,350.69396787444794,0.10507928990011,0.85,5135.369745002204,0.0,0.0,1700.1554690271605,0.5048894707113134,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.15000000000000002,0.85,True
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.20,0.5328247829273787,0.2,2.520801009921544,27.80893266233421,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.2,29413.982577046037,4.999999807171802e-08,0.0,350.6940113750612,0.1050804750059891,0.8,5135.369745002203,0.0,0.0,1700.20677320948,0.5049047124207842,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.2,0.8,True
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.25,0.6660309786592243,0.25,2.5208466493729413,27.8089326623342,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.25,29413.98249288716,4.000000450922209e-08,0.0,350.6940374754035,0.10508118606881629,0.75,5135.369745002204,0.0,0.0,1700.2375556885752,0.504913857437466,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.25,0.75,True
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.30,0.7992371743910699,0.30000000000000004,2.520877075695786,27.808932662334193,1068.0885492933035,307.6095021964714,4827.760242805733,1068.0885492933035,0.30000000000000004,29413.982436781203,3.3333337523293245e-08,0.0,350.6940548756442,0.10508166011104281,0.7,5135.369745002203,0.0,0.0,1700.2580773560853,0.5049199541196447,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.30000000000000004,0.7,True
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.35,0.9324433701229135,0.35000000000000003,2.5208988087961943,27.808932662334193,1068.088549293304,307.6095021964715,4827.760242805733,1068.088549293304,0.35000000000000003,29413.982396705498,2.8571429939695062e-08,0.0,350.6940673043948,0.10508199871283029,0.6499999999999999,5135.369745002204,0.0,0.0,1700.2727356985613,0.5049243088951668,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.35000000000000003,0.6499999999999999,True
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.40,1.0656495658547573,0.4,2.520907618093227,27.80893266233429,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.4,29413.982380461202,2.664123721522801e-08,0.0,350.6940723422658,0.10508213596171245,0.6,5135.369745002203,0.0,0.0,1700.2786773125258,0.5049260740603003,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.4,0.6,True
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.45,1.198855761586602,0.45,2.5209076180873162,27.80893266233421,1068.088549293304,307.60950219647145,4827.760242805733,1068.088549293304,0.45,29413.982380461217,2.6641238944327347e-08,0.0,350.6940723422625,0.10508213596162108,0.55,5135.369745002203,0.0,0.0,1700.278677308539,0.5049260740591159,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.45,0.55,True
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.50,1.3320619573184485,0.5,2.5209076180801033,27.808932662334193,1068.0885492933035,307.60950219647145,4827.760242805733,1068.0885492933035,0.5,29413.98238046123,2.6641240673426683e-08,0.0,350.6940723422583,0.10508213596150803,0.5,5135.369745002203,0.0,0.0,1700.2786773036742,0.5049260740576706,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.5,0.5,True
electricity_cost_usd__vs__total_water_footprint_m3__alpha_0.55,1.4652681530502925,0.55,2.520907618100265,27.808932662334186,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.55,29413.982380461195,2.6641236350678343e-08,0.0,350.69407234226986,0.10508213596182239,0.44999999999999996,5135.369745002203,0.0,0.0,1700.2786773172725,0.5049260740617104,electricity_cost_usd__vs__total_water_footprint_m3,electricity_cost_usd,total_water_footprint_m3,0.55,0.44999999999999996,True
