scenario_id,time,urgent_0h,short_4h,flexible_12h
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,157,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,158,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,159,0.0,0.0,1.0331196986355193
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,160,0.0,0.0,2.841864406587417
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,161,-8.704148513061227e-14,0.7526230608893396,4.958929507171943
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,162,0.0,7.105427357601002e-14,7.435384715695487
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,163,0.0,1.8336556205674936,7.435384715695487
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,164,-6.572520305780927e-14,2.524786769460772,8.16932110245967
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,165,-5.46229728115577e-14,6.364685076766861,10.349880791634186
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,166,-4.574118861455645e-14,7.393853073770801,11.255199402281413
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,167,-4.9960036108132044e-14,1.9983110260676629,13.11156675390518
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,168,0.0,1.9983110260676629,13.11156675390518
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,169,-0.0,1.9983110260676629,13.11156675390518
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,170,-0.0,0.9691430290637388,13.11156675390518
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,171,-0.0,6.572520305780927e-14,12.078447055269642
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,172,-0.0,6.572520305780927e-14,10.269702347317756
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,173,-0.0,6.572520305780927e-14,4.9422456514455195
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,174,-0.0,6.572520305780927e-14,4.9422456514455195
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,175,-0.0,6.572520305780927e-14,4.9422456514455195
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,176,-0.0,6.572520305780927e-14,4.9422456514455195
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,177,0.0,-0.0,-0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,178,-0.0,-0.0,-0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,179,-0.0,-0.0,-0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,0,0.0,1.603488415415466,0.7031296799361544
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,1,-0.0,1.9838529287433677,1.0797515515315779
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,2,-0.0,2.8394500567760046,1.2133597855584832
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,3,-0.0,3.589937496337689,1.5528461948459147
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,4,-0.0,3.6803517919733038,2.141368055471697
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,5,0.0,1.6948646634595654,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,6,-0.0,2.027768028948735,2.5239072483580234
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,7,-0.0,3.4087815518598137,2.5239072483580234
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,8,-0.0,0.0,3.785093469703107
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,9,-0.0,0.46563470419587727,6.548378269384524
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,10,-0.0,0.11699163555549275,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,11,0.0,0.0,-0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,12,0.0,-0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,13,0.0,0.0,-0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,14,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,15,0.0,0.0,1.0623130307689248
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,16,-0.0,2.368732167170712,2.7950510948851903
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,17,0.0,2.0838534255226153,3.462786044531924
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,18,-0.0,3.633152883734497,3.734428916501705
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,19,0.0,3.7570732647134975,4.460055963042031
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,20,-0.0,6.024293199319118,4.924414277757631
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,21,0.0,0.7189645554876165,6.888195599639209
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,22,0.0,1.1354140446779408,8.030810852821498
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,23,-0.0,6.7433114990436,8.524637879707008
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,24,-0.0,6.939775984757075,9.322706438453046
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,25,-0.0,7.308734264958912,9.589995737964092
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,26,-0.0,7.475376420582178,10.75246760775182
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,27,-0.0,3.094670446755564,9.690154576982895
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,28,-0.0,4.454210621070682,8.015496667142317
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,29,0.0,2.7973669160587105,8.398945182972028
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,30,0.0,5.780818001632758,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,31,0.0,0.9098757508000279,0.20449892766264513
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,32,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,33,-0.0,1.1272009229091104,1.3061576119445126
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,34,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,35,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,36,-0.0,4.353451349385368,2.435965256228339
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,37,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,38,0.0,0.0,-0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,39,0.0,0.0,0.9717681703145846
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,40,0.0,0.0,1.4176245310808178
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,41,-0.0,0.5489896902905493,1.9825203587633944
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,42,0.0,2.143679355178488,2.8440901796097817
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,43,0.0,6.566596293356772,3.674966873988729
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,44,-0.0,7.542240546636367,4.867634731044008
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,45,0.0,6.149890161623044,6.0934455687490185
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,46,-0.0,6.4027275700955935,7.075787201623884
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,47,-0.0,3.204205632032175,7.075787201623884
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,48,-0.0,4.224166728079963,7.075787201623884
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,49,-0.0,5.838643439981833,10.373582892440528
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,50,-0.0,6.0489283705230585,11.563883663801313
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,51,-0.0,5.247606071233655,11.9686590433697
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,52,-0.0,5.104107592052073,7.640323977635147
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,53,0.0,0.0,7.503913297268415
