time,urgent_0h,short_4h,flexible_12h
0,0.9604565842884755,4.567114607488141,0.566001520850238
1,1.8783626960029562,2.254004479607282,2.0092536848773563
2,0.3812108069002337,2.291766432858739,0.22061520694174988
3,0.20413531578936614,1.065803173334776,0.6603060443954305
4,3.1518964457421212,0.05808015427568747,0.24826454486917485
5,0.33012756413525324,1.0511834654764431,0.7048815940272711
6,2.48877882410092,1.024682402647714,0.0
7,2.668496225858713,2.060769967014516,0.6032113005474722
8,1.0748823493335327,1.582966786140988,1.1097706505423417
9,1.3565923925670282,1.0543131779635162,1.4671521195232857
10,0.6119434364487991,0.43993495407765737,2.373364811141494
11,0.7867572386625057,1.5151648653298642,0.2920259495687525
12,2.5529365177901466,1.524049176916493,0.0
13,0.6932993519849023,2.0215273761840145,0.16658953296655638
14,0.5772113380890034,0.8042607908209052,0.5850659431354894
15,1.1508211324353002,2.1319251860801423,0.8504649518267695
16,1.1782376434784432,1.093416205612273,0.6745606161733354
17,0.0,0.07008797261075192,1.2766677164625362
18,2.0374441954566405,1.369451681223362,0.0
19,1.6926227314205537,2.3318183271092896,0.4458563607662332
20,1.999106191003601,1.6331333249880995,0.2796137181985735
21,4.826851091334274,3.209751855134307,0.575953165739667
22,2.2281146331017863,0.7998879414721314,3.5669150937377685
23,0.5876338482166417,3.4655463701688314,0.17264486222314002
24,2.890459563341195,0.7591298843202018,0.9215783724736206
25,0.6206270891237258,1.0923940114690265,0.3829228959134678
26,0.0,2.0934222778522993,2.002589142610003
27,0.0,2.483665588195267,0.9699124373410467
28,1.5838298648668037,1.4714514184866037,4.825974444514061
29,3.4601718727071504,0.46312233901376915,1.1903007713607863
30,0.4058453005623154,0.694578526730766,1.531137258717033
31,0.6783671874612344,0.9929577162445075,0.5290305789468959
32,1.9819313844430635,0.5577015395384458,2.4126920179902767
33,0.43787305723269143,0.8700729611948376,0.3035139058264854
34,0.29178634874197384,2.889664206738246,1.1481315608376568
35,1.212515152692506,0.2982228091307795,0.5840321365576697
36,0.2557931578577738,0.46269619734073786,2.973609356465318
37,0.8214351128608793,0.38093988670930995,0.3965332581507082
38,5.208178018657053,1.9593429653923495,1.940215266685922
39,0.2753139361883806,0.877395311106888,0.8740580232191699
40,1.8238272599147303,4.271853550607375,1.4861396490424024
41,0.8366446957296891,3.8422763586503015,0.8720007897644828
42,0.24842887355522067,2.1400960078189994,1.533535490140132
43,3.077026022729303,1.1357990925860797,2.7386074351466947
44,2.124413863381485,2.2532207824326944,1.7545096118620152
45,0.42683456150520377,0.3451053869546622,0.8303198440489368
46,1.4275182070071952,1.6074991941585952,4.701080686077815
47,0.0,2.5599024474129286,0.3887163655574715
48,1.5489552150446493,0.9422227795748075,0.43224604375145304
49,2.20247935112205,1.2123888548100148,1.8622775239319713
50,0.0,0.22267091806108769,1.9507843293649465
51,0.5214873924697463,0.2263150256132448,1.5974007386714486
52,0.7132022309672246,2.1108568504276004,0.0
53,0.7320736968823996,0.9773262524045034,0.5469462304472088
54,0.5130733925193298,2.758820959601031,2.485793611825872
55,0.7060046371893426,3.022584310204799,0.0
56,1.3883871873202784,3.8484392790716315,1.0968861618928627
57,0.37492955396947925,2.5726731158687217,0.0
58,5.559421658080865,1.0956876551816013,0.0
59,0.609744005799778,3.8087078026073735,3.5212733424194314
60,0.0,2.431006304599384,1.2375039926045814
61,0.8560342267060765,1.8782624492329598,0.8632846354372222
62,0.4947562947105318,0.5653426923132598,0.6406903499467258
63,0.6923503177063269,0.0,1.6289779792358032
64,0.39149441232129495,2.258914024114055,2.274737585649592
65,1.2647807729390697,0.9676440057632847,0.20482163533138553
66,0.3254267245494901,1.5147732917647125,0.0
67,0.03548899829903903,4.135942003501904,0.0
68,2.516913830077563,1.5661003182521473,2.77641562973919
69,0.6049849856454528,1.8143430694083569,1.001974220753548
70,2.995274787133359,0.8130888696573739,3.1497244291032445
71,0.2352530329761044,0.6366443634888111,0.12214633912086892
72,1.3589237444648354,2.9195605354848535,0.6638222185305176
73,3.0863287169065456,1.2402024970247427,0.5294062985633484
74,1.1293553768974203,1.6706230166055809,1.6587418891536658
75,2.1663294424707864,3.2243349238991437,0.23585580562036312
76,2.4337079598523887,1.5829266496281482,0.0
77,1.0104747088517207,1.2440292909543729,0.2894915545330549
78,0.0,2.023038160682355,0.20644236741349853
79,5.816446226028431,2.9409905536272736,1.9317233216391276
80,0.8056864326884926,4.556032203816911,0.0
81,1.0107519217035152,1.2871744782008132,0.187937651496851
82,0.0,1.4322116673213625,3.5574878859802244
83,1.0539280719660145,0.5794838115790097,1.8657305520599743
84,1.808644769748515,2.468900722388246,2.773448648903144
85,1.0303277539453415,1.2331446660200132,0.0
86,0.7441792311492383,0.644784072362697,1.3637688275730677
87,0.7348977765275104,0.41025161705047597,1.1043006331934941
88,0.4364664790879037,1.4557727381527803,0.6974300025336614
89,1.3778953870993438,3.6145191038363773,0.6860051179132325
90,0.29905578463066085,1.5177553956797032,0.0
91,1.6112005571700392,0.16308053785947874,0.19142992258561178
92,0.47155354001378047,1.9002622944222074,0.5822308280174936
93,0.24906223214076317,3.9094508122552667,0.0
94,0.2773879200700593,0.11858334992244365,1.5542766038056837
95,1.405242950481266,1.0075164134912034,1.0416249111949238
96,2.888964117585396,2.267775819740254,1.2344728114966474
97,1.6606030740374649,0.43844764172177086,1.2724193732891709
98,0.8293688346255343,1.447180279826376,1.4194059062198703
99,0.7771685873361234,5.0674938315757085,1.5377681506545429
100,0.0,3.364109660480691,0.0
101,3.3205699612457864,4.132201877038035,0.5388287819114677
102,2.1506631652261414,0.9217557724360806,0.6240794525187916
103,1.2373893161013103,2.6752629874827316,3.0
104,0.9159227091011568,1.596904250017111,1.6835050584454705
105,0.29631765117524633,3.104847542275705,1.1577047819744388
106,1.9518252955784665,0.20933443111710262,0.24634358272490034
107,0.2104150330049772,3.083987970490858,0.0649551799362893
108,0.3214805866385906,0.9339455192830247,1.0098352038566087
109,2.826606777060682,0.5037381632569973,0.1940223508555196
110,2.2268284814923,0.7311998540823426,1.129899755378447
111,2.063583917490399,1.5352849248135878,0.16808643990099995
112,0.3440933679181607,0.7104732006854553,2.547258802395869
113,1.3425050447576612,1.8509025304165387,2.3567366782292636
114,2.389039658336081,0.7887925778384881,0.0
115,1.3881790522611088,2.8796227692216454,2.076068681866277
116,0.334596843170064,3.214563046843928,0.0
117,1.150745918058191,1.8251216146741187,2.9007095207715463
118,0.30655842696347446,2.5545205893432246,1.0192618528219413
119,1.839874838979631,0.7080740371338334,5.141456542780889
120,2.641552939681353,3.0214681564175065,0.0
121,0.20379163449848656,1.127961493972181,0.6251482819697003
122,0.0,1.253563265295205,3.7555676438082255
123,6.1293362401198745,1.6617142208278641,0.15092837181703936
124,1.667924237909014,3.575106301778554,1.1208205390674548
125,2.302275191649771,1.448814513436755,0.7553430731737446
126,1.0743759736471217,0.4565878303520373,0.48551819658658574
127,1.2100267179907997,0.2921411663449992,0.8288536592239146
128,0.0,1.0962658625779396,0.9219332752507982
129,0.0,1.4923896546370172,2.0917131381935157
130,0.30979224284682993,2.654798535007549,2.046616895193885
131,0.9139705717753349,0.0,0.8269375498942393
132,0.6418557127625206,1.3586580420129495,2.2710938551329756
133,0.0,0.9313905367536813,2.0982895081409305
134,1.4403654527927863,2.4177236883100255,0.0
135,1.9884984566306354,1.300202440212918,1.28762153416431
136,0.9225233918131328,2.9991081944687865,1.8044515969852175
137,1.511372743241051,2.120997367772011,0.1990918545752321
138,0.5054812740433413,1.4258092191688174,2.5647458235771277
139,0.0,0.9203902076907238,1.92534291598566
140,2.1387134773945746,4.368885131876835,0.0
141,0.0,0.4544643714081688,2.7214568674871877
142,1.6332116313822131,1.5300673992644864,0.9259495807756029
143,0.9851933244370497,2.137133598006586,1.1943082630304684
144,0.11684270095298246,1.1141577643981067,1.9476430221794117
145,2.122327556940637,0.5087120276720838,0.19716956631186164
146,0.1425420036496726,1.4287509199721642,0.5486151939516212
147,0.9128652375143512,6.083095790867621,0.0
148,0.1838938192232814,1.3575139678897354,0.12509457657785136
149,0.2560656085513236,0.9318991612056874,0.5715111498631591
150,0.5334849745066487,0.6201759928036175,2.628183486189456
151,2.744948918965976,2.2068355350393563,0.5126296801915262
152,0.7393522533441302,1.084571560453159,0.4683859004880623
153,0.902411649223015,1.301144008451887,0.0
154,4.507655105791791,1.6708104685916274,1.9255052612401151
155,1.119071484476915,1.449509350893595,0.6082019100061528
156,0.48694216510262267,0.2894864249765876,0.3148187984884312
157,0.9614883638296676,0.24457872779535436,1.6698057963950084
158,0.08262583580228011,0.4973061232918038,0.0
159,0.20470249515082373,1.9994159753317347,1.2722002987927916
160,0.9532554395163413,1.7676869263471142,0.7633748444762297
161,0.0,1.9713479543714507,0.843465005155039
162,0.2924897632120909,3.5058575272696273,0.7277533011094341
163,1.0825153852157112,2.4705833065749783,0.6018885773983758
164,4.259118378769652,1.7302310882971141,1.8571890181249524
165,0.6209956630724364,2.129226861214199,0.3779808726989312
166,1.2337271694271412,2.079582526465961,0.6964382983724576
167,0.0,2.0194117894367167,1.5208023476671242
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
