Cooling system,Climate Zone,Data center size,n,pearson,spearman,paired_mean_PUE_x_WUE,indep_mean_PUE_x_WUE,rel_bias_product,frac_independent_farther_than_paired_nn_p95,nn_p95_standardized
Airside economizer& adiabatic cooling (water-cooled chiller),6B,Large-scale,50,0.2224353458826815,0.2866755789826689,0.15030229298517248,0.14292034043503807,-0.0491140381395422,0.08,0.4760437905484627
Airside economizer& adiabatic cooling (water-cooled chiller),7,Large-scale,50,0.3025372003788537,0.2740456182472989,0.31416340405173,0.31183373532235303,-0.007415468190538681,0.0315,0.7916985586764372
Airside economizer& adiabatic cooling (water-cooled chiller),8,Large-scale,50,0.1731147121536494,0.1369910363094551,0.09757949550613614,0.09350446343955053,-0.04176115120752343,0.0355,0.7727609977138036
Direct expansion system,0A,Midsize,50,0.20658565391930814,0.21786314525810324,0.1254039780855412,0.1241475623535693,-0.010018946377561306,0.041,0.5306925031501887
Direct expansion system,0A,Small,50,0.0727660057993363,0.06669867947178872,0.1456750753812163,0.14536049334449336,-0.0021594774253571518,0.067,0.5328176160731315
Direct expansion system,0B,Midsize,50,-0.23236329029904004,-0.2451380552220888,0.12486550150178356,0.12642104843599614,0.012457779895196705,0.0025,0.737245993964082
Direct expansion system,0B,Small,50,0.21571630929548472,0.20182472989195677,0.1488939613968551,0.1492236679597148,0.002214371622371787,0.029,0.5681193655367599
Direct expansion system,1A,Midsize,50,-0.15171180456229286,-0.15803121248499397,0.11981793800640951,0.12094258364048466,0.009386287669338673,0.0685,0.6098016477552941
Direct expansion system,1A,Small,50,0.13329616834204996,0.06785114045618247,0.14220664453790408,0.1429553634909016,0.00526500681758199,0.1005,0.45997847926628127
Direct expansion system,1B,Midsize,50,0.14313983388371548,0.12364945978391356,0.12336110173073031,0.12143190490189375,-0.01563861542877242,0.0125,0.6442213698428881
Direct expansion system,1B,Small,50,0.08251244371999085,0.0760144057623049,0.14362315604188866,0.14464738802738522,0.007131384755239856,0.0635,0.4949917626251207
Direct expansion system,2A,Midsize,50,-0.10996377885743938,-0.1569747899159664,0.11807582402872921,0.11946501496177563,0.011765244447571335,0.0335,0.629644919715101
Direct expansion system,2A,Small,50,0.15488513386221495,0.16581032412965185,0.1397600303957633,0.1385238043355519,-0.008845347677091471,0.0325,0.5452704175814962
Direct expansion system,2B,Midsize,50,-0.18735933000443666,-0.20528211284513803,0.11913997147176908,0.1189617397834643,-0.0014959856553852563,0.007,0.7017528398066482
Direct expansion system,2B,Small,50,-0.10165860884194097,-0.1173109243697479,0.1399667064685172,0.1417094645333562,0.01245123293110427,0.011,0.5719282209996664
Direct expansion system,3A,Midsize,50,0.07040584268563486,0.06525810324129651,0.11664955738116564,0.11489002901455991,-0.015083883780683968,0.007,0.6047850669352276
Direct expansion system,3A,Small,50,0.10803922619913571,0.0981032412965186,0.13604927095780248,0.13532362847707374,-0.005333674158046764,0.0125,0.594129859765122
Direct expansion system,3B,Midsize,50,0.26199481534012187,0.2385114045618247,0.11907432753856297,0.11979919015420219,0.006087480237118917,0.023,0.7030524512477127
Direct expansion system,3B,Small,50,-0.036971396097921216,-0.023385354141656663,0.1367855459615138,0.13780482915246614,0.007451687850404415,0.0175,0.6240767128500937
Direct expansion system,3C,Midsize,50,0.01705947626032531,-0.005330132052821128,0.11352422117122021,0.11186254539379145,-0.014637191607970413,0.0005,0.6485312934973144
Direct expansion system,3C,Small,50,-0.06578979616176399,-0.06986794717887154,0.13275940928215849,0.13126862550974233,-0.011229213661592425,0.009,0.635254184147171
Direct expansion system,4A,Midsize,50,0.09394708179541568,0.046242496998799516,0.1131943313833104,0.11381922395852445,0.005520528877881427,0.0905,0.5860559308119938
Direct expansion system,4A,Small,50,-0.035033997466929236,-0.045954381752701084,0.13278423073023557,0.13297269452564853,0.0014193236228166324,0.0485,0.48724617302669687
Direct expansion system,4B,Midsize,50,0.08144256818501444,0.03942376950780312,0.11641134643879639,0.11600742344644001,-0.0034697905720791774,0.052,0.475458332890072
Direct expansion system,4B,Small,50,-0.012203949513523618,-0.022713085234093634,0.13443338785999798,0.13455473696250778,0.0009026708650396787,0.0495,0.44791076879373076
Direct expansion system,4C,Midsize,50,0.028947602208439574,0.003889555822328931,0.11302735189202014,0.11412279671857324,0.009691856070375161,0.0515,0.609095598141973
Direct expansion system,4C,Small,50,0.2373752166964168,0.24830732292917165,0.13220475788991515,0.1310849630726363,-0.008470155198281676,0.0335,0.6206284225730347
Direct expansion system,5A,Midsize,50,-0.02909192769531581,-0.02885954381752701,0.11116626870561239,0.11017462416411089,-0.008920372636843137,0.0745,0.5364991674190002
Direct expansion system,5A,Small,50,-0.13089576431743946,-0.11087635054021608,0.13039605761061449,0.12982067252407814,-0.004412595726279901,0.014,0.6503384193439633
Direct expansion system,5B,Midsize,50,-0.0943346435926755,-0.09080432172869149,0.11298120030360115,0.11249269332211957,-0.0043237899771720305,0.0745,0.5352136383374758
Direct expansion system,5B,Small,50,0.24252365304537402,0.1797358943577431,0.13309050387215726,0.13276832398551489,-0.002420757884813876,0.1225,0.46073230868178605
Direct expansion system,5C,Midsize,50,-0.05283452707042179,-0.08148859543817527,0.11131464242166482,0.1082754996437828,-0.027302273193939835,0.01,0.5711734116970854
Direct expansion system,5C,Small,50,0.1610055015343369,0.17013205282112842,0.13155638205804615,0.12960013617976351,-0.014870018829033235,0.0325,0.5237458521199883
Direct expansion system,6A,Midsize,50,0.07127041702587802,0.04912364945978391,0.10993568284310756,0.10993738334761405,1.54681761417933e-05,0.01,0.5945816279572435
Direct expansion system,6A,Small,50,0.1765686627322604,0.17848739495798316,0.1287205924592474,0.12887702759532704,0.0012153077692612162,0.025,0.5932420034137201
Direct expansion system,6B,Midsize,50,0.04962175366010761,0.025306122448979586,0.11123299811864112,0.11133870512244218,0.0009503205486586467,0.03,0.5459566526952622
Direct expansion system,6B,Small,50,-0.037658356955678145,-0.04364945978391356,0.1293131231421584,0.12836532732891628,-0.0073294634775789074,0.014,0.6162846972099398
Direct expansion system,7,Midsize,50,0.23256575058019838,0.20710684273709484,0.10914307354256937,0.10808590997719966,-0.009686034404715393,0.049,0.5873620477889185
Direct expansion system,7,Small,50,0.10926222678681352,0.0757262905162065,0.12655208276393803,0.12641594236966605,-0.0010757657345389594,0.032,0.589295256399645
Direct expansion system,8,Midsize,50,0.29013503686639724,0.2594477791116447,0.10444711134804661,0.1044815408406574,0.00032963566121095876,0.0405,0.627211784959178
Direct expansion system,8,Small,50,0.137524089440137,0.13834333733493398,0.12256683162090529,0.12183383865412355,-0.005980353388336415,0.0065,0.6222694014118463
Dry cooler (air-cooled chiller),0A,Midsize,50,-0.23880862125682953,-0.22362545018007202,0.12488874008708724,0.12592910602868806,0.008330342197986463,0.043,0.5721849318779082
Dry cooler (air-cooled chiller),0B,Midsize,50,-0.2046592026992538,-0.2037454981992797,0.12313323487447296,0.12394259040559433,0.006573006320726138,0.0725,0.49296357826834164
Dry cooler (air-cooled chiller),1A,Midsize,50,-0.06629744559622164,-0.12153661464585833,0.11978133585242494,0.11963795128718745,-0.0011970526477860224,0.0625,0.5292734322115479
Dry cooler (air-cooled chiller),1B,Midsize,50,0.11475362822794052,0.17647058823529413,0.11927125218390199,0.11768175474951789,-0.013326743915904217,0.094,0.4949455005065337
Dry cooler (air-cooled chiller),2A,Midsize,50,-0.13536753595430187,-0.12316926770708284,0.11141724027751429,0.11180673032848194,0.003495779019454479,0.026,0.612520790301435
Dry cooler (air-cooled chiller),2B,Midsize,50,0.07279519423407292,0.10549819927971187,0.11282007954269815,0.11083656556053971,-0.01758121417923446,0.018,0.6935690394424743
Dry cooler (air-cooled chiller),3A,Midsize,50,-0.20484032621141465,-0.15092436974789916,0.10175842463450799,0.10247266657060315,0.007018995612997655,0.0495,0.7508553338079742
Dry cooler (air-cooled chiller),3B,Midsize,50,-0.1583525309795798,-0.1406482593037215,0.10398444285116973,0.10501945970228808,0.009953574041837674,0.0155,0.6903485032277371
