Case,Climate Zone,Cooling system,Data center size,type,n,PUE_5th,PUE_95th,WUE_5th,WUE_95th,PUE_median,WUE_median,pearson,spearman
7,1B,Air-cooled chiller,Midsize,Cluster 1,50,1.8035662749999999,2.5708434099999997,0.023801434226334066,0.09485781155526633,2.0613004999999998,0.0614151135087013,0.05519595641038401,0.039711884753901555
7,2A,Air-cooled chiller,Midsize,Cluster 1,50,1.76511083,2.4615063249999998,0.024584805779159016,0.09607417583465572,1.932213,0.061341362074017455,0.0020978461223255264,-0.15966386554621848
7,2B,Air-cooled chiller,Midsize,Cluster 1,50,1.7337656700000001,2.5377439249999996,0.024123924598097715,0.09527621716260909,1.98836255,0.059198791161179445,0.2413391152597845,0.2293877551020408
7,3A,Air-cooled chiller,Midsize,Cluster 1,50,1.67527971,2.239017825,0.023486392386257646,0.10005726329982279,1.88479535,0.05983163043856615,0.07646898324312605,0.104921968787515
7,3B,Air-cooled chiller,Midsize,Cluster 1,50,1.6817224,2.2493165399999997,0.024394605215638833,0.09681962504982945,1.9257795,0.0615264363586902,0.2143575766398008,0.16945978391356542
7,3C,Air-cooled chiller,Midsize,Cluster 1,50,1.6316692099999999,2.26580543,0.025347517803311306,0.09371758550405497,1.8265087,0.059183789417147595,-0.16409212878195834,-0.14737094837935172
7,4A,Air-cooled chiller,Midsize,Cluster 1,50,1.66124118,2.1653135349999997,0.023290233314037276,0.09879245981574056,1.8403269,0.06026672758162015,0.2861140120373811,0.3341656662665066
7,4B,Air-cooled chiller,Midsize,Cluster 1,50,1.69941176,2.22737786,0.024726184550672714,0.10116150230169292,1.8119233000000001,0.0600726287811994,0.05313267472920007,0.11798319327731092
7,4C,Air-cooled chiller,Midsize,Cluster 1,50,1.64429731,2.1520224,0.024136917199939427,0.09870932772755613,1.83622325,0.0588013883680105,0.09294496404550003,0.05354141656662665
7,5A,Air-cooled chiller,Midsize,Cluster 1,50,1.56573804,2.0259074249999998,0.025083560962229925,0.09929791651666157,1.81230995,0.057829389348626054,0.21495466700675792,0.17013205282112842
7,5B,Air-cooled chiller,Midsize,Cluster 1,50,1.62539702,2.08999165,0.024218212347477636,0.09929086267948142,1.81587795,0.06000216677784915,0.026037048844020506,-0.031068427370948382
7,5C,Air-cooled chiller,Midsize,Cluster 1,50,1.611003045,2.0829745899999996,0.024035967327654263,0.09766679853200907,1.80598375,0.06000784225761885,-0.17363154657492214,-0.1173109243697479
7,6A,Air-cooled chiller,Midsize,Cluster 1,50,1.604538195,2.03027423,0.023914174176752536,0.10050734132528298,1.7685276,0.06187486089766025,0.03827627160187159,0.01944777911164466
7,6B,Air-cooled chiller,Midsize,Cluster 1,50,1.58633804,2.079489745,0.02448304388672113,0.09758089147508142,1.77979545,0.0569155383855104,-0.05385299903995431,-0.01752701080432173
7,7,Air-cooled chiller,Midsize,Cluster 1,50,1.56774151,1.94393669,0.025244487728923477,0.09821761362254613,1.7437383,0.060663834214210455,0.2869878838418498,0.24504201680672266
7,8,Air-cooled chiller,Midsize,Cluster 1,50,1.5380982,1.8951805000000002,0.02484225211665032,0.09699246138334269,1.6846107,0.057732112705707495,0.028842098241725414,0.04
8,0A,Water-cooled chiller,Small,Cluster 2,50,1.778425715,2.153063935,3.2616541624069213,4.50976185798645,1.9370422999999999,3.8807966709136963,0.23366151457236206,0.14352941176470588
8,0B,Water-cooled chiller,Small,Cluster 2,50,1.62232982,1.9135762499999998,2.9096514344215394,3.8661964297294618,1.76084285,3.306191921234131,0.5214592899589497,0.4794717887154862
8,1A,Water-cooled chiller,Small,Cluster 2,50,1.70635485,2.031300245,3.0543076157569886,4.096170926094055,1.8499187,3.549825429916382,0.5133989420390025,0.43318127250900357
8,1B,Water-cooled chiller,Small,Cluster 2,50,1.681608485,2.048324805,2.9406190395355223,4.217651271820069,1.83593135,3.5375536680221558,0.39926218820338316,0.4008163265306122
8,2A,Water-cooled chiller,Small,Cluster 2,50,1.682035075,2.02112334,3.039032781124115,4.0395571947097775,1.80890135,3.562414526939392,0.4772688085868209,0.41272509003601443
8,2B,Water-cooled chiller,Small,Cluster 2,50,1.6226007199999999,1.86151983,2.8098641872406005,3.826106345653534,1.7382163,3.2784606218338013,0.365828080613849,0.27327731092436974
8,3A,Water-cooled chiller,Small,Cluster 2,50,1.64588353,1.898447985,2.845173954963684,3.8211581230163576,1.75766085,3.332980513572693,0.4710495549773669,0.45498199279711876
8,3B,Water-cooled chiller,Small,Cluster 2,50,1.6258283599999999,1.859123345,2.783765935897827,3.7909321188926692,1.71780335,3.2516134977340703,0.2996438863374067,0.28316926770708284
8,3C,Water-cooled chiller,Small,Cluster 2,50,1.6309331299999998,1.8487414149999999,2.8726718425750732,3.7729985594749453,1.75365775,3.3268370628356934,0.35946383269027277,0.3292677070828331
8,4A,Water-cooled chiller,Small,Cluster 2,50,1.594095055,1.83608124,2.78944354057312,3.799494707584381,1.71845385,3.235914468765259,0.4367703349458501,0.4389435774309724
8,4B,Water-cooled chiller,Small,Cluster 2,50,1.56605175,1.8181977950000001,2.7883788704872132,3.6289940357208246,1.6907542,3.137053966522217,0.32608939822764493,0.3433853541416566
8,4C,Water-cooled chiller,Small,Cluster 2,50,1.5952102700000002,1.8081492,2.780565023422241,3.5912178874015805,1.6752956,3.1947855949401855,0.005734052508585605,0.04163265306122449
8,5A,Water-cooled chiller,Small,Cluster 2,50,1.569653185,1.8117648,2.7551470875740054,3.7594023466110222,1.6657235,3.1885018348693848,0.35340109306644585,0.3323409363745498
8,5B,Water-cooled chiller,Small,Cluster 2,50,1.56203293,1.7833483799999998,2.72560338973999,3.61519672870636,1.6606771999999999,3.0572985410690308,0.5190650179727798,0.516734693877551
8,5C,Water-cooled chiller,Small,Cluster 2,50,1.56456057,1.778833375,2.7274502992630008,3.613211691379547,1.6814296,3.1716437339782715,0.36690228816986775,0.39735894357743096
8,6A,Water-cooled chiller,Small,Cluster 2,50,1.5737712099999999,1.7627325999999999,2.68254816532135,3.742969334125519,1.6717599,3.156375765800476,0.3116707984441872,0.15399759903961585
8,6B,Water-cooled chiller,Small,Cluster 2,50,1.55783524,1.77055228,2.6606080651283266,3.4985724210739133,1.64590325,3.1052101850509644,0.20389630665680986,0.14890756302521005
8,7,Water-cooled chiller,Small,Cluster 2,50,1.5580258999999999,1.761612585,2.5981257557868958,3.622240400314331,1.6440589,3.119329571723938,0.2112973999871457,0.2101800720288115
8,8,Water-cooled chiller,Small,Cluster 2,50,1.50832664,1.749229705,2.6171207070350646,3.558695876598358,1.6157137,2.974866509437561,0.2592250901296849,0.27394957983193274
9,0A,Air-cooled chiller,Small,Cluster 1,50,1.9947591350000002,2.8097918799999997,0.025656616780906912,0.10484730154275888,2.19936765,0.06350217014551154,-0.2304171913638214,-0.18665066026410562
9,0B,Air-cooled chiller,Small,Cluster 1,50,2.04302696,3.0769454199999995,0.02519730310887092,0.10234551765024658,2.23450075,0.06119487620890135,-0.034505670628680665,-0.04086434573829532
9,1A,Air-cooled chiller,Small,Cluster 1,50,1.97077368,2.7211082199999996,0.02680077347904437,0.10491837859153742,2.144763,0.064662292599678,-0.08901627284895444,-0.07236494597839135
9,1B,Air-cooled chiller,Small,Cluster 1,50,2.0087913,2.88984006,0.02667703041806816,0.10209535695612425,2.1798326,0.0623539928346872,-0.15686018990275863,-0.12845138055222088
9,2A,Air-cooled chiller,Small,Cluster 1,50,1.928857845,2.6506060099999997,0.025780611671507296,0.10270024426281446,2.10421575,0.06524441763758655,0.066230202227119,0.07534213685474188
9,2B,Air-cooled chiller,Small,Cluster 1,50,1.95678689,2.76513579,0.026461831573396866,0.10328415334224698,2.1328587,0.0641167983412742,0.009838027975369418,0.08686674669867947
9,3A,Air-cooled chiller,Small,Cluster 1,50,1.8584027200000002,2.4774942149999997,0.024659126903861676,0.10486735887825485,2.0689203999999997,0.0641561187803745,-0.27601899004362157,-0.2740456182472989
9,3B,Air-cooled chiller,Small,Cluster 1,50,1.9016592749999999,2.5757069,0.026065760385245038,0.10380758531391615,2.0546386500000002,0.06489321216940874,-0.012653983813391513,0.05142857142857142
9,3C,Air-cooled chiller,Small,Cluster 1,50,1.81376638,2.4887666999999998,0.02606098940595982,0.10537438839673992,2.0323343,0.06302115507423875,0.0454163953683868,0.10885954381752701
9,4A,Air-cooled chiller,Small,Cluster 1,50,1.83348536,2.44656818,0.025554845295846406,0.10211973823606962,1.9746542,0.06385859474539754,-0.16324507931778703,-0.10501800720288115
9,4B,Air-cooled chiller,Small,Cluster 1,50,1.85921262,2.51460771,0.024694748222827887,0.10101805701851838,2.0052526,0.06286277994513505,-0.007368396034578566,0.015510204081632653
9,4C,Air-cooled chiller,Small,Cluster 1,50,1.8169083050000001,2.3744498000000003,0.026170173473656154,0.10234201997518534,1.9723413,0.0634977966547012,-0.21671144685858054,-0.17474189675870347
9,5A,Air-cooled chiller,Small,Cluster 1,50,1.78598749,2.28152725,0.026439039222896046,0.10262216888368125,1.9011737499999999,0.06259515881538386,-0.10858034726836091,-0.1300840336134454
9,5B,Air-cooled chiller,Small,Cluster 1,50,1.82002159,2.2998837599999997,0.025381115730851854,0.10455716289579867,1.96694605,0.06401962414383885,0.1573248211898956,0.17099639855942375
9,5C,Air-cooled chiller,Small,Cluster 1,50,1.804147675,2.369927435,0.02628744700923559,0.10315559878945343,1.9308293,0.06360822543501851,-0.14868575978144302,-0.08340936374549819
9,6A,Air-cooled chiller,Small,Cluster 1,50,1.756426575,2.24095574,0.026066983677446788,0.1041591387242078,1.9072565,0.06352009065449235,-0.3647607588568457,-0.3561584633853541
9,6B,Air-cooled chiller,Small,Cluster 1,50,1.790326555,2.27306746,0.025581269804388244,0.10430582463741297,1.9249912999999998,0.0643701516091823,0.06788599412598943,0.1470828331332533
9,7,Air-cooled chiller,Small,Cluster 1,50,1.730482265,2.1706569499999997,0.025614392943680234,0.09981988407671448,1.86591495,0.0657462179660797,-0.038063915464334665,-0.06669867947178872
9,8,Air-cooled chiller,Small,Cluster 1,50,1.6737507900000002,2.05926556,0.025569360889494342,0.10257142186164854,1.80334405,0.06283534877002235,-0.3170879055060875,-0.31015606242496996
10,0A,Direct expansion system,Small,Cluster 1,50,2.013734165,2.622112315,0.026090778503566954,0.10388899445533747,2.21424815,0.06410317122936245,0.0727660057993363,0.06669867947178872
10,0B,Direct expansion system,Small,Cluster 1,50,2.039718665,2.626796845,0.025119519699364816,0.1044325068593025,2.2314078999999998,0.0657379738986492,0.21571630929548472,0.20182472989195677
10,1A,Direct expansion system,Small,Cluster 1,50,1.99719346,2.497152105,0.026007973402738537,0.10342633873224251,2.1434703,0.06256067194044584,0.13329616834204996,0.06785114045618247
10,1B,Direct expansion system,Small,Cluster 1,50,1.985710665,2.521780055,0.026503615826368284,0.10153144448995587,2.2052459,0.0651356130838394,0.08251244371999085,0.0760144057623049
10,2A,Direct expansion system,Small,Cluster 1,50,1.960612725,2.46079552,0.02522085011005398,0.10162523537874213,2.12127745,0.06462852656841275,0.15488513386221495,0.16581032412965185
10,2B,Direct expansion system,Small,Cluster 1,50,2.00547786,2.50581465,0.025535542704164936,0.1044164668768644,2.1739324,0.06433302536606786,-0.10165860884194097,-0.1173109243697479
10,3A,Direct expansion system,Small,Cluster 1,50,1.90847267,2.3821575200000003,0.02611247617751355,0.10408297292888155,2.09634425,0.0649156011641025,0.10803922619913571,0.0981032412965186
10,3B,Direct expansion system,Small,Cluster 1,50,1.9336691049999999,2.40299822,0.025829647667705985,0.10092205181717864,2.1263514,0.0623010639101266,-0.036971396097921216,-0.023385354141656663
10,3C,Direct expansion system,Small,Cluster 1,50,1.854107265,2.3044805200000003,0.026169523224234516,0.10139474347233769,2.07470285,0.06316739507019516,-0.06578979616176399,-0.06986794717887154
10,4A,Direct expansion system,Small,Cluster 1,50,1.878560095,2.324059905,0.025648638606071444,0.10192718431353566,2.04762135,0.0638778340071439,-0.035033997466929236,-0.045954381752701084
10,4B,Direct expansion system,Small,Cluster 1,50,1.8893488649999999,2.2934252500000003,0.025751300808042242,0.10360122248530382,2.0672071499999998,0.06361534819006914,-0.012203949513523618,-0.022713085234093634
10,4C,Direct expansion system,Small,Cluster 1,50,1.848202745,2.287884495,0.025555781926959724,0.10256855003535745,2.03165055,0.06325354985892764,0.2373752166964168,0.24830732292917165
10,5A,Direct expansion system,Small,Cluster 1,50,1.885140965,2.29474935,0.024940809607505724,0.10399946160614483,1.9981307,0.06379823759198185,-0.13089576431743946,-0.11087635054021608
10,5B,Direct expansion system,Small,Cluster 1,50,1.87179105,2.3117349799999998,0.02618576996028421,0.10338445156812665,2.05069545,0.06283194571733469,0.24252365304537402,0.1797358943577431
10,5C,Direct expansion system,Small,Cluster 1,50,1.840725915,2.30818375,0.02495991196483369,0.1033007234334945,2.0167471,0.06495285034179685,0.1610055015343369,0.17013205282112842
10,6A,Direct expansion system,Small,Cluster 1,50,1.82956724,2.2462202749999998,0.027207832410931523,0.1023211311548948,1.97841645,0.06289194710552684,0.1765686627322604,0.17848739495798316
10,6B,Direct expansion system,Small,Cluster 1,50,1.84557828,2.28273352,0.02643144978210324,0.10241529345512385,1.9770449,0.062398821115493705,-0.037658356955678145,-0.04364945978391356
10,7,Direct expansion system,Small,Cluster 1,50,1.815919775,2.172853855,0.024761545378714715,0.10463734418153761,1.9368617000000001,0.06506155431270595,0.10926222678681352,0.0757262905162065
10,8,Direct expansion system,Small,Cluster 1,50,1.75759978,2.12568432,0.027010461594909385,0.10382892154157158,1.88698185,0.0648511834442615,0.137524089440137,0.13834333733493398
11,0A,Direct expansion system,Midsize,Cluster 1,50,1.769840325,2.3585323,0.024268727004527996,0.09739906750619406,2.03103785,0.059335958212614046,0.20658565391930814,0.21786314525810324
11,0B,Direct expansion system,Midsize,Cluster 1,50,1.837570875,2.37408088,0.02351222131401293,0.09444850757718086,2.03753995,0.059176970273256246,-0.23236329029904004,-0.2451380552220888
11,1A,Direct expansion system,Midsize,Cluster 1,50,1.792807405,2.3216642249999997,0.02417598152533169,0.09587403684854504,1.94773865,0.06094339862465855,-0.15171180456229286,-0.15803121248499397
11,1B,Direct expansion system,Midsize,Cluster 1,50,1.761185605,2.405695405,0.023454384971409975,0.09997590743005273,2.00282945,0.06014625169336795,0.14313983388371548,0.12364945978391356
11,2A,Direct expansion system,Midsize,Cluster 1,50,1.69700727,2.284402385,0.024808847904205247,0.09560483954846855,1.9092639500000002,0.05851614847779266,-0.10996377885743938,-0.1569747899159664
11,2B,Direct expansion system,Midsize,Cluster 1,50,1.778696185,2.323950445,0.0239434208720922,0.0983016595244407,1.9364366,0.0578636229038238,-0.18735933000443666,-0.20528211284513803
11,3A,Direct expansion system,Midsize,Cluster 1,50,1.659487065,2.2190229649999997,0.0242723449133336,0.09761940389871593,1.8950367,0.059271829202771145,0.07040584268563486,0.06525810324129651
11,3B,Direct expansion system,Midsize,Cluster 1,50,1.71422464,2.1864361900000002,0.024948717467486805,0.1007379680871963,1.9286653,0.061206068843603106,0.26199481534012187,0.2385114045618247
11,3C,Direct expansion system,Midsize,Cluster 1,50,1.6557648150000002,2.16962674,0.02474831789731976,0.09706091359257696,1.8614041000000001,0.059460779651999404,0.01705947626032531,-0.005330132052821128
11,4A,Direct expansion system,Midsize,Cluster 1,50,1.6540278849999999,2.149040505,0.025452200323343215,0.0972510356456041,1.8477663500000001,0.059925416484475094,0.09394708179541568,0.046242496998799516
11,4B,Direct expansion system,Midsize,Cluster 1,50,1.684361115,2.23656796,0.024040126055479005,0.09822246357798572,1.8840056,0.05819484591484065,0.08144256818501444,0.03942376950780312
11,4C,Direct expansion system,Midsize,Cluster 1,50,1.64980145,2.120156145,0.02484229039400813,0.10078076831996437,1.8201329,0.061621284112334196,0.028947602208439574,0.003889555822328931
11,5A,Direct expansion system,Midsize,Cluster 1,50,1.623475005,2.079650505,0.02495483094826336,0.09650623090565201,1.81781175,0.0587751977145671,-0.02909192769531581,-0.02885954381752701
11,5B,Direct expansion system,Midsize,Cluster 1,50,1.614075495,2.1628406,0.024076486006379055,0.0978006228804588,1.84831535,0.05779440328478805,-0.0943346435926755,-0.09080432172869149
11,5C,Direct expansion system,Midsize,Cluster 1,50,1.64704955,2.16063521,0.025338132400065636,0.09611389562487596,1.80183465,0.0595224350690841,-0.05283452707042179,-0.08148859543817527
11,6A,Direct expansion system,Midsize,Cluster 1,50,1.625620575,2.111243065,0.02468798635527487,0.09792055599391457,1.7840596,0.0595585126429796,0.07127041702587802,0.04912364945978391
11,6B,Direct expansion system,Midsize,Cluster 1,50,1.63276799,2.0699428899999996,0.024083821941167066,0.09480244107544418,1.831455,0.06242631562054155,0.04962175366010761,0.025306122448979586
11,7,Direct expansion system,Midsize,Cluster 1,50,1.567111135,2.0409067349999996,0.02362442705780262,0.09839824289083479,1.779285,0.06152152083814135,0.23256575058019838,0.20710684273709484
11,8,Direct expansion system,Midsize,Cluster 1,50,1.54889832,1.91616163,0.024479885026812545,0.09760204181075095,1.69576405,0.05880516767501825,0.29013503686639724,0.2594477791116447
15,0A,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.09776093,1.3152068049999999,1.7750939786434174,2.372171425819397,1.2218212,1.9748417139053345,-0.04563541199495611,-0.018256811413840616
15,0B,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.0803803,1.20992671,1.7580423533916474,2.348349285125732,1.1511908000000002,1.9686973094940186,-0.05090301529691202,-0.025670474243299705
15,1A,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.076075485,1.289466855,1.7719125509262084,2.336216926574707,1.1997295000000001,1.9779658913612366,0.11618969698462907,0.09187430552468999
15,1B,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.08983769,1.260148055,1.7743640661239624,2.3250823855400085,1.18757915,1.97841215133667,-0.056636135084001324,-0.05007333659273745
15,2A,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.07799534,1.2548120699999998,1.7525957703590394,2.3026611685752867,1.1835992499999999,1.9696303606033327,0.03712794738140973,0.0360887150540024
15,2B,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.076457985,1.2044175049999999,1.7513156533241272,2.3441292762756345,1.14046325,1.9628679156303406,0.017257732915008157,-0.002579670207564781
15,3A,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.06616769,1.218630285,1.744871699810028,2.344222319126129,1.1540632,1.9834420084953313,-0.07407509969010276,-0.09892884128183475
15,3B,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.069269315,1.196641125,1.7517208456993103,2.318445873260498,1.1364086,1.973793864250183,0.00012304556549555217,0.014477087870572027
15,3C,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.0687220350000002,1.204095145,1.7257759392261505,2.3498958230018614,1.1451931000000002,1.9660688042640686,-0.1157139852842495,-0.11580425796702076
15,4A,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.0653221449999999,1.198992165,1.7498787224292753,2.2999185800552366,1.1394557500000002,1.9656535387039187,-0.11214990671257363,-0.12434863771723188
15,4B,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.0624297600000001,1.176810325,1.730110877752304,2.3445533871650692,1.1247956000000001,1.9381008744239807,-0.10193292404887153,-0.09761678296813192
15,4C,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.06583462,1.1845501600000001,1.7444774031639099,2.323224854469299,1.1283317,1.9528976082801823,-0.006248554055669556,-0.012169429752433441
15,5A,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.061912215,1.18711129,1.745661437511444,2.311893367767334,1.1269418500000001,1.9431787729263306,0.17497596992190148,0.1940477354549091
15,5B,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.060804375,1.17563791,1.7346346139907838,2.313237512111664,1.12049745,1.9673911333084102,-0.07253257505908858,-0.10322414329525756
15,5C,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.06970203,1.18401821,1.7470746994018556,2.3420124650001526,1.1229599000000001,1.9756399989128108,0.0456971910515892,0.023917507444775322
15,6A,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.06541821,1.18171043,1.74541135430336,2.2798251509666447,1.12597485,1.978136479854584,0.007358149000972166,0.006313169474198853
15,6B,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.06189424,1.16631969,1.7234278440475463,2.2924547553062435,1.1153054,1.9538815021514893,-0.004402778208598612,-0.0056198103202922955
15,7,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.06949508,1.17115572,1.732441771030426,2.3463202238082883,1.1217731,1.9683097600936892,-0.007462170415163637,-0.010996044268634162
15,8,IT Liquid cooling: waterside economizer (water-cooled chiller),Large-scale,Cluster 2,150,1.055909105,1.1609124499999999,1.7320800602436066,2.335289967060089,1.1133057,1.9429432153701782,-0.04011534925595723,-0.04578159029290191
16,0A,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.055635165,1.14568348,0.0,0.008664931566454374,1.09788695,0.0,0.03731839241227097,0.0700453982556654
16,0B,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.053906995,1.1450514900000002,0.06063181925565002,0.1924224987626075,1.1009807999999999,0.1407641470432281,0.05370411123548251,0.043246366505178005
16,1A,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.056870005,1.14165188,0.0,0.007088716188445641,1.0977659499999999,0.0,-0.06544244140707016,0.010463361335941059
16,1B,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.05611985,1.14461335,0.0,0.09484247826039784,1.096933,0.04166026972234245,-0.06700968949158832,-0.004138747065110783
16,2A,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.053025325,1.1427140949999999,0.03712353389710184,0.11115333549678322,1.0995617,0.0715836808085441,0.014203356392004152,0.016244277523445486
16,2B,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.053650795,1.145702525,0.10186368040740482,0.2578136444091796,1.0970217999999998,0.20082368701696396,-0.015319918473464677,-0.06299835548246589
16,3A,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.0578170900000001,1.143829895,0.09570847153663631,0.22081953287124625,1.09739955,0.15971279889345164,0.14671164234981066,0.13007167436040018
16,3B,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.05451443,1.144446045,0.1800985641777515,0.34247958064079276,1.0974846,0.2802564799785614,0.07080873575023174,0.01633317036312725
16,3C,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.05234108,1.1438431249999998,0.01936335721984497,0.18017902746796596,1.1000955499999998,0.09698684141039846,-0.047481532169867766,-0.054336830390424445
16,4A,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.0543785350000001,1.143645785,0.08522630073130125,0.22279603630304334,1.100224,0.15745660662651062,0.008136339981565616,-0.003493488599493311
16,4B,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.05245463,1.1434085299999999,0.19669010043144225,0.3296027988195419,1.0957718,0.29279087483882904,-0.08285252853670716,-0.08445353126805635
16,4C,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.0567287250000001,1.14012154,0.08942438289523119,0.359312754869461,1.10041005,0.2226282954216003,-0.050429086866051645,-0.03978665718476378
16,5A,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.0526049149999999,1.14260245,0.06590337343513959,0.20710601657629,1.0983862000000002,0.14006070047616953,-0.15832343242196506,-0.1336326058935953
16,5B,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.05419976,1.141522575,0.14696006029844283,0.2712408661842346,1.095696,0.21017269790172577,-0.10226242730009102,-0.09690208453709054
16,5C,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.053738425,1.14121861,0.05735755860805509,0.3732093542814254,1.09782605,0.22766798734664917,0.09686413481157108,0.09815725143339704
16,6A,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.0540902349999999,1.144965525,0.049370439909398496,0.17461756691336625,1.09954165,0.1034031100571155,0.011071933588369397,-0.005292679674652207
16,6B,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.05536351,1.1421501299999999,0.15032189413905142,0.31283209472894663,1.09612575,0.24652807414531705,0.03201208256385466,0.00811236054935775
16,7,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.05500215,1.142441125,0.06135426834225649,0.16834562793374047,1.0983336000000001,0.1127001047134399,-0.010488403437545278,0.06745366460731589
16,8,IT Liquid cooling: dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,150,1.05439366,1.142494995,0.07997845113277431,0.19843082502484316,1.0973239499999998,0.1380300298333168,0.07127436542723985,0.06688830614693987
17,0A,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.77055542,2.5027711999999998,0.023759263288229637,0.09729702807962888,2.05899035,0.0626646596938371,-0.23880862125682953,-0.22362545018007202
17,0B,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.76671998,2.60519681,0.02393132969737044,0.0955411478877067,1.9934927,0.0605189874768257,-0.2046592026992538,-0.2037454981992797
17,1A,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.737785555,2.36691661,0.02453112462535497,0.09657161682844155,1.95503785,0.0587748028337955,-0.06629744559622164,-0.12153661464585833
17,1B,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.69059162,2.3663852,0.02413659607991574,0.0981510058045387,1.8839443500000002,0.06075862981379025,0.11475362822794052,0.17647058823529413
17,2A,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.664671985,2.13804142,0.02456786641851065,0.09593993388116355,1.84375915,0.05843995511531825,-0.13536753595430187,-0.12316926770708284
17,2B,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.638339385,2.269474565,0.024466488510370206,0.09967800155282011,1.7944244,0.0598723050206899,0.07279519423407292,0.10549819927971187
17,3A,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.556878445,1.9200312049999997,0.02435268033295863,0.09949779175221912,1.6706391,0.057837504893541294,-0.20484032621141465,-0.15092436974789916
17,3B,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.5420999899999999,1.9890182599999997,0.023771793115884052,0.09713557027280323,1.705317,0.05911523848772045,-0.1583525309795798,-0.1406482593037215
17,3C,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.439481835,1.6719237599999999,0.024456556607037726,0.09909587278962133,1.56136105,0.05864743329584595,0.09881253518827537,0.05671068427370948
17,4A,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.4827627300000001,1.789280375,0.024182478059083155,0.09948873594403261,1.5973972,0.05887270532548425,-0.03223178038089581,0.018007202881152456
