workload_family,nodes,provenance,n_runs,p_W_per_node,p_std,p_min,p_max,cv
llama2_70b_lora,2,AUTHOR_SUPPLIED_AGGREGATE,5,2631.720663499347,11.279603951585022,2613.5035401552286,2642.32745815995,0.004286018690367675
llama2_70b_lora,4,AUTHOR_SUPPLIED_AGGREGATE,5,2576.4901953974036,29.173088289008366,2543.159935823643,2616.8059155768506,0.011322801981207867
llama2_70b_lora,8,AUTHOR_SUPPLIED_AGGREGATE,6,2470.081188914308,14.226164433421838,2446.3548978909,2490.080229641229,0.005759391431046347
llama2_70b_lora,16,AUTHOR_SUPPLIED_AGGREGATE,5,2402.2280768558594,15.89813730319773,2384.671806317355,2424.4862146049554,0.0066180798802443035
stable_diffusion,1,RAW_RECONSTRUCTED_SOURCE_RUN,5,2706.7425781499405,8.762866820228066,2692.853529026785,2716.6749116105766,0.003237421574909236
stable_diffusion,2,AUTHOR_SUPPLIED_AGGREGATE,6,2656.80993285481,15.159105446623046,2628.1157557540187,2672.1327486781,0.0057057545815233385
stable_diffusion,4,AUTHOR_SUPPLIED_AGGREGATE,5,2396.9183118930996,169.74636186096026,2093.605759734576,2482.938022807029,0.07081858443765388
stable_diffusion,8,AUTHOR_SUPPLIED_AGGREGATE,5,2235.569484025365,203.04759711367507,2013.0890735615965,2417.151786659756,0.09082589405723489
stable_diffusion,16,AUTHOR_SUPPLIED_AGGREGATE,4,2067.63440687747,149.83179588522694,1891.1081844612916,2234.932760895429,0.072465323360285
