workload_family,nodes,profile_id,resolution_s,native_dt_s,PAR,cv,mean_compute_W,max_compute_W
llama3_70b_offline_inference,1,inference_offline_llama3_70b_000600,0.1,0.1,1.1319404657966574,0.09275366745390637,2701.70084019383,3058.164507492225
llama3_70b_offline_inference,1,inference_offline_llama3_70b_000600,1.0,0.1,1.1303130515145419,0.11345885208505463,2692.1777804503963,3043.0036822405336
llama3_70b_offline_inference,1,inference_offline_llama3_70b_000600,10.0,0.1,1.1311844393134776,0.24716348311442074,2538.5337410612815,2871.5498665607506
llama3_70b_offline_inference,1,inference_offline_llama3_70b_001199,0.1,0.1,1.055547775123624,0.0879821416547529,2743.6854747615507,2896.0910985235587
llama3_70b_offline_inference,1,inference_offline_llama3_70b_001199,1.0,0.1,1.0638946279356831,0.13198431768427057,2717.8692463511734,2891.526490624617
llama3_70b_offline_inference,1,inference_offline_llama3_70b_001199,10.0,0.1,1.250175235547768,0.4320600723402251,2305.5546482924588,2882.347325497276
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000000,0.1,0.1,1.0136659535296386,0.026155795833152758,2069.5489848585958,2097.8313451129843
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000000,1.0,0.1,1.0128297304283886,0.02249879654999688,2069.439113908695,2095.989459878107
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000000,10.0,0.1,1.0071420665399196,0.0033058497568699617,2073.1494360979946,2087.956007317803
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000000,60.0,0.1,1.0052495306569136,0.004807701656786425,2075.165237215211,2086.0588807461336
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000010,0.1,0.1,1.0827590983050952,0.01129383561405888,2280.464267989332,2469.193434525118
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000010,1.0,0.1,1.0681758909812817,0.011983324422299395,2281.2539152763597,2436.780433504863
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000010,10.0,0.1,1.027879916290647,0.009959153785454098,2271.5423706662264,2334.8727818110583
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000010,60.0,0.1,1.0030758549156262,0.0026968055974521416,2258.702132815559,2265.649572873715
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000050,0.1,0.1,1.0375859271928518,0.027437363548965484,2845.1114729962856,2952.047625675871
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000050,1.0,0.1,1.0325028839438921,0.02958345857761917,2844.7307412156074,2937.1926943489607
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000050,10.0,0.1,1.012907216351753,0.011576098092051963,2854.9399570267483,2891.789284723357
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000050,60.0,0.1,1.0026471685247798,0.0038157232130482097,2860.446752427118,2868.0188370369515
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000099,0.1,0.1,1.0696618747205595,0.04603457477852272,2792.5556431476025,2987.090304510742
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000099,1.0,0.1,1.0691389789429122,0.04638879507836371,2791.1075737487035,2984.081901517518
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000099,10.0,0.1,1.044451651604148,0.03096516269604316,2793.3888479922257,2917.5595958580884
llama3_70b_online_rate,1,inference_online_rate_llama3_70b_000099,60.0,0.1,1.0207345068170917,0.027767675367738345,2778.238006643574,2835.843401531828
