profile_id,dataset,request_rate,num_prompts,duration_s,mean_compute_W,max_compute_W,energy_compute_Wh,peak_to_mean
online_rate_000097,likaixin/InstructCoder,98.0,29400.0,179.902,2788.253657016555,3002.3237737772906,139.3367803901645,1.0767756965805586
online_rate_000098,likaixin/InstructCoder,99.0,29700.0,179.891,2791.4814813324706,2993.01229735747,139.48955421066097,1.0721949321078073
online_rate_000099,likaixin/InstructCoder,100.0,30000.0,179.974,2792.5556431476025,2987.090304510742,139.6076136999574,1.0696618747205595
online_rate_000100,mgoin/mlperf-inference-llama2-data,1.0,300.0,179.97,2062.823790012028,2102.439555678736,103.1239993023513,1.0192046290422494
online_rate_000101,mgoin/mlperf-inference-llama2-data,2.0,600.0,179.878,2074.5106523972163,2104.28727273918,103.6552297588629,1.014353563481371
online_rate_000102,mgoin/mlperf-inference-llama2-data,3.0,900.0,179.892,2080.839833463386,2114.1647398455075,103.97956647816541,1.0160151232431256
online_rate_000103,mgoin/mlperf-inference-llama2-data,4.0,1200.0,179.907,2092.953924151493,2133.344248312138,104.59362823120074,1.0192982385778127
online_rate_000104,mgoin/mlperf-inference-llama2-data,5.0,1500.0,179.926,2097.8927796409907,2150.1503829193107,104.85151563046803,1.024909568203606
online_rate_000105,mgoin/mlperf-inference-llama2-data,6.0,1800.0,179.902,2112.018970228426,2158.424924296295,105.5434546616762,1.0219723187727097
online_rate_000106,mgoin/mlperf-inference-llama2-data,7.0,2100.0,179.89,2130.215412090707,2162.7354679864297,106.44568068916591,1.0152660879792461
online_rate_000107,mgoin/mlperf-inference-llama2-data,8.0,2400.0,179.854,2154.067882600987,2204.0829350456474,107.61603471036611,1.0232188840698317
online_rate_000108,mgoin/mlperf-inference-llama2-data,9.0,2700.0,179.954,2158.5825590942554,2231.233534051336,107.90154606645768,1.0336567969804986
online_rate_000109,mgoin/mlperf-inference-llama2-data,10.0,3000.0,179.854,2169.641624781556,2270.0582024618648,108.39409021762833,1.0462825641494682
online_rate_000110,mgoin/mlperf-inference-llama2-data,11.0,3300.0,179.962,2200.028540141627,2334.048623192368,109.97820448360208,1.0609174292994004
online_rate_000111,mgoin/mlperf-inference-llama2-data,12.0,3600.0,179.855,2224.656169712039,2316.5579371398144,111.14320427876633,1.0413105488744676
online_rate_000112,mgoin/mlperf-inference-llama2-data,13.0,3900.0,179.99,2242.4913396652128,2333.660691938119,112.11833784065045,1.0406553865606085
online_rate_000113,mgoin/mlperf-inference-llama2-data,14.0,4200.0,179.897,2268.781155493588,2372.4761284037945,113.37414542495276,1.0457051455399835
online_rate_000114,mgoin/mlperf-inference-llama2-data,15.0,4500.0,179.985,2304.332017580802,2390.875034033042,115.20699949563353,1.0375566610158449
online_rate_000115,mgoin/mlperf-inference-llama2-data,16.0,4800.0,179.887,2330.54462521857,2419.8362941909027,116.45407805463692,1.0383136490956306
online_rate_000116,mgoin/mlperf-inference-llama2-data,17.0,5100.0,179.851,2354.2465396643674,2432.3509798561586,117.61488733477115,1.0331759817316866
online_rate_000117,mgoin/mlperf-inference-llama2-data,18.0,5400.0,179.941,2390.1773000256844,2474.708236858125,119.46969265108936,1.0353659692239283
online_rate_000118,mgoin/mlperf-inference-llama2-data,19.0,5700.0,179.851,2414.9320435622003,2481.400655365562,120.6466508240848,1.02752400920786
online_rate_000119,mgoin/mlperf-inference-llama2-data,20.0,6000.0,179.95,2436.377585810425,2497.382795530056,121.78504071294054,1.0250393083875537
online_rate_000120,mgoin/mlperf-inference-llama2-data,21.0,6300.0,179.864,2452.8618475049343,2532.046610643293,122.55042870545208,1.032282602144473
