profile_id,provenance,not_author_supplied_aggregate,slurm_job_id,mode,workload_family,nodes,gpus,gpus_per_node,cpu_sockets,duration_s,energy_gpu_Wh,energy_cpu_source_Wh,energy_cpu_package_only_Wh,energy_compute_Wh,p_compute_W_per_node,mean_compute_W,max_compute_W,peak_to_mean,cv,core_fraction_of_cpu_energy,aggregation_source,batch_like,experimental_unit
sd_n1_rawrecon_10742933,RAW_RECONSTRUCTED_SOURCE_RUN,True,10742933,training,stable_diffusion,1,4,4,2,24717.8,16985.1360598107,1612.3336579200932,1606.0009288881129,18596.75732694927,2708.5066784672335,2708.48893941212,3045.125154799159,1.1242893077717742,0.19938328605766673,0.003927678989316236,this_module_source_pipeline_on_raw_logs,True,independent_run
sd_n1_rawrecon_10742935,RAW_RECONSTRUCTED_SOURCE_RUN,True,10742935,training,stable_diffusion,1,4,4,2,24717.8,16903.15381649608,1585.9735004473105,1578.4954862062355,18489.28193327174,2692.853529026785,2692.8359044615477,3031.5510553674953,1.1257838067090375,0.2012747714724931,0.004715094066178301,this_module_source_pipeline_on_raw_logs,True,independent_run
sd_n1_rawrecon_10742937,RAW_RECONSTRUCTED_SOURCE_RUN,True,10742937,training,stable_diffusion,1,4,4,2,24641.6,16922.077930767875,1628.8079850906433,1623.0971931433735,18550.22195380629,2710.0837215806864,2710.0660845312495,3049.234910303188,1.1251514963815368,0.1981242617294278,0.003506117356707402,this_module_source_pipeline_on_raw_logs,True,independent_run
sd_n1_rawrecon_10742938,RAW_RECONSTRUCTED_SOURCE_RUN,True,10742938,training,stable_diffusion,1,4,4,2,24628.6,16889.1877782683,1697.016452621828,1691.9813539928366,18585.527702247844,2716.6749116105766,2716.6571248515343,3053.366536175558,1.123942549924266,0.1944874625340388,0.002967029943176033,this_module_source_pipeline_on_raw_logs,True,independent_run
sd_n1_rawrecon_10742939,RAW_RECONSTRUCTED_SOURCE_RUN,True,10742939,training,stable_diffusion,1,4,4,2,24937.2,17120.252961345468,1621.6121933365032,1614.340973314897,18741.649984796244,2705.594050064421,2705.5764920672796,3058.8760472953,1.1305819873375935,0.20110513928315646,0.004483945083469968,this_module_source_pipeline_on_raw_logs,True,independent_run
