profile_id,mode,workload_family,nodes,repeat,duration_s,energy_compute_Wh,mean_compute_W,p_compute_W_per_node,peak_to_mean,cv,slurm_job_id,aggregation_source
offline_001076,offline_inference,llama3_70b_offline_inference,1,2,18.92358,10.798079518747263,2054.214174458012,2054.214174458012,1.0313733920154895,,,source_metadata_mean_times_elapsed
offline_001077,offline_inference,llama3_70b_offline_inference,1,0,70.837763,54.24958461596163,2756.9829473223467,2756.9829473223467,1.1088414954714731,,,source_metadata_mean_times_elapsed
offline_001078,offline_inference,llama3_70b_offline_inference,1,1,69.12317,52.92006813346509,2756.127146374715,2756.127146374715,1.101659467987048,,,source_metadata_mean_times_elapsed
offline_001079,offline_inference,llama3_70b_offline_inference,1,2,67.105717,51.30196183907251,2752.180751167014,2752.180751167014,1.1083191829672159,,,source_metadata_mean_times_elapsed
offline_001080,offline_inference,llama3_70b_offline_inference,1,0,41.222939,32.039608572868346,2798.019589586421,2798.019589586421,1.0962689901425755,,,source_metadata_mean_times_elapsed
offline_001081,offline_inference,llama3_70b_offline_inference,1,1,38.203806,29.712590128599718,2799.8604239315578,2799.8604239315578,1.0574575264027992,,,source_metadata_mean_times_elapsed
offline_001082,offline_inference,llama3_70b_offline_inference,1,2,38.436732,29.617660844018744,2774.002197649568,2774.002197649568,1.0475762119155363,,,source_metadata_mean_times_elapsed
offline_001083,offline_inference,llama3_70b_offline_inference,1,0,36.875373,28.47598688284052,2780.000429506865,2780.000429506865,1.0962411467928628,,,source_metadata_mean_times_elapsed
offline_001084,offline_inference,llama3_70b_offline_inference,1,1,34.635579,26.418955057338014,2745.969345753303,2745.969345753303,1.0556744228694286,,,source_metadata_mean_times_elapsed
offline_001085,offline_inference,llama3_70b_offline_inference,1,2,35.505435,26.991196283281777,2736.716410313362,2736.716410313362,1.0593803568581703,,,source_metadata_mean_times_elapsed
offline_001086,offline_inference,llama3_70b_offline_inference,1,0,45.393079,35.549538582542695,2819.3359365896663,2819.3359365896663,1.0850713884826126,,,source_metadata_mean_times_elapsed
offline_001087,offline_inference,llama3_70b_offline_inference,1,1,42.35305,33.04389225518578,2808.723624831477,2808.723624831477,1.0300040963800827,,,source_metadata_mean_times_elapsed
offline_001088,offline_inference,llama3_70b_offline_inference,1,2,42.733511,33.271076650797774,2802.85595870819,2802.85595870819,1.0287359988757971,,,source_metadata_mean_times_elapsed
offline_001089,offline_inference,llama3_70b_offline_inference,1,0,46.622431,36.464755413712176,2815.664406031591,2815.664406031591,1.0868058498489683,,,source_metadata_mean_times_elapsed
