timestamp_utc,hour,t_db_C,t_dew_C,slp_hPa,altimeter_hPa,n_reports,rh_pct,pressure_Pa,t_wb_C,station,station_id,timestamp_local,model_version,calibration_status,validation_status,water_boundary,region,control_mode,oa_fraction,spray_enabled,dx_required,dx_required_controller,primary_control_objective,t_oa_C,t_oa_F,rh_oa,t_wb_C,t_supply_C,t_supply_F,rh_supply,t_ra_C,rh_ra,mixed_T_C,mixed_rh,dw,air_stream_evaporated_water_m3_h,air_stream_intensity_L_per_kWh_IT,airflow_boundary,airflow_kg_s,enthalpy_residual_J_per_kg,t_inlet_max_satisfied,rh_max_satisfied,margin_T_K,margin_RH,evap_thermal_effectiveness,evap_effectiveness_provenance,notes,design_vs_observed,unresolved,common_category
2012-06-01 00:00:00+00:00,2012-06-01 00:00:00+00:00,26.1,17.75,1008.15,975.05,2,60.07395216402901,97482.93030336355,20.368898499019927,KGSP,72312003870,2012-05-31 20:00:00-04:00,forest_city_structural_reference_v1,NOT_CALIBRATED,PHYSICS_AND_OPERATOR_EVENTS_ONLY,AIR_STREAM_EVAPORATED_WATER,OA_IN_ENVELOPE,OA_FREE_COOLING,1.0,False,False,False,NONE,26.1,78.98,0.60073952164029,20.368898499019927,26.1,78.98,0.60073952164029,45.544444444444444,0.20601487899206236,26.1,0.60073952164029,0.0,,,UNIDENTIFIED,,0.0,True,True,3.3444444444444414,0.29926047835971004,1.0,EXPLICIT_ARGUMENT,OA already T<=85F and RH<=90%. 100% OA; evaporative off; DX off. SAT min UNIDENTIFIED.,DESIGN_SPEC,False,OA_FREE
2012-06-01 01:00:00+00:00,2012-06-01 01:00:00+00:00,25.6,16.7,1008.5,974.8,1,57.90475588663108,97511.28826261901,19.589180730151526,KGSP,72312003870,2012-05-31 21:00:00-04:00,forest_city_structural_reference_v1,NOT_CALIBRATED,PHYSICS_AND_OPERATOR_EVENTS_ONLY,AIR_STREAM_EVAPORATED_WATER,OA_IN_ENVELOPE,OA_FREE_COOLING,1.0,False,False,False,NONE,25.6,78.08,0.5790475588663108,19.589180730151526,25.6,78.08,0.5790475588663108,45.044444444444444,0.19779169053401252,25.6,0.5790475588663108,0.0,,,UNIDENTIFIED,,0.0,True,True,3.8444444444444414,0.32095244113368926,1.0,EXPLICIT_ARGUMENT,OA already T<=85F and RH<=90%. 100% OA; evaporative off; DX off. SAT min UNIDENTIFIED.,DESIGN_SPEC,False,OA_FREE
2012-06-01 02:00:00+00:00,2012-06-01 02:00:00+00:00,25.0,15.0,1008.8,975.2,1,53.83064226424435,97533.68695758507,18.42408001616288,KGSP,72312003870,2012-05-31 22:00:00-04:00,forest_city_structural_reference_v1,NOT_CALIBRATED,PHYSICS_AND_OPERATOR_EVENTS_ONLY,AIR_STREAM_EVAPORATED_WATER,OA_IN_ENVELOPE,OA_FREE_COOLING,1.0,False,False,False,NONE,25.0,77.0,0.5383064226424435,18.42408001616288,25.0,77.0,0.5383064226424435,44.44444444444444,0.18299925538490353,25.0,0.5383064226424435,0.0,,,UNIDENTIFIED,,0.0,True,True,4.444444444444443,0.3616935773575565,1.0,EXPLICIT_ARGUMENT,OA already T<=85F and RH<=90%. 100% OA; evaporative off; DX off. SAT min UNIDENTIFIED.,DESIGN_SPEC,False,OA_FREE
2012-06-01 03:00:00+00:00,2012-06-01 03:00:00+00:00,25.0,15.85,1009.05,976.05,2,56.846022436642876,97557.85767699368,18.907397085906823,KGSP,72312003870,2012-05-31 23:00:00-04:00,forest_city_structural_reference_v1,NOT_CALIBRATED,PHYSICS_AND_OPERATOR_EVENTS_ONLY,AIR_STREAM_EVAPORATED_WATER,OA_IN_ENVELOPE,OA_FREE_COOLING,1.0,False,False,False,NONE,25.0,77.0,0.5684602243664288,18.907397085906823,25.0,77.0,0.5684602243664288,44.44444444444444,0.19325015158529796,25.0,0.5684602243664288,0.0,,,UNIDENTIFIED,,0.0,True,True,4.444444444444443,0.3315397756335712,1.0,EXPLICIT_ARGUMENT,OA already T<=85F and RH<=90%. 100% OA; evaporative off; DX off. SAT min UNIDENTIFIED.,DESIGN_SPEC,False,OA_FREE
2012-06-01 04:00:00+00:00,2012-06-01 04:00:00+00:00,22.2,16.7,1010.5,976.8,3,71.03674414558692,97666.80838257827,18.52533976966607,KGSP,72312003870,2012-06-01 00:00:00-04:00,forest_city_structural_reference_v1,NOT_CALIBRATED,PHYSICS_AND_OPERATOR_EVENTS_ONLY,AIR_STREAM_EVAPORATED_WATER,OA_IN_ENVELOPE,OA_FREE_COOLING,1.0,False,False,False,NONE,22.2,71.96,0.7103674414558694,18.52533976966607,22.2,71.96,0.7103674414558694,41.644444444444446,0.2360758054881812,22.2,0.7103674414558694,0.0,,,UNIDENTIFIED,,0.0,True,True,7.244444444444444,0.18963255854413064,1.0,EXPLICIT_ARGUMENT,OA already T<=85F and RH<=90%. 100% OA; evaporative off; DX off. SAT min UNIDENTIFIED.,DESIGN_SPEC,False,OA_FREE
2012-06-01 05:00:00+00:00,2012-06-01 05:00:00+00:00,18.9,17.2,1009.9,976.2,1,89.86813750387412,97571.2658007313,17.766569435568595,KGSP,72312003870,2012-06-01 01:00:00-04:00,forest_city_structural_reference_v1,NOT_CALIBRATED,PHYSICS_AND_OPERATOR_EVENTS_ONLY,AIR_STREAM_EVAPORATED_WATER,OA_IN_ENVELOPE,OA_FREE_COOLING,1.0,False,False,False,NONE,18.9,66.02,0.8986813750387412,17.766569435568595,18.9,66.02,0.8986813750387412,38.34444444444444,0.29052817176801143,18.9,0.8986813750387412,0.0,,,UNIDENTIFIED,,0.0,True,True,10.544444444444444,0.0013186249612587853,1.0,EXPLICIT_ARGUMENT,OA already T<=85F and RH<=90%. 100% OA; evaporative off; DX off. SAT min UNIDENTIFIED.,DESIGN_SPEC,False,OA_FREE
2012-06-01 06:00:00+00:00,2012-06-01 06:00:00+00:00,18.9,17.5,1009.2,976.05,2,91.58765867424154,97503.63545509262,17.962473598166536,KGSP,72312003870,2012-06-01 02:00:00-04:00,forest_city_structural_reference_v1,NOT_CALIBRATED,PHYSICS_AND_OPERATOR_EVENTS_ONLY,AIR_STREAM_EVAPORATED_WATER,HIGH_RH_MODERATE_T,HIGH_RH_RETURN_AIR_MIXING,0.98,False,False,False,RH_CAP,18.9,66.02,0.9158765867424153,17.962473598166536,19.29682539682539,66.7342857142857,0.893484092108363,38.741269841269826,0.2898228803810625,19.29682539682539,0.893484092108363,0.0,,,UNIDENTIFIED,,0.0,True,True,10.147619047619052,0.0065159078916370294,1.0,EXPLICIT_ARGUMENT,"High RH, DB already <=85F. Mix hot return air to reduce supply RH to 90% cap. Evaporative off (cannot dry by adding water). DX only if mixing cannot meet both caps.",OPERATOR_OBSERVED_MECHANISM,False,HIGH_RH_MIXING
2012-06-01 07:00:00+00:00,2012-06-01 07:00:00+00:00,18.9,17.2,1008.4,974.8,1,89.86813750387412,97426.34363150554,17.766569435568595,KGSP,72312003870,2012-06-01 03:00:00-04:00,forest_city_structural_reference_v1,NOT_CALIBRATED,PHYSICS_AND_OPERATOR_EVENTS_ONLY,AIR_STREAM_EVAPORATED_WATER,OA_IN_ENVELOPE,OA_FREE_COOLING,1.0,False,False,False,NONE,18.9,66.02,0.8986813750387411,17.766569435568595,18.9,66.02,0.8986813750387411,38.34444444444444,0.2905281717680114,18.9,0.8986813750387411,0.0,,,UNIDENTIFIED,,0.0,True,True,10.544444444444444,0.0013186249612588963,1.0,EXPLICIT_ARGUMENT,OA already T<=85F and RH<=90%. 100% OA; evaporative off; DX off. SAT min UNIDENTIFIED.,DESIGN_SPEC,False,OA_FREE
2012-06-01 08:00:00+00:00,2012-06-01 08:00:00+00:00,18.325,17.7,1009.65,975.0,4,96.14762099403666,97540.48521348606,17.905708844504318,KGSP,72312003870,2012-06-01 04:00:00-04:00,forest_city_structural_reference_v1,NOT_CALIBRATED,PHYSICS_AND_OPERATOR_EVENTS_ONLY,AIR_STREAM_EVAPORATED_WATER,HIGH_RH_MODERATE_T,HIGH_RH_RETURN_AIR_MIXING,0.94,False,False,False,RH_CAP,18.325,64.985,0.9614762099403665,17.905708844504318,19.56613475176054,67.21904255316898,0.8897659544138007,39.01057919600903,0.2892752408904486,19.56613475176054,0.8897659544138007,0.0,,,UNIDENTIFIED,,0.0,True,True,9.878309692683903,0.010234045586199336,1.0,EXPLICIT_ARGUMENT,"High RH, DB already <=85F. Mix hot return air to reduce supply RH to 90% cap. Evaporative off (cannot dry by adding water). DX only if mixing cannot meet both caps.",OPERATOR_OBSERVED_MECHANISM,False,HIGH_RH_MIXING
2012-06-01 09:00:00+00:00,2012-06-01 09:00:00+00:00,18.2,17.866666666666667,1009.0333333333333,975.2999999999998,3,97.92690250791503,97479.46699866888,17.97588983869261,KGSP,72312003870,2012-06-01 05:00:00-04:00,forest_city_structural_reference_v1,NOT_CALIBRATED,PHYSICS_AND_OPERATOR_EVENTS_ONLY,AIR_STREAM_EVAPORATED_WATER,HIGH_RH_MODERATE_T,HIGH_RH_RETURN_AIR_MIXING,0.92,False,False,False,RH_CAP,18.2,64.75999999999999,0.97926902507915,17.97588983869261,19.890821255811705,67.80347826046108,0.881206847684915,39.33526569764636,0.28727825961056985,19.890821255811705,0.881206847684915,0.0,,,UNIDENTIFIED,,0.0,True,True,9.553623188632738,0.01879315231508505,1.0,EXPLICIT_ARGUMENT,"High RH, DB already <=85F. Mix hot return air to reduce supply RH to 90% cap. Evaporative off (cannot dry by adding water). DX only if mixing cannot meet both caps.",OPERATOR_OBSERVED_MECHANISM,False,HIGH_RH_MIXING
