timestamp_utc,weather,t_db_C,rh_pct,PUE,WUE_L_per_kWh,evidence_class,IT_load,theta_provenance,paper_case
2012-06-21 17:00:00+00:00,KFQD,32.0,43.37530845087229,1.3168285931118782,2.4912942071146515,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-21 18:00:00+00:00,KFQD,31.666666666666668,44.20281854679538,1.3165442706766708,2.4905330333665554,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-21 19:00:00+00:00,KFQD,32.0,43.37530845087229,1.3168946761714306,2.4912589825742386,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-21 20:00:00+00:00,KFQD,31.0,45.91183326611469,1.3159851908042146,2.489007443714533,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-21 21:00:00+00:00,KFQD,30.0,53.95110293105685,1.1120402951336557,0.0,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-21 22:00:00+00:00,KFQD,27.33333333333333,59.17548264741522,1.1120459212920384,0.0,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-21 23:00:00+00:00,KFQD,27.33333333333333,65.63346317458685,1.1120501357728552,0.0,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-22 00:00:00+00:00,KFQD,26.0,72.46918634165895,1.1120530435996017,0.0,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-22 01:00:00+00:00,KFQD,25.0,75.33941502665313,1.1120584279219503,0.0,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-22 02:00:00+00:00,KFQD,25.0,73.8025121880607,1.1120401694270858,0.0,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-22 03:00:00+00:00,KFQD,24.33333333333333,76.80271429864911,1.1120325487247817,0.0,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
2012-06-22 04:00:00+00:00,KFQD,23.666666666666668,79.94080302461775,1.3132370748001911,2.482340106420616,TRANSFERRED_MODEL,SCENARIO_P_IT=1_normalized,SCENARIO Table 3 midpoints,1
