SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry Quadridaily (meter)
278,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,21-03-2006 09:00,-5.039
279,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,21-03-2006 15:00,-5.056
280,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,21-03-2006 21:00,-5.014
281,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,22-03-2006 03:00,-5.004
282,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,22-03-2006 09:00,-5.032
283,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,22-03-2006 15:00,-5.037
284,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,22-03-2006 21:00,-5.014
285,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,23-03-2006 03:00,-5.004
286,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,23-03-2006 09:00,-5.042
287,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,23-03-2006 15:00,-5.048
288,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,23-03-2006 21:00,-5.027
289,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,24-03-2006 03:00,-5.076
290,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,24-03-2006 21:00,-5.066
291,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,25-03-2006 03:00,-5.05
292,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,25-03-2006 09:00,-5.1
293,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,25-03-2006 15:00,-5.096
294,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,25-03-2006 21:00,-5.076
295,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,26-03-2006 03:00,-5.052
296,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,26-03-2006 09:00,-5.1
297,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,26-03-2006 15:00,-5.105
298,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,26-03-2006 21:00,-5.068
299,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,27-03-2006 03:00,-5.062
300,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,27-03-2006 09:00,-5.105
301,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,27-03-2006 15:00,-5.111
302,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,27-03-2006 21:00,-5.075
303,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,28-03-2006 03:00,-5.061
304,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,28-03-2006 09:00,-5.094
305,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,28-03-2006 15:00,-5.101
306,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,28-03-2006 21:00,-5.078
307,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,29-03-2006 03:00,-5.057
308,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,29-03-2006 09:00,-5.095
309,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,29-03-2006 15:00,-5.098
310,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,29-03-2006 21:00,-5.071
311,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,30-03-2006 03:00,-5.063
312,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,30-03-2006 09:00,-5.095
313,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,30-03-2006 15:00,-5.112
314,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,30-03-2006 21:00,-5.078
315,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,31-03-2006 03:00,-5.063
316,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,31-03-2006 09:00,-5.083
317,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,31-03-2006 15:00,-5.113
318,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,31-03-2006 21:00,-5.07
319,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,01-04-2006 03:00,-5.069
320,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,01-04-2006 09:00,-5.095
321,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,01-04-2006 15:00,-5.101
322,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,01-04-2006 21:00,-5.081
323,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,02-04-2006 03:00,-5.07
324,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,02-04-2006 09:00,-5.1
325,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,02-04-2006 15:00,-5.114
326,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,02-04-2006 21:00,-5.088
327,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,03-04-2006 03:00,-5.067
328,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,03-04-2006 09:00,-5.098
329,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,03-04-2006 15:00,-5.121
330,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,03-04-2006 21:00,-5.104
331,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,04-04-2006 03:00,-5.086
332,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,04-04-2006 09:00,-5.111
333,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,04-04-2006 15:00,-5.128
334,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,04-04-2006 21:00,-5.131
335,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-04-2006 03:00,-5.073
336,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-04-2006 09:00,-5.12
337,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-04-2006 15:00,-5.145
338,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-04-2006 21:00,-5.108
339,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,06-04-2006 03:00,-5.105
340,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,06-04-2006 09:00,-5.098
341,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,06-04-2006 15:00,-5.128
342,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,06-04-2006 21:00,-5.098
343,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,07-04-2006 03:00,-5.089
344,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,07-04-2006 09:00,-5.129
345,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,07-04-2006 15:00,-5.142
346,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,07-04-2006 21:00,-5.115
347,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,08-04-2006 03:00,-5.099
348,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,08-04-2006 09:00,-5.127
349,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,08-04-2006 15:00,-5.136
350,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,08-04-2006 21:00,-5.123
351,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,09-04-2006 03:00,-5.1
352,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,09-04-2006 09:00,-5.117
353,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,09-04-2006 15:00,-5.151
354,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,09-04-2006 21:00,-5.141
355,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,10-04-2006 03:00,-5.098
356,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,10-04-2006 09:00,-5.146
357,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,10-04-2006 15:00,-5.154
358,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,10-04-2006 21:00,-5.139
359,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,11-04-2006 03:00,-5.116
360,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,11-04-2006 09:00,-5.148
361,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,11-04-2006 15:00,-5.164
362,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,11-04-2006 21:00,-5.144
363,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,12-04-2006 03:00,-5.122
364,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,12-04-2006 09:00,-5.152
365,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,12-04-2006 15:00,-5.165
366,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,12-04-2006 21:00,-5.144
367,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,13-04-2006 03:00,-5.053
368,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,13-04-2006 09:00,-3.163
369,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,13-04-2006 15:00,-5.098
370,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,13-04-2006 21:00,-5.068
371,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,14-04-2006 03:00,-5.052
372,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,14-04-2006 09:00,-5.084
373,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,14-04-2006 15:00,-5.077
374,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,14-04-2006 21:00,-5.05
375,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,15-04-2006 03:00,-5.038
376,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,15-04-2006 09:00,-2.606
377,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,15-04-2006 15:00,-2.584
378,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,15-04-2006 21:00,-2.579
379,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,16-04-2006 03:00,-2.601
380,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,16-04-2006 09:00,-2.653
381,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,16-04-2006 15:00,-2.691
382,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,16-04-2006 21:00,-2.701
383,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,17-04-2006 03:00,-2.715
384,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,17-04-2006 09:00,-2.756
385,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,17-04-2006 15:00,-2.807
386,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,17-04-2006 21:00,-2.787
387,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,18-04-2006 03:00,-2.798
388,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,18-04-2006 09:00,-2.844
389,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,18-04-2006 15:00,-2.88
390,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,18-04-2006 21:00,-2.896
391,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,19-04-2006 03:00,-2.877
392,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,19-04-2006 09:00,-2.913
393,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,19-04-2006 15:00,-2.958
394,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,19-04-2006 21:00,-2.927
395,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,20-04-2006 03:00,-2.916
396,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,20-04-2006 09:00,-2.759
397,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,20-04-2006 15:00,-2.751
398,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,20-04-2006 21:00,-2.734
399,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,21-04-2006 03:00,-2.738
400,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,21-04-2006 09:00,-2.777
401,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,21-04-2006 15:00,-2.802
402,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,21-04-2006 21:00,-2.793
403,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,22-04-2006 03:00,-2.792
404,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,22-04-2006 09:00,-2.839
405,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,22-04-2006 15:00,-2.873
406,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,22-04-2006 21:00,-2.856
407,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,23-04-2006 03:00,-2.859
408,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,23-04-2006 09:00,-2.877
409,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,23-04-2006 15:00,-2.914
410,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,23-04-2006 21:00,-2.91
411,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,24-04-2006 03:00,-2.897
412,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,24-04-2006 09:00,-2.923
413,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,24-04-2006 15:00,-2.961
414,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,24-04-2006 21:00,-2.942
415,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,25-04-2006 03:00,-2.932
416,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,25-04-2006 09:00,-2.968
417,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,25-04-2006 15:00,-2.996
418,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,25-04-2006 21:00,-2.983
419,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,26-04-2006 03:00,-2.972
420,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,26-04-2006 09:00,-3.007
