source_id,filename,local_path,official_url,accessed_at,bytes,sha256,expected_sha256,hash_verified,download_note
NWDP_CGWB_GWL_AP_1991_2020,gwl_manual_quarterly_cgwb_ap_1991_2020.csv,data/raw/gwl_manual_quarterly_cgwb_ap_1991_2020.csv,https://nwdp.nwic.gov.in/dataset/956add67-cba9-41a5-9d5c-96d73db44aef/resource/80fd198a-7d77-412c-87ab-bc6a61f11063/download/gwl_manual_quarterly_cgwb_ap_1991_2020.csv,2026-09-04T17:40:08Z,10980474,9f8f48406abd579b10b6379d0177df743f1d427833eae80688576a4d1c9be017,9f8f48406abd579b10b6379d0177df743f1d427833eae80688576a4d1c9be017,True,Direct official NWDP CSV resource.
NWDP_CGWB_GWL_AP_2021_2025,gwl_manual_quarterly_cgwb_ap_2021_2025.csv,data/raw/gwl_manual_quarterly_cgwb_ap_2021_2025.csv,https://nwdp.nwic.gov.in/dataset/956add67-cba9-41a5-9d5c-96d73db44aef/resource/31803a41-1025-4eae-8786-8efe29b1623c/download/gwl_manual_quarterly_cgwb_ap_2021_2025.csv,2026-09-04T17:40:10Z,1481218,1bb1399deb6391566ca6ac4bfe1e255fd2a99eb19e32feca0de587839c504dbb,1bb1399deb6391566ca6ac4bfe1e255fd2a99eb19e32feca0de587839c504dbb,True,"Direct official NWDP CSV resource; filename advertises 2021-2025, but downloaded rows end in 2023-08."
CGWB_AP_YEARBOOK_2024_25,cgwb_andhra_pradesh_groundwater_yearbook_2024_25.pdf,data/raw/cgwb_andhra_pradesh_groundwater_yearbook_2024_25.pdf,https://cgwb.gov.in/cgwbpnm/download/2003,2026-09-04T17:41:39Z,7273182,37353014cb7eccb457940fc70db78b2d2b46777b0efcdcbeb6cb3e6dc441d55c,37353014cb7eccb457940fc70db78b2d2b46777b0efcdcbeb6cb3e6dc441d55c,True,Official CGWB publication repository; TLS verification was bypassed because the agency server presented an incomplete certificate chain.
CGWB_AP_GWRA_2024,cgwb_dynamic_groundwater_resources_andhra_pradesh_2024.pdf,data/raw/cgwb_dynamic_groundwater_resources_andhra_pradesh_2024.pdf,https://cgwb.gov.in/cgwbpnm/public/uploads/documents/1748236616187388804file.pdf,2026-09-04T17:42:39Z,8363672,d2e3c9d86665f250228c71045ea120709076c72d14b19cb9608a68a9a3b52bbf,d2e3c9d86665f250228c71045ea120709076c72d14b19cb9608a68a9a3b52bbf,True,Official CGWB PDF; TLS verification was bypassed because the agency server presented an incomplete certificate chain.
AP_DATA_CENTER_POLICY_4_0,andhra_pradesh_data_center_policy_4_0_2024_29.pdf,data/raw/andhra_pradesh_data_center_policy_4_0_2024_29.pdf,https://apit.ap.gov.in/assets/files/Data%20Center%20Policy%20%284.0%29%202024-29.PDF,2026-09-04T17:43:26Z,421027,63d5fdafcc5fc7aa4e7e90bcd000a57ffcd9a0202f74d30b7a969971c0dd7ae0,63d5fdafcc5fc7aa4e7e90bcd000a57ffcd9a0202f74d30b7a969971c0dd7ae0,True,Official Andhra Pradesh ITE&C policy PDF.
