regime,model,median_well_RMSE_ft,well_RMSE_q25_ft,well_RMSE_q75_ft,median_well_MAE_ft,well_MAE_q25_ft,well_MAE_q75_ft,well_RMSE_IQR_ft,well_MAE_IQR_ft
T1_TEMPORAL_OOS,B1,6.354120448016415,4.151554173617665,10.554201882753535,5.30555613474174,3.674261121522915,8.678082463003319,6.40264770913587,5.003821341480404
T1_TEMPORAL_OOS,B1C,6.6909121070210915,4.602679345803709,9.598488035912343,5.576690389291356,3.7489113740383924,7.890114430645687,4.995808690108634,4.141203056607294
T1_TEMPORAL_OOS,B1CH,6.772940102621579,4.719411652649377,9.523356370063187,5.609880868276308,3.9879484103619163,8.138267286404131,4.80394471741381,4.150318876042215
T2_SPATIOTEMPORAL_OOS,B1,6.785869874140712,4.521006247240931,10.608010389887284,5.704307277476482,3.8743034837486863,8.410928199629305,6.087004142646353,4.5366247158806186
T2_SPATIOTEMPORAL_OOS,B1C,7.092575453418115,4.863555649636087,10.727205551703905,5.997474578375733,3.8052662527528547,8.880704780592993,5.863649902067818,5.075438527840138
T2_SPATIOTEMPORAL_OOS,B1CH,7.4111458390841065,4.850004153767469,10.451289045588647,6.235355094119399,3.9545806340661933,8.928270669836355,5.6012848918211775,4.973690035770161
