regime,model,n_transitions,n_wells,MAE_delta_h_ft,RMSE_delta_h_ft,bias_delta_h_ft,sign_accuracy_delta_h,delta_h_IQR_ft,note,B1_RMSE_delta_h_ft,B1_MAE_delta_h_ft,RMSE_skill_vs_B1,MAE_skill_vs_B1,median_well_RMSE_ft,well_RMSE_IQR_ft,median_well_MAE_ft,well_MAE_IQR_ft
T1_TEMPORAL_OOS,B1,1217,144,7.0247199335330155,13.15690097292511,-2.4182555382165485,0.7285714285714285,7.029999999999998,head-level residual equals delta-h residual conditional on observed h_prev,13.15690097292511,7.0247199335330155,0.0,0.0,6.354120448016415,6.40264770913587,5.30555613474174,5.003821341480404
T1_TEMPORAL_OOS,B1C,1217,144,6.759913741095113,12.684160788299844,-1.8170045221337574,0.7495798319327731,7.029999999999998,head-level residual equals delta-h residual conditional on observed h_prev,13.15690097292511,7.0247199335330155,0.03593096775586391,0.037696334507775986,6.6909121070210915,4.995808690108634,5.576690389291356,4.141203056607294
T1_TEMPORAL_OOS,B1CH,1217,144,6.91241951929858,12.803022909676558,-2.341972737230515,0.7302521008403361,7.029999999999998,head-level residual equals delta-h residual conditional on observed h_prev,13.15690097292511,7.0247199335330155,0.02689676421345555,0.01598646142437099,6.772940102621579,4.80394471741381,5.609880868276308,4.150318876042215
T2_SPATIOTEMPORAL_OOS,B1,1241,149,7.580561286292775,14.97389538454266,-2.470281438282635,0.7116968698517299,6.99,head-level residual equals delta-h residual conditional on observed h_prev,14.97389538454266,7.580561286292775,0.0,0.0,6.785869874140712,6.087004142646353,5.704307277476482,4.5366247158806186
T2_SPATIOTEMPORAL_OOS,B1C,1241,149,7.499672417427192,14.816418239575516,-1.9979218865324777,0.7339373970345964,6.99,head-level residual equals delta-h residual conditional on observed h_prev,14.97389538454266,7.580561286292775,0.010516778762172052,0.01067056459418736,7.092575453418115,5.863649902067818,5.997474578375733,5.075438527840138
T2_SPATIOTEMPORAL_OOS,B1CH,1241,149,7.618877945755338,14.884860132277538,-2.508574893690338,0.7034596375617792,6.99,head-level residual equals delta-h residual conditional on observed h_prev,14.97389538454266,7.580561286292775,0.005946031408569308,-0.005054593982618094,7.4111458390841065,5.6012848918211775,6.235355094119399,4.973690035770161
