regime,comparison,comparison_model,reference_model,positive_means_comparison_has_lower_error,n_transitions,n_wells,RMSE_reference_ft,RMSE_comparison_ft,RMSE_improvement_ft,RMSE_skill_fraction,MAE_reference_ft,MAE_comparison_ft,MAE_improvement_ft,MAE_skill_fraction,median_well_RMSE_improvement_ft,well_RMSE_improvement_IQR_ft,fraction_wells_RMSE_improved,bootstrap_resamples,resampling_unit,seed,MAE_improvement_ci95_low_ft,MAE_improvement_ci95_high_ft,RMSE_improvement_ci95_low_ft,RMSE_improvement_ci95_high_ft
T1_TEMPORAL_OOS,B1C_minus_B1,B1C,B1,True,1217,144,13.15690097292511,12.684160788299844,0.4727401846252661,0.03593096775586391,7.0247199335330155,6.759913741095113,0.26480619243790215,0.037696334507775986,0.2943177010935334,2.4079596150301983,0.6458333333333334,1000,well,20260904,0.006955304264731211,0.5195262516297448,0.25020176729513316,0.7069455249672334
T2_SPATIOTEMPORAL_OOS,B1C_minus_B1,B1C,B1,True,1241,149,14.97389538454266,14.816418239575516,0.15747714496714416,0.010516778762172052,7.580561286292775,7.499672417427192,0.08088886886558289,0.01067056459418736,-0.01500058300864282,1.9490122685891933,0.48322147651006714,1000,well,20260905,-0.18377597604857146,0.3358952728519873,0.0010565780738812436,0.34212375639939974
T1_TEMPORAL_OOS,B1CH_minus_B1C,B1CH,B1C,True,1217,144,12.684160788299844,12.803022909676558,-0.11886212137671492,-0.009370909385377324,6.759913741095113,6.91241951929858,-0.15250577820346667,-0.02256031423542404,-0.12292168791593516,0.5436178939235373,0.3888888888888889,1000,well,20260914,-0.212118818658253,-0.10047680196738908,-0.16817963504027938,-0.08177196859429846
T2_SPATIOTEMPORAL_OOS,B1CH_minus_B1C,B1CH,B1C,True,1241,149,14.816418239575516,14.884860132277538,-0.0684418927020225,-0.004619327802127593,7.499672417427192,7.618877945755338,-0.11920552832814657,-0.01589476469014106,-0.08818099946011948,0.4280673167920468,0.3959731543624161,1000,well,20260915,-0.1715176022055021,-0.06668330086729839,-0.11867033767356654,-0.031726847686493274
