regime,model,site_code,n_transitions,n_wells,MAE_delta_h_ft,RMSE_delta_h_ft,bias_delta_h_ft,sign_accuracy_delta_h,delta_h_IQR_ft,note
T1_TEMPORAL_OOS,B1C,336557N1179512W001,13,1,2.621877718866779,3.188849828190686,-0.6432591223427213,0.7692307692307693,2.420000000000001,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336669N1177464W001,6,1,4.69314550177719,6.497257323247904,-2.19519444890333,0.8333333333333334,2.422499999999985,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336672N1179322W001,24,1,2.4571476498695373,2.7806628463842626,-1.2607803700713867,0.5,1.8249999999999957,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336684N1177654W001,6,1,4.5622383375520865,5.756371768332069,-3.2296124647127264,1.0,13.582499999999996,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336716N1177529W001,7,1,5.634515467402084,6.362432148086561,-1.1775064743795818,0.5714285714285714,0.2749999999999915,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336716N1177529W002,7,1,2.750193433332818,4.344478770788421,-2.179892756005445,0.8571428571428571,5.10499999999999,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336726N1177521W001,6,1,4.703486420576534,6.029298514969468,-2.820693969742097,0.8333333333333334,5.012499999999989,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336726N1178014W001,5,1,6.419530832757158,6.652014127258366,-4.230588628441149,0.6,9.299999999999997,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336746N1177574W001,2,1,6.917995038168636,8.80249371393368,-5.4429073330083515,0.5,5.200000000000003,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336749N1179628W001,13,1,2.161231974363973,2.7547944047650432,-1.1016444722142542,0.9230769230769231,3.5,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336753N1177488W001,6,1,5.098517091692311,6.505903594109385,-2.6356939697421002,0.6666666666666666,2.500000000000007,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336781N1178263W001,13,1,6.848276046671198,8.558853940700393,-2.052388648907363,0.9230769230769231,14.099999999999996,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336792N1177457W001,4,1,9.814900448613653,10.448390672108637,-5.485728808370193,0.25,7.7500000000000036,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336795N1177780W001,10,1,18.489501871005917,26.311313213271156,-4.059988063734991,0.9,18.55,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336798N1177876W001,6,1,5.983341179522379,6.777585427191008,-0.6919112531357965,0.8333333333333334,1.5600000000000058,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336798N1177876W002,6,1,22.141234640063306,26.23658828303254,-9.269742314581585,0.6666666666666666,39.39,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336824N1177430W001,4,1,7.942009497223968,9.578803465263023,-3.143968959473136,0.5,1.8649999999999949,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336831N1179773W001,7,1,11.244565662099735,13.205516684921585,-2.72716739354773,1.0,25.409999999999993,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336848N1179242W001,12,1,11.632397051241492,16.894836567145667,-0.8875745505840164,0.5,9.207499999999998,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336853N1177671W001,1,1,0.6439840289108574,0.6439840289108574,-0.6439840289108574,1.0,0.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336853N1179432W001,12,1,4.213337707335445,5.2100719035142555,-0.9773709252822697,0.75,5.590000000000003,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336868N1179445W001,11,1,3.9094339591684144,5.408028224516792,-0.8751399157168032,0.8181818181818182,5.934999999999999,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336870N1178340W001,2,1,60.706713358223055,60.73484541114231,1.8483507129048995,0.5,64.5,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336870N1179436W001,11,1,3.9094339591684144,5.408028224516792,-0.8751399157168032,0.8181818181818182,5.9350000000000005,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336875N1179148W001,8,1,2.1498715194838103,2.849804681548759,-0.35329289315185763,1.0,4.205,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336886N1178041W001,7,1,14.881101516329263,18.5506941932154,-5.958186318073781,0.7142857142857143,28.749999999999996,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336906N1179435W001,13,1,11.334914243253255,14.220748329253071,-3.0894475476156797,0.6923076923076923,13.79000000000002,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336928N1177446W001,4,1,7.270101605891388,8.462269269557785,-2.8211646571669453,0.5,1.9500000000000242,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336941N1179435W001,1,1,44.114696318726374,44.114696318726374,-44.114696318726374,1.0,0.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336944N1177985W001,2,1,36.097112596764326,44.82233935750455,-36.097112596764326,0.5,31.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336962N1178987W001,26,1,6.763028041097242,10.665157793775698,-2.6011871270195637,0.8076923076923077,9.875000000000004,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336963N1179065W001,19,1,14.693360987127978,24.58797430718421,-3.52925138357706,0.7368421052631579,13.449999999999996,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336966N1179388W001,1,1,4.689631232103415,4.689631232103415,-4.689631232103415,1.0,0.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336977N1178594W001,11,1,10.5538794973461,13.089038747623675,-3.139541738241356,0.8181818181818182,22.849999999999998,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336978N1179845W001,4,1,3.2549840902839584,4.524907156602403,-0.803839127194587,0.5,2.3,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,336979N1179454W001,1,1,3.7496312321034315,3.7496312321034315,-3.7496312321034315,1.0,0.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337057N1180070W001,13,1,12.35201614158359,13.73324183770612,-3.4071424072036787,0.7692307692307693,27.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337059N1180056W001,13,1,11.275093064660513,13.039536091773844,-3.4071424072036787,0.7692307692307693,24.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337105N1178932W001,13,1,16.528644878881508,23.45208676705847,-1.8846419953980995,0.6923076923076923,19.71999999999999,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337105N1178932W002,13,1,9.89332456579988,13.153327419899123,-1.6785524515472365,0.8461538461538461,20.53000000000001,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337112N1177826W001,4,1,40.34933541251436,45.59381075186807,-18.043769168868472,0.5,34.75,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337141N1179955W001,12,1,1.9777034984532555,2.8940990081193165,-0.7654009872322373,0.9166666666666666,6.3725000000000005,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337148N1177696W001,7,1,6.028097696231616,6.6023650701256855,-0.8402390009470954,0.5,0.5000000000000071,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337148N1177696W002,7,1,2.9903013314190576,3.558561433013256,-2.9903013314190576,1.0,12.625,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337148N1177696W003,7,1,3.935550512676201,5.431504090798042,-3.2077165161109127,1.0,13.839999999999996,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337161N1179887W001,3,1,1.3046166057583102,1.9699292734202818,0.9548416895572064,1.0,3.5650000000000004,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337188N1180275W001,9,1,5.27088570383394,6.6962427734078735,-0.4403844786682129,1.0,17.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337216N1178318W001,7,1,5.520766907665875,6.490513554721182,-0.5235049892743487,0.7142857142857143,1.1849999999999987,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337216N1178318W002,7,1,13.881222596175608,15.771216487689204,-4.716354941894145,0.8571428571428571,28.990000000000002,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337216N1178318W003,7,1,12.8320883228941,14.784639827539984,-4.036348440083777,1.0,29.669999999999998,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337233N1179421W001,3,1,3.3590873170520026,3.859857267302451,-3.3590873170520026,1.0,5.3149999999999995,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337233N1179421W002,3,1,2.3396460924320692,3.2490577872758464,2.3396460924320692,1.0,0.8950000000000005,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337233N1179421W003,3,1,3.586977160765766,5.2560018801184505,-3.586977160765766,1.0,4.830000000000002,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337279N1179386W001,13,1,6.564249030132054,8.600998788179192,-1.6570254600890162,0.8461538461538461,15.5,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337281N1177946W001,11,1,43.96194515051672,72.12606102085265,-14.718712955414878,0.9090909090909091,36.5,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337304N1177898W001,2,1,5.68027519849958,6.440537705558356,-3.0356217824408622,0.5,7.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337304N1180246W001,10,1,9.605605178070892,13.79538771922263,-3.570958967770198,0.8888888888888888,21.5,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337305N1180330W001,13,1,4.905688703349856,6.008538904330992,-2.0539081533202284,0.8461538461538461,14.999999999999998,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337334N1178220W001,4,1,17.511836848301385,19.155570147861642,-1.3189397805079857,0.5,20.575,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337344N1178235W001,4,1,9.345900978301774,11.021064850039075,-5.318939780507985,0.5,8.124999999999998,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337370N1178012W001,4,1,6.46215271387299,8.076275675901897,-6.233546331536341,0.75,16.325,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337374N1179933W001,14,1,1.4536546608020602,2.464953843171297,-0.36120877792655,0.7857142857142857,1.4124999999999996,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337374N1179933W002,8,1,5.1223798611956575,6.016433857518215,-0.22870031751240272,0.75,10.682500000000001,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337374N1179933W003,8,1,7.1580222623870196,9.734692432435212,-0.2172942419711843,1.0,10.8675,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337425N1178213W001,2,1,63.54264043386017,79.13847235859791,-63.54264043386017,1.0,47.75,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337525N1179058W001,7,1,4.745875578788836,5.254487957705165,-0.617264254577422,0.8571428571428571,0.9249999999999972,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337525N1179058W002,7,1,8.497665277143556,9.598348246764715,-2.240782927862678,1.0,25.945,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337525N1179058W003,7,1,19.558147178867113,23.45896626247306,-6.0547716929493545,0.8571428571428571,32.504999999999995,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337589N1179207W001,1,1,10.126393081162037,10.126393081162037,10.126393081162037,1.0,0.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337591N1180435W001,7,1,4.90026525330187,5.493554232373781,-0.13883042614873262,0.8571428571428571,2.2699999999999996,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337591N1180435W002,7,1,9.09949034812922,12.604443956170451,-2.9637186528272985,1.0,25.890000000000004,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337591N1180435W003,7,1,6.725120990652431,7.516230238792687,0.04481089819433226,0.8571428571428571,13.184999999999999,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337593N1180743W001,13,1,7.6406196976346035,10.035886730861451,-1.9421453498977614,0.9166666666666666,20.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337595N1180740W001,11,1,9.694622274051993,12.226181636416142,-0.9429199237551722,0.8181818181818182,15.3,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337646N1178432W001,8,1,5.896178241033182,7.433939354179049,-0.6279826222748968,0.375,1.5725000000000016,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337646N1178432W002,8,1,9.724166028280042,11.292706215254464,-3.0850713494286537,0.875,27.775,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337646N1178432W003,8,1,11.905509876740425,15.714799621444476,-5.162932727199457,0.875,22.34,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337754N1178448W001,13,1,8.130337933378975,10.141194161963847,-1.3062948381214328,0.8333333333333334,11.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337779N1179480W001,6,1,5.018923481909771,5.976436245288494,-0.9235475967458665,1.0,1.9000000000000057,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337779N1179480W002,6,1,5.543796407192354,6.499275823763893,-0.41851216825369014,1.0,16.222499999999997,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337779N1179480W003,6,1,7.566254663396965,8.60729354951353,-0.5569179182295514,0.8333333333333334,25.732499999999998,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337800N1180851W001,12,1,2.1509061296293424,2.3743323155048386,-0.9081745297227193,0.9166666666666666,5.624999999999999,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337806N1178326W001,4,1,6.879743380532477,7.68717368609318,-5.863378020470049,0.75,6.014999999999999,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337856N1178834W001,7,1,5.606338931258228,6.702125173626552,-1.0999237846071588,0.42857142857142855,2.914999999999999,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337856N1178834W002,7,1,7.240059248837251,8.126672794683229,-2.6270552444589,0.8571428571428571,16.87,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337856N1178834W003,7,1,6.938893047477042,7.436154805362819,-1.9870227171631691,1.0,21.229999999999997,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337910N1178268W001,15,1,3.035993666128479,3.527021489535395,-1.3845257329569567,0.8,1.399999999999995,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337959N1180672W001,7,1,4.4242105787267425,5.028358382109233,-0.152628589139333,0.7142857142857143,2.83,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337959N1180672W002,7,1,7.724725736611548,8.735801022846946,-0.7635786014526323,0.8571428571428571,15.335,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337959N1180672W003,7,1,4.817597139275741,5.827703742508163,-1.3557835226062676,1.0,16.259999999999998,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337995N1178787W001,7,1,6.000065502293923,7.416874632447092,-1.6179242933431561,0.5714285714285714,4.699999999999996,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337995N1178787W002,7,1,2.824751954126724,3.7166587124007737,-1.9301100081338636,1.0,13.024999999999999,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,337995N1178787W003,7,1,4.990104992069425,6.553144835477707,-2.9730491936806804,1.0,21.310000000000002,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338045N1179568W001,13,1,3.7467517998432744,4.081626170674367,-0.5737709021272872,0.5384615384615384,4.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338047N1178086W001,25,1,3.3262976122345633,7.6911892138289915,-2.897514619316522,0.88,0.3800000000000239,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338047N1178086W002,25,1,3.5238362833720287,6.758333034041579,-3.233908879365347,0.64,1.1200000000000045,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338161N1180207W001,1,1,3.288754701142917,3.288754701142917,-3.288754701142917,1.0,0.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338170N1179764W001,8,1,5.129327737587664,6.367803681428924,-0.16405175130303995,0.625,9.75,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338205N1180164W001,7,1,3.3035481466877186,4.085889692681478,-0.7579591692006412,0.8571428571428571,3.5649999999999995,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338205N1180164W002,4,1,6.47030680378488,8.50959393472406,4.595773704245565,1.0,10.38,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338205N1180164W003,7,1,4.974149972180891,6.183145620511626,-0.8551826452757444,0.7142857142857143,6.449999999999999,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338229N1179374W001,6,1,6.157643050260693,6.5771779883918144,-0.9184852065863597,0.6666666666666666,1.6374999999999993,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338229N1179374W002,6,1,2.833132008980085,3.4512059431139646,-0.25586706887569255,0.8333333333333334,11.577500000000002,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338229N1179374W003,6,1,4.195797280245837,4.31752458602568,-0.7678316548107308,0.8333333333333334,13.635000000000002,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338250N1179465W001,13,1,2.5283383268318618,3.2342961365920444,-1.2227458264130637,0.8461538461538461,5.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338285N1179436W001,13,1,4.466397882163054,4.850476352354865,-1.1446489891169727,0.6666666666666666,8.999999999999996,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338285N1179891W001,1,1,3.0266277017487795,3.0266277017487795,3.0266277017487795,1.0,0.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338320N1180539W001,12,1,3.5687171193476566,4.41023417582913,-0.8717247757902893,0.6,2.1649999999999983,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338327N1178668W001,6,1,5.809040835637462,6.731905201776332,-2.059821631554532,0.6666666666666666,7.335000000000001,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338327N1178668W002,6,1,4.0852659983906605,4.255688839790115,-0.17878757470488718,0.6666666666666666,8.752500000000001,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338327N1178668W003,6,1,4.482494574931068,4.7361354782985305,-1.0977147487633812,0.6666666666666666,8.870000000000001,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338349N1180575W001,12,1,4.039988780142379,4.649826862738898,-0.934224775790289,0.45454545454545453,3.2875,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338366N1179547W001,11,1,2.0223227557569095,2.5738767885934175,-1.0480178027166622,1.0,6.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338451N1179506W001,13,1,3.285151426581994,4.847766577183292,-1.2743366919673051,0.9090909090909091,7.000000000000002,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338469N1179285W001,13,1,4.036590614357819,5.1350066880441085,-1.140544451867934,0.75,9.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338488N1179110W001,6,1,6.459108454677999,7.300276014708545,-1.3425858898836465,0.6666666666666666,2.7924999999999915,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338488N1179110W002,6,1,2.2074516129616417,2.5584853877811904,-0.8310798054051859,1.0,6.769999999999996,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338490N1179163W001,13,1,2.162698053300685,2.887910010240991,-0.481171725939906,0.8,3.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338490N1179166W001,13,1,2.3808506047306315,2.794653864711749,-0.481171725939906,0.9,5.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338509N1178361W001,6,1,8.548493938997526,8.934318316247975,1.1614011659001608,0.16666666666666666,4.090000000000025,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338509N1178361W002,6,1,8.061792968362143,8.287710696840879,0.8116073793352815,0.16666666666666666,3.819999999999986,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338511N1180333W001,1,1,0.33218708143359077,0.33218708143359077,-0.33218708143359077,1.0,0.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338543N1178361W001,48,1,2.0501054349413734,2.6065225458957317,0.16063853746771103,0.4583333333333333,1.6749999999999972,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338552N1178566W001,6,1,7.0434065748394135,7.667852210617651,1.6744298806511921,0.5,6.729999999999993,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338552N1178566W002,6,1,7.681008278899973,9.516833275172038,0.6314891477745801,0.6666666666666666,3.6274999999999977,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338552N1178566W003,6,1,7.7466169529810704,9.598907403355227,0.6813561530631387,0.6666666666666666,3.612500000000022,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338556N1180264W001,8,1,3.8613306767676567,4.540436998560331,-0.8269712237297389,0.75,1.6625000000000005,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338556N1180264W002,7,1,7.097089517475527,8.77841626553307,-0.6069553817948076,0.8571428571428571,12.585,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338556N1180264W003,8,1,3.7795097749133566,5.084710894634645,-0.8145196622997686,0.875,7.384999999999998,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338628N1179046W001,10,1,5.5470418473244845,7.006955928989207,-2.408254004374695,0.6666666666666666,5.250000000000002,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338629N1178426W001,13,1,5.503204736346293,7.535961124064389,1.2880730068200426,0.6363636363636364,3.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338638N1178430W001,13,1,4.801923239590678,6.744489502556205,1.2111499298969657,0.6666666666666666,5.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338642N1178978W001,6,1,6.802713838467251,7.228943825072396,-0.9197260646966118,0.5,3.669999999999998,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338642N1178978W002,6,1,3.3369154695828205,3.852218343765614,-0.25894750852766374,0.8333333333333334,6.277500000000003,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338642N1178978W003,6,1,4.529418275247617,5.10934505046319,0.357289069692202,0.6666666666666666,7.464999999999989,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338642N1178979W001,13,1,3.4991923552506154,3.77279700332358,-0.4688519874072892,0.75,3.5,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338649N1178024W001,6,1,5.959914391574976,6.68558144063431,-0.31564423057135027,0.6666666666666666,2.914999999999992,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338650N1178151W001,12,1,8.316382684532874,13.164023772461759,-0.12470315936065439,0.5833333333333334,1.5974999999999966,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338664N1178426W001,13,1,5.760110572848655,8.032598546655413,1.2372865356300955,0.5833333333333334,2.0,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338715N1179765W001,10,1,1.9455381501998026,2.4320878356548845,-0.899150810967423,0.8,5.02,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338764N1176943W001,3,1,7.326044596005762,7.951753113287318,5.300774751902325,0.0,0.9000000000000057,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338774N1176944W001,4,1,7.0340620276864865,7.254198356896319,4.129445872963354,0.5,0.30000000000001137,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338942N1178371W001,12,1,3.929309187414128,4.6234267948848355,-0.8178737056434445,0.3333333333333333,0.3049999999999784,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1C,338970N1179254W001,5,1,7.872816075119593,9.34888781743769,-2.1796946321134723,0.4,1.1400000000000148,head-level residual equals delta-h residual conditional on observed h_prev
T1_TEMPORAL_OOS,B1CH,336557N1179512W001,13,1,2.5683347367234175,3.0166410187624564,-1.041534610681301,0.7692307692307693,2.420000000000001,head-level residual equals delta-h residual conditional on observed h_prev
