timestamp_utc,year_local,affected_drivers,source_station,gap_length_hours,gap_class,fallback_source,fallback_available,resolution_method,final_provenance,post_resolution_finite,weather_source,weather_method,weather_fill_method,t_db_primitive_gap_hours,t_dew_primitive_gap_hours,pressure_primitive_gap_hours,short_gap_variable_specific_ok,tertiary_source,source_selection_independent_of_model_results
2013-06-01 01:00:00+00:00,2013,t_wb_C;rh_pct,KBDN / 72063800224,6,long_gap,KBDN,1,kbdn_tertiary_gapfill,canonical weather; kbdn_tertiary_gapfill after KS39/KRDM unavailable; NCEI QC; monthly additive KRDM-KBDN bias; RH/Twb recomputed from final T/Td/P; not observed at preferred station,1,KBDN,kbdn_tertiary_gapfill,kbdn_tertiary_gapfill_monthly_bias,0,6,0,1,KBDN/72063800224,yes
2013-06-08 19:00:00+00:00,2013,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2013-07-24 21:00:00+00:00,2013,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2013-09-02 05:00:00+00:00,2013,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2013-09-15 23:00:00+00:00,2013,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2013-09-20 20:00:00+00:00,2013,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2013-10-06 00:00:00+00:00,2013,t_wb_C;rh_pct,KBDN / 72063800224,3,long_gap,KBDN,1,kbdn_tertiary_gapfill,canonical weather; kbdn_tertiary_gapfill after KS39/KRDM unavailable; NCEI QC; monthly additive KRDM-KBDN bias; RH/Twb recomputed from final T/Td/P; not observed at preferred station,1,KBDN,kbdn_tertiary_gapfill,kbdn_tertiary_gapfill_monthly_bias,0,3,0,1,KBDN/72063800224,yes
2013-10-06 01:00:00+00:00,2013,t_wb_C;rh_pct,KBDN / 72063800224,3,long_gap,KBDN,1,kbdn_tertiary_gapfill,canonical weather; kbdn_tertiary_gapfill after KS39/KRDM unavailable; NCEI QC; monthly additive KRDM-KBDN bias; RH/Twb recomputed from final T/Td/P; not observed at preferred station,1,KBDN,kbdn_tertiary_gapfill,kbdn_tertiary_gapfill_monthly_bias,0,3,0,1,KBDN/72063800224,yes
2013-10-06 02:00:00+00:00,2013,t_wb_C;rh_pct,KBDN / 72063800224,3,long_gap,KBDN,1,kbdn_tertiary_gapfill,canonical weather; kbdn_tertiary_gapfill after KS39/KRDM unavailable; NCEI QC; monthly additive KRDM-KBDN bias; RH/Twb recomputed from final T/Td/P; not observed at preferred station,1,KBDN,kbdn_tertiary_gapfill,kbdn_tertiary_gapfill_monthly_bias,0,3,0,1,KBDN/72063800224,yes
2013-10-12 16:00:00+00:00,2013,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,1,0,1,,yes
2013-10-16 19:00:00+00:00,2013,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2013-10-19 21:00:00+00:00,2013,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2013-10-26 20:00:00+00:00,2013,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2013-11-24 22:00:00+00:00,2013,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2013-12-11 21:00:00+00:00,2013,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2014-01-03 06:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2014-01-26 21:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2014-02-10 20:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2014-03-12 01:00:00+00:00,2014,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2014-03-17 01:00:00+00:00,2014,t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,2,0,1,,yes
2014-03-17 02:00:00+00:00,2014,t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,2,0,1,,yes
2014-03-19 19:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2014-03-24 20:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2014-03-24 21:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2014-04-14 20:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2014-04-19 18:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2014-04-19 19:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2014-05-01 02:00:00+00:00,2014,t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,2,0,1,,yes
2014-05-01 03:00:00+00:00,2014,t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,2,0,1,,yes
2014-05-06 01:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct;pressure_Pa,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,1,1,1,,yes
2014-06-04 08:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2014-06-22 08:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2014-07-10 17:00:00+00:00,2014,t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,2,0,1,,yes
2014-07-10 18:00:00+00:00,2014,t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,2,0,1,,yes
2014-07-13 04:00:00+00:00,2014,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2014-07-18 18:00:00+00:00,2014,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2014-08-06 02:00:00+00:00,2014,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2014-10-06 20:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2014-10-08 20:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2014-11-18 19:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2014-11-18 20:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2014-12-11 21:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,1,0,1,,yes
2014-12-15 21:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,1,0,1,,yes
2014-12-16 20:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct;pressure_Pa,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,2,1,1,,yes
2014-12-16 21:00:00+00:00,2014,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,2,0,1,,yes
2015-02-24 21:00:00+00:00,2015,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2015-03-09 15:00:00+00:00,2015,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,1,0,1,,yes
2015-03-13 19:00:00+00:00,2015,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2015-03-27 19:00:00+00:00,2015,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2015-03-30 20:00:00+00:00,2015,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2015-04-13 18:00:00+00:00,2015,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2015-06-16 05:00:00+00:00,2015,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2015-07-30 22:00:00+00:00,2015,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2015-07-30 23:00:00+00:00,2015,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2015-08-01 08:00:00+00:00,2015,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2016-09-10 22:00:00+00:00,2016,t_db_C;t_wb_C;rh_pct,KBDN / 72063800224,3,long_gap,KBDN,1,kbdn_tertiary_gapfill,canonical weather; kbdn_tertiary_gapfill after KS39/KRDM unavailable; NCEI QC; monthly additive KRDM-KBDN bias; RH/Twb recomputed from final T/Td/P; not observed at preferred station,1,KBDN,kbdn_tertiary_gapfill,kbdn_tertiary_gapfill_monthly_bias,3,0,0,1,KBDN/72063800224,yes
2016-09-10 23:00:00+00:00,2016,t_db_C;t_wb_C;rh_pct,KBDN / 72063800224,3,long_gap,KBDN,1,kbdn_tertiary_gapfill,canonical weather; kbdn_tertiary_gapfill after KS39/KRDM unavailable; NCEI QC; monthly additive KRDM-KBDN bias; RH/Twb recomputed from final T/Td/P; not observed at preferred station,1,KBDN,kbdn_tertiary_gapfill,kbdn_tertiary_gapfill_monthly_bias,3,0,0,1,KBDN/72063800224,yes
2016-09-11 00:00:00+00:00,2016,t_db_C;t_wb_C;rh_pct,KBDN / 72063800224,3,long_gap,KBDN,1,kbdn_tertiary_gapfill,canonical weather; kbdn_tertiary_gapfill after KS39/KRDM unavailable; NCEI QC; monthly additive KRDM-KBDN bias; RH/Twb recomputed from final T/Td/P; not observed at preferred station,1,KBDN,kbdn_tertiary_gapfill,kbdn_tertiary_gapfill_monthly_bias,3,0,0,1,KBDN/72063800224,yes
2018-07-31 03:00:00+00:00,2018,t_wb_C;rh_pct,KS39 / Prineville Airport,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KS39,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2018-11-14 19:00:00+00:00,2018,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2018-11-14 20:00:00+00:00,2018,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2019-08-05 18:00:00+00:00,2019,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,1,0,1,,yes
2020-07-18 23:00:00+00:00,2020,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2021-06-30 02:00:00+00:00,2021,t_wb_C;rh_pct,KS39 / Prineville Airport,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KS39,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2022-04-07 21:00:00+00:00,2022,t_db_C;t_wb_C;rh_pct,KS39 / Prineville Airport,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KS39,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2023-08-13 22:00:00+00:00,2023,t_db_C;t_wb_C;rh_pct;pressure_Pa,KRDM / 72692024230,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,1,1,1,,yes
2024-07-07 00:00:00+00:00,2024,t_db_C;t_wb_C;rh_pct;pressure_Pa,KRDM / 72692024230,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,1,1,1,,yes
2024-07-12 20:00:00+00:00,2024,t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2024-07-20 01:00:00+00:00,2024,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,1,0,1,,yes
2024-08-03 00:00:00+00:00,2024,t_wb_C;rh_pct,KS39 / Prineville Airport,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KS39,interpolated_short_gap,interpolated_short_gap,0,1,0,1,,yes
2024-08-31 00:00:00+00:00,2024,t_db_C;t_wb_C;rh_pct,KS39 / Prineville Airport,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KS39,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2024-08-31 23:00:00+00:00,2024,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,1,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,1,0,0,1,,yes
2024-10-04 17:00:00+00:00,2024,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
2024-10-04 18:00:00+00:00,2024,t_db_C;t_wb_C;rh_pct,KRDM / 72692024230,2,short_gap,KRDM,0,interpolated_short_gap,"canonical KS39/KRDM weather; interpolated_short_gap (<=2 h, bracketing QC-passed); RH/Twb recomputed from final T/Td/P; not a generic observed label",1,KRDM,interpolated_short_gap,interpolated_short_gap,2,0,0,1,,yes
