n,mean_bias,median_bias,mae,rmse,corr,p05,p50,p95,variable,subset
78950,-0.7873550454820869,-0.933339436848935,1.4567491333192997,1.8454735181353599,0.9866485696931808,-3.1333394368489356,-0.933339436848935,2.099993896484398,dry_bulb_C,all_overlap
78950,0.13362015481546932,0.19999389648439792,1.2602977087094238,1.7185238546813257,0.9500511707943469,-2.800006103515602,0.19999389648439792,2.699993896484398,dewpoint_C,all_overlap
78950,3.9855797716072052,3.853432667208695,6.627986168096952,8.565227335318024,0.9520791076847671,-7.803872814608354,3.853432667208695,16.032453842728177,rh_pct,all_overlap
78950,-0.30903186501262453,-0.40386250807514623,0.9257422943360671,1.229285140079218,0.9835912039775219,-1.9822074381510293,-0.40386250807514623,1.6931501258374706,wet_bulb_C,all_overlap
77626,-0.43989502918046103,-0.4000001271565754,1.3801473489762004,1.775952930549109,0.7138800470167802,-3.1,-0.4000001271565754,2.433333237965902,wind_m_s,all_overlap
7895,-1.1359470245325207,-1.233339436848933,1.4662602261708473,1.7581266841249914,0.9667533482788792,-3.0666727701822687,-1.233339436848933,1.0999938964843992,dry_bulb_C,ks39_twb_ge_p90_12.71C
7895,-0.39354710294260553,-0.4666727701822686,1.8422789207795989,2.381655910265773,0.8411946477544013,-4.0100061035156,-0.4666727701822686,3.4666605631510645,dewpoint_C,ks39_twb_ge_p90_12.71C
7895,1.6535609229600292,0.9400288738890268,4.272242881862637,6.057251971715945,0.9502690981467455,-6.216886629275635,0.9400288738890268,12.028772182309503,rh_pct,ks39_twb_ge_p90_12.71C
7895,-0.5379405298400879,-0.6556203206379685,0.8970669045755308,1.0773241465008914,0.7991420057718218,-1.8757710266114027,-0.6556203206379685,1.0938804626465144,wet_bulb_C,ks39_twb_ge_p90_12.71C
