metric,value
holdout_water_pct_error_2023,128.87288321798508
holdout_water_pct_error_2024,100.63010003568982
holdout_water_mape,114.75149162683745
max_abs_elec_residual_mwh,2.3283064365386963e-10
annual_raw_evap_m3_sum,347803.30046116334
cooling_mode_frac_outside_air_or_winter_mix,0.9204552861426151
cooling_mode_frac_partial_evap,0.07858330074305828
cooling_mode_frac_full_evap,0.0009614131143266849
summer_jja_mean_evap_m3_h,9.752612109547071
