kind,scale,bic,break_year,modeled_2011_annual_pue,meta_2011_full_load_pue_benchmark,meta_2011_wue_benchmark_L_per_kWh_it
global,8.226770407288598,-11.445197156191044,,1.0600794289731903,1.07,0.31
