regime,model,site_code,n_transitions,n_wells,MAE_h_ft,RMSE_h_ft,bias_h_ft,MAE_delta_h_ft,RMSE_delta_h_ft,bias_delta_h_ft,sign_accuracy_delta_h,R2_h_secondary,R2_delta_h_secondary,delta_h_IQR_ft,B0_RMSE_delta_h_ft,B0_MAE_delta_h_ft,well_RMSE_improvement_ft_vs_B0,well_MAE_improvement_ft_vs_B0,well_RMSE_skill_vs_B0,well_MAE_skill_vs_B0
T1_TEMPORAL_OOS,B2,336978N1179845W001,4,1,2.73795645,3.802432038,-0.8015994926,2.73795645,3.802432038,-0.8015994926,0.5,-47.70228009,-7.111354503,2.3,1.443952908,1.3,-2.35847913,-1.43795645,-1.633349064,-1.106120346
T1_TEMPORAL_OOS,B2,336979N1179454W001,1,1,2.310544161,2.310544161,-2.310544161,2.310544161,2.310544161,-2.310544161,1,,,0,6.46,6.46,4.149455839,4.149455839,0.6423306253,0.6423306253
T1_TEMPORAL_OOS,B2,337057N1180070W001,13,1,12.01295679,13.44269708,-2.233789521,12.01295679,13.44269708,-2.233789521,0.6153846154,0.3931819558,0.2459517362,27,15.78338952,13.92307692,2.340692436,1.91012013,0.1483009992,0.1371909485
T1_TEMPORAL_OOS,B2,337059N1180056W001,13,1,10.95473028,12.78401807,-2.215092958,10.95473028,12.78401807,-2.215092958,0.6153846154,0.4108140505,0.2548967738,24,15.12639059,12.84615385,2.342372522,1.891423567,0.1548533675,0.1472365651
T1_TEMPORAL_OOS,B2,337105N1178932W001,13,1,15.87841902,23.13073092,-0.5396679611,15.87841902,23.13073092,-0.5396679611,0.7692307692,0.6554310517,0.1645216934,19.72,25.35008861,18.29923077,2.219357686,2.420811747,0.08754832065,0.1322903557
T1_TEMPORAL_OOS,B2,337105N1178932W002,13,1,9.257147298,12.90816419,-0.7941383181,9.257147298,12.90816419,-0.7941383181,0.9230769231,0.7452575457,0.3201808526,20.53,15.7085878,12.02076923,2.800423613,2.763621933,0.1782734163,0.2299039171
T1_TEMPORAL_OOS,B2,337112N1177826W001,4,1,37.90184835,41.30885245,-17.69154801,37.90184835,41.30885245,-17.69154801,0.25,-4.860214777,-0.33607735,34.75,39.68311984,37.25,-1.625732609,-0.6518483513,-0.0409678628,-0.0174992846
T1_TEMPORAL_OOS,B2,337141N1179955W001,12,1,2.237330232,2.935523748,-0.3879526483,2.237330232,2.935523748,-0.3879526483,0.8333333333,0.8014396626,0.4329989241,6.3725,3.89847406,3.33,0.9629503122,1.092669768,0.247006982,0.3281290596
T1_TEMPORAL_OOS,B2,337148N1177696W001,7,1,4.359043637,5.352782901,-3.334658292,4.359043637,5.352782901,-3.334658292,0.1666666667,-46.47637799,-166.9581235,0.5,0.4813225827,0.3157142857,-4.871460319,-4.043329351,-10.12098849,-12.80692555
T1_TEMPORAL_OOS,B2,337148N1177696W002,7,1,5.51744283,6.402082211,-4.974937746,5.51744283,6.402082211,-4.974937746,0.7142857143,0.004647329483,0.3228310066,12.625,8.13996841,7.534285714,1.737886198,2.016842884,0.2135003615,0.2676886649
T1_TEMPORAL_OOS,B2,337148N1177696W003,7,1,6.967254135,8.135828721,-4.52331898,6.967254135,8.135828721,-4.52331898,0.8571428571,0.239241181,0.2659623311,13.84,9.85122835,8.724285714,1.715399629,1.757031579,0.1741305316,0.2013954651
T1_TEMPORAL_OOS,B2,337161N1179887W001,3,1,2.635086026,2.791135469,0.4109830284,2.635086026,2.791135469,0.4109830284,1,-4.407438945,0.3065345403,3.565,5.097025276,3.84,2.305889807,1.204913974,0.4523991314,0.3137796806
T1_TEMPORAL_OOS,B2,337188N1180275W001,9,1,6.652972284,8.035911834,0.1383412915,6.652972284,8.035911834,0.1383412915,0.7777777778,0.7275688106,0.4673340876,17,11.01275927,9.406666667,2.976847432,2.753694383,0.2703089535,0.2927385949
T1_TEMPORAL_OOS,B2,337216N1178318W001,7,1,3.456427708,4.358343747,-2.418061658,3.456427708,4.358343747,-2.418061658,0.5714285714,-8.803633541,-22.61179649,1.185,0.987384713,0.8014285714,-3.370959034,-2.654999137,-3.414027977,-3.312833148
T1_TEMPORAL_OOS,B2,337216N1178318W002,7,1,15.01773702,17.29929931,-4.596604072,15.01773702,17.29929931,-4.596604072,0.8571428571,-0.02766135021,0.2851131253,28.99,20.97218021,18.25428571,3.672880898,3.23654869,0.1751310956,0.1773034969
T1_TEMPORAL_OOS,B2,337216N1178318W003,7,1,15.33097195,17.12465197,-3.786142722,15.33097195,17.12465197,-3.786142722,1,0.1516930699,0.3081221117,29.67,20.95860342,18.70285714,3.833951441,3.371885196,0.1829297194,0.1802871706
T1_TEMPORAL_OOS,B2,337233N1179421W001,3,1,3.72150428,5.250751324,-3.72150428,3.72150428,5.250751324,-3.72150428,1,0.6008800601,-0.3789959931,5.315,8.872416056,7.663333333,3.621664732,3.941829054,0.4081937444,0.5143752571
T1_TEMPORAL_OOS,B2,337233N1179421W002,3,1,1.304441498,1.417675404,1.304441498,1.304441498,1.417675404,1.304441498,1,0.501885476,-2.585946623,0.895,2.088771569,1.95,0.6710961649,0.6455585023,0.3212874854,0.3310556422
T1_TEMPORAL_OOS,B2,337233N1179421W003,3,1,3.614264728,4.67320895,-3.221357069,3.614264728,4.67320895,-3.221357069,1,0.6986743861,-0.4021433931,4.83,8.810064321,7.876666667,4.136855371,4.262401939,0.469560178,0.5411428615
T1_TEMPORAL_OOS,B2,337279N1179386W001,13,1,6.661075763,8.586398628,-1.015025299,6.661075763,8.586398628,-1.015025299,0.8461538462,0.7333120795,0.358204526,15.5,10.80459411,8.762307692,2.21819548,2.101231929,0.2053011393,0.2398034859
T1_TEMPORAL_OOS,B2,337281N1177946W001,11,1,44.1075748,72.34756442,-13.22952663,44.1075748,72.34756442,-13.22952663,0.8181818182,-0.1838427823,0.05756587693,36.5,75.93059031,47.81818182,3.583025894,3.710607014,0.04718817382,0.07759824553
T1_TEMPORAL_OOS,B2,337304N1177898W001,2,1,5.745507672,6.509787527,-3.060469775,5.745507672,6.509787527,-3.060469775,0.5,-41.37733365,0.1351564561,7,8.602325267,7,2.09253774,1.254492328,0.2432525712,0.1792131897
T1_TEMPORAL_OOS,B2,337304N1180246W001,10,1,10.2746921,13.99084555,-2.828519264,10.2746921,13.99084555,-2.828519264,0.7777777778,-0.01106008019,0.242250446,21.5,16.45979951,12.15,2.468953964,1.875307902,0.1499990302,0.1543463293
T1_TEMPORAL_OOS,B2,337305N1180330W001,13,1,4.862111995,6.102806056,-1.487349331,4.862111995,6.102806056,-1.487349331,0.7692307692,0.5641686153,0.4068717624,15,8.119302736,6.692307692,2.01649668,1.830195697,0.2483583561,0.273477518
T1_TEMPORAL_OOS,B2,337334N1178220W001,4,1,18.59084599,22.04943041,-2.200015757,18.59084599,22.04943041,-2.200015757,0.75,-1.347244323,0.163964036,20.575,24.12296624,20.575,2.073535823,1.984154012,0.08595691768,0.09643518893
T1_TEMPORAL_OOS,B2,337344N1178235W001,4,1,7.081850318,8.068336396,-6.49046686,7.081850318,8.068336396,-6.49046686,0.75,-1.383943685,-0.6496441743,8.125,7.800801241,7.325,-0.2675351553,0.2431496822,-0.0342958559,0.03319449587
T1_TEMPORAL_OOS,B2,337370N1178012W001,4,1,9.484508042,13.05330648,-9.484508042,9.484508042,13.05330648,-9.484508042,0.75,-21.62236298,-0.2187441437,16.325,14.57677948,11.725,1.523472996,2.240491958,0.1045136889,0.1910867342
T1_TEMPORAL_OOS,B2,337374N1179933W001,14,1,0.9926216315,1.208749518,-0.5222344603,0.9926216315,1.208749518,-0.5222344603,0.7142857143,0.8278607247,0.6742381292,1.4125,2.127028444,1.483571429,0.9182789254,0.490949797,0.4317191564,0.3309242734
T1_TEMPORAL_OOS,B2,337374N1179933W002,8,1,6.419818337,7.41182525,0.0985312008,6.419818337,7.41182525,0.0985312008,0.75,0.5694959383,0.3837525616,10.6825,9.443383266,7.76875,2.031558015,1.348931663,0.2151303149,0.1736356122
T1_TEMPORAL_OOS,B2,337374N1179933W003,8,1,6.841423192,10.43460661,0.7931365262,6.841423192,10.43460661,0.7931365262,1,0.4549133918,0.3972396621,10.8675,13.44121367,10.19,3.006607065,3.348576808,0.2236856833,0.3286140146
T1_TEMPORAL_OOS,B2,337425N1178213W001,2,1,65.32918639,81.87560895,-65.32918639,65.32918639,81.87560895,-65.32918639,1,-0.9095559019,-1.940101572,47.75,85.35587267,70.75,3.480263724,5.420813608,0.04077357088,0.07661927361
T1_TEMPORAL_OOS,B2,337525N1179058W001,7,1,2.485809632,3.557464924,-2.249271698,2.485809632,3.557464924,-2.249271698,0.8571428571,-7.387193897,-6.731118319,0.925,1.395482507,1.022857143,-2.161982417,-1.462952489,-1.549272317,-1.430260814
T1_TEMPORAL_OOS,B2,337525N1179058W002,7,1,10.74862861,11.669316,-2.498731299,10.74862861,11.669316,-2.498731299,1,0.3641216624,0.4201242351,25.945,15.47648354,14.23428571,3.807167543,3.485657106,0.2459969367,0.2448775566
T1_TEMPORAL_OOS,B2,337525N1179058W003,7,1,20.4102897,23.85199626,-5.688886525,20.4102897,23.85199626,-5.688886525,0.8571428571,-0.1815671513,0.2068825706,32.505,27.44228125,23.82857143,3.590284989,3.418281729,0.130830413,0.1434530702
T1_TEMPORAL_OOS,B2,337589N1179207W001,1,1,1.07374685,1.07374685,-1.07374685,1.07374685,1.07374685,-1.07374685,1,,,0,4,4,2.92625315,2.92625315,0.7315632874,0.7315632874
T1_TEMPORAL_OOS,B2,337591N1180435W001,7,1,2.404372398,2.669573194,-1.085601832,2.404372398,2.669573194,-1.085601832,0.8571428571,-0.9115886727,-0.9632432396,2.27,1.929407755,1.472857143,-0.740165439,-0.9315152548,-0.3836231284,-0.6324545862
T1_TEMPORAL_OOS,B2,337591N1180435W002,7,1,11.30671634,13.79767328,-2.632141898,11.30671634,13.79767328,-2.632141898,1,0.04157348103,0.3296645679,25.89,17.14078845,14.89142857,3.343115163,3.58471223,0.1950385873,0.2407231927
T1_TEMPORAL_OOS,B2,337591N1180435W003,7,1,8.574703544,10.02612177,-0.5317179182,8.574703544,10.02612177,-0.5317179182,0.8571428571,0.4305590915,0.3788043482,13.185,12.72152057,10.15142857,2.695398807,1.576725028,0.2118770937,0.1553205065
T1_TEMPORAL_OOS,B2,337593N1180743W001,13,1,7.732980822,9.898929824,-0.8793579143,7.732980822,9.898929824,-0.8793579143,0.9166666667,0.7595942574,0.4243165831,20,13.15587029,10.15384615,3.256940465,2.420865332,0.2475655653,0.2384185554
T1_TEMPORAL_OOS,B2,337595N1180740W001,11,1,9.12152348,12.33037898,0.3109539404,9.12152348,12.33037898,0.3109539404,0.8181818182,0.4433402352,0.2859293495,15.3,14.59332911,11,2.262950134,1.87847652,0.1550674364,0.1707705927
T1_TEMPORAL_OOS,B2,337646N1178432W001,8,1,3.817723799,4.89177662,-2.033061958,3.817723799,4.89177662,-2.033061958,0.25,-5.710809664,-20.41990263,1.5725,1.120262246,0.97625,-3.771514374,-2.841473799,-3.366635256,-2.910600562
T1_TEMPORAL_OOS,B2,337646N1178432W002,8,1,11.61663273,13.64926927,-2.635103506,11.61663273,13.64926927,-2.635103506,1,0.3134269589,0.3387787161,27.775,17.0232914,14.8125,3.374022127,3.195867268,0.1982003391,0.2157547523
T1_TEMPORAL_OOS,B2,337646N1178432W003,8,1,12.74168784,16.88296646,-5.199315719,12.74168784,16.88296646,-5.199315719,0.875,-0.1378308466,0.2335674052,22.34,19.89897076,15.88375,3.016004309,3.142062158,0.1515658445,0.1978161428
T1_TEMPORAL_OOS,B2,337754N1178448W001,13,1,8.026912207,10.1209296,-1.657504437,8.026912207,10.1209296,-1.657504437,0.9166666667,0.5918706742,0.3150042148,11,12.26941162,9.461538462,2.148482026,1.434626255,0.1751088065,0.1516271652
T1_TEMPORAL_OOS,B2,337779N1179480W001,6,1,2.853699834,3.649010256,-2.769439783,2.853699834,3.649010256,-2.769439783,0.8333333333,-19.18723492,-4.622945641,1.9,1.653496296,1.371666667,-1.995513961,-1.482033167,-1.206845135,-1.080461604
T1_TEMPORAL_OOS,B2,337779N1179480W002,6,1,8.487858422,10.18580443,-1.200936778,8.487858422,10.18580443,-1.200936778,1,0.4299422585,0.4605823914,16.2225,13.86896535,11.93333333,3.683160925,3.445474911,0.2655685432,0.2887269479
T1_TEMPORAL_OOS,B2,337779N1179480W003,6,1,9.165321911,10.70409006,-1.041469615,9.165321911,10.70409006,-1.041469615,0.8333333333,0.4226786121,0.4475044681,25.7325,14.40273064,12.18833333,3.698640585,3.023011422,0.2568013439,0.2480250039
T1_TEMPORAL_OOS,B2,337800N1180851W001,12,1,1.904865424,2.516089172,-0.5906236947,1.904865424,2.516089172,-0.5906236947,1,0.8844523237,0.6902423473,5.625,4.523868183,3.74,2.00777901,1.835134576,0.443819079,0.490677694
T1_TEMPORAL_OOS,B2,337806N1178326W001,4,1,7.61767735,9.257310108,-7.035885709,7.61767735,9.257310108,-7.035885709,0.75,-0.8184242838,-1.186520923,6.015,11.22331947,9.315,1.966009365,1.69732265,0.1751718259,0.1822139184
T1_TEMPORAL_OOS,B2,337856N1178834W001,7,1,4.083996101,5.783962709,-3.383655292,4.083996101,5.783962709,-3.383655292,0.4285714286,-1.818338034,-5.710796534,2.915,2.412144867,2.027142857,-3.371817843,-2.056853244,-1.397850473,-1.014656287
T1_TEMPORAL_OOS,B2,337856N1178834W002,7,1,8.569715388,9.341317657,-3.622656732,8.569715388,9.341317657,-3.622656732,0.7142857143,0.1891537174,0.415490759,16.87,12.45959871,11.09142857,3.118281052,2.521713183,0.2502713871,0.2273569331
T1_TEMPORAL_OOS,B2,337856N1178834W003,7,1,9.546400425,10.36020092,-2.729033577,9.546400425,10.36020092,-2.729033577,0.8571428571,0.387228861,0.4132110234,21.23,13.64394162,12.78857143,3.2837407,3.242171003,0.2406739043,0.2535209676
T1_TEMPORAL_OOS,B2,337910N1178268W001,15,1,4.260318713,4.954755977,-4.170107299,4.260318713,4.954755977,-4.170107299,0.8,-4.563886199,-5.876438523,1.4,1.931072241,1.253333333,-3.023683736,-3.00698538,-1.565805604,-2.399190463
T1_TEMPORAL_OOS,B2,337959N1180672W001,7,1,1.964012933,2.464552443,-1.090293757,1.964012933,2.464552443,-1.090293757,0.7142857143,-0.1220280577,-0.2463042154,2.83,2.209641212,1.791428571,-0.2549112313,-0.172584362,-0.1153631775,-0.09633895804
T1_TEMPORAL_OOS,B2,337959N1180672W002,7,1,10.08173163,11.55237843,-1.09614061,10.08173163,11.55237843,-1.09614061,0.8571428571,0.4393799881,0.3861112499,15.335,14.76119285,12.20714286,3.208814421,2.125411232,0.217381783,0.1741120962
T1_TEMPORAL_OOS,B2,337959N1180672W003,7,1,7.170406451,8.426792603,-1.305652337,7.170406451,8.426792603,-1.305652337,1,0.5012474443,0.5095349195,16.26,12.10228196,10.60571429,3.675489354,3.435307835,0.3037021751,0.3239110297
T1_TEMPORAL_OOS,B2,337995N1178787W001,7,1,5.314167125,7.433149344,-4.219759547,5.314167125,7.433149344,-4.219759547,0.5714285714,-0.58749766,-1.724622021,4.7,4.722195313,3.727142857,-2.710954031,-1.587024268,-0.5740876545,-0.4258018351
T1_TEMPORAL_OOS,B2,337995N1178787W002,7,1,6.080982981,6.757664092,-3.966729385,6.080982981,6.757664092,-3.966729385,0.8571428571,0.2502528631,0.3513697475,13.025,8.567475041,7.734285714,1.809810949,1.653302733,0.2112420451,0.2137628211
T1_TEMPORAL_OOS,B2,337995N1178787W003,7,1,7.875544164,8.996736567,-4.642601493,7.875544164,8.996736567,-4.642601493,0.8571428571,0.09573665643,0.3625714832,21.31,11.60575104,11.11714286,2.60901447,3.241598694,0.2248035876,0.2915855931
T1_TEMPORAL_OOS,B2,338045N1179568W001,13,1,3.711710483,4.048256691,-1.380517629,3.711710483,4.048256691,-1.380517629,0.6923076923,-2.889939042,-1.837742416,4,2.433737234,2.230769231,-1.614519457,-1.480941252,-0.6633910329,-0.6638702164
T1_TEMPORAL_OOS,B2,338047N1178086W001,25,1,10.83984125,13.752664,-10.83984125,10.83984125,13.752664,-10.83984125,0.84,-10.5165624,-0.903030263,0.38,10.13419676,3.0192,-3.618467243,-7.820641249,-0.3570551597,-2.59030248
T1_TEMPORAL_OOS,B2,338047N1178086W002,25,1,8.957710916,11.03401663,-8.957710916,8.957710916,11.03401663,-8.957710916,0.64,-1.341439284,-0.858415318,1.12,8.37651837,2.9652,-2.657498262,-5.992510916,-0.3172557075,-2.020946619
T1_TEMPORAL_OOS,B2,338161N1180207W001,1,1,1.342967186,1.342967186,1.342967186,1.342967186,1.342967186,1.342967186,1,,,0,2,2,0.6570328141,0.6570328141,0.328516407,0.328516407
T1_TEMPORAL_OOS,B2,338170N1179764W001,8,1,5.162301579,5.984267424,0.236062269,5.162301579,5.984267424,0.236062269,0.75,0.7206322254,0.4123248147,9.75,8.124038405,6.5,2.13977098,1.337698421,0.2633876003,0.2057997571
T1_TEMPORAL_OOS,B2,338205N1180164W001,7,1,2.167745529,2.480349179,-1.854080832,2.167745529,2.480349179,-1.854080832,0.8571428571,0.1017415127,0.2467871296,3.565,2.874250213,2.38,0.3939010339,0.2122544708,0.1370447959,0.08918255077
T1_TEMPORAL_OOS,B2,338205N1180164W002,4,1,8.346473061,11.09784112,6.392284191,8.346473061,11.09784112,6.392284191,1,0.3285287587,0.09380279562,10.38,14.58247236,11.705,3.484631231,3.358526939,0.2389602494,0.2869309644
T1_TEMPORAL_OOS,B2,338205N1180164W003,7,1,6.221350302,8.618702389,-0.9297040159,6.221350302,8.618702389,-0.9297040159,0.7142857143,0.4460179833,0.4759343736,6.45,11.91235253,8.688571429,3.293650143,2.467221126,0.2764903183,0.2839616555
T1_TEMPORAL_OOS,B2,338229N1179374W001,6,1,3.627510318,4.532681586,-3.051096178,3.627510318,4.532681586,-3.051096178,0.6666666667,-48.55659904,-20.84749513,1.6375,1.062834261,0.8783333333,-3.469847325,-2.749176985,-3.264711585,-3.129992772
T1_TEMPORAL_OOS,B2,338229N1179374W002,6,1,5.021591959,5.677391896,-2.183474161,5.021591959,5.677391896,-2.183474161,0.6666666667,0.4905939859,0.4735487568,11.5775,7.828020184,6.726666667,2.150628288,1.705074708,0.2747346375,0.2534798872
T1_TEMPORAL_OOS,B2,338229N1179374W003,6,1,4.625942585,6.365025328,-2.089423324,4.625942585,6.365025328,-2.089423324,1,0.5272550054,0.5852793288,13.635,9.887870516,8.125,3.522845187,3.499057415,0.356279462,0.4306532203
T1_TEMPORAL_OOS,B2,338250N1179465W001,13,1,2.815402426,3.870000247,-1.758465674,2.815402426,3.870000247,-1.758465674,0.9230769231,0.7291786408,0.5307570591,5,5.751254044,4.461538462,1.881253797,1.646136036,0.3271032339,0.3689615253
T1_TEMPORAL_OOS,B2,338285N1179436W001,13,1,4.248664234,4.9413471,-1.763986156,4.248664234,4.9413471,-1.763986156,0.6666666667,0.4830295682,0.3468727467,9,6.195531889,5,1.254184789,0.7513357662,0.2024337557,0.1502671532
T1_TEMPORAL_OOS,B2,338285N1179891W001,1,1,1.349272495,1.349272495,1.349272495,1.349272495,1.349272495,1.349272495,1,,,0,2,2,0.6507275048,0.6507275048,0.3253637524,0.3253637524
T1_TEMPORAL_OOS,B2,338320N1180539W001,12,1,3.607418981,4.799960807,-0.9175174017,3.607418981,4.799960807,-0.9175174017,0.6,-2.048560879,-0.7424178773,2.165,3.640132781,2.528333333,-1.159828025,-1.079085647,-0.3186224501,-0.4267972237
T1_TEMPORAL_OOS,B2,338327N1178668W001,6,1,5.673864854,7.309509644,-4.83202499,5.673864854,7.309509644,-4.83202499,0.6666666667,-1.448525646,-1.071135658,7.335,5.272489924,4.521666667,-2.03701972,-1.152198188,-0.3863487175,-0.2548171443
T1_TEMPORAL_OOS,B2,338327N1178668W002,6,1,5.583044507,6.058946163,-2.872169913,5.583044507,6.058946163,-2.872169913,0.6666666667,0.247429573,0.1573465177,8.7525,6.617029797,5.561666667,0.5580836338,-0.02137784018,0.08434050487,-0.003843783072
T1_TEMPORAL_OOS,B2,338327N1178668W003,6,1,6.170838356,6.761179824,-3.795093267,6.170838356,6.761179824,-3.795093267,0.6666666667,-0.2436361282,-0.005016934763,8.87,6.759501954,5.603333333,-0.001677870301,-0.5675050227,-0.0002482239538,-0.101279897
T1_TEMPORAL_OOS,B2,338349N1180575W001,12,1,3.868443353,4.677861488,-0.441629622,3.868443353,4.677861488,-0.441629622,0.5454545455,-0.7614806195,-0.3536217054,3.2875,4.027198158,2.9225,-0.650663331,-0.9459433534,-0.1615672499,-0.3236760833
T1_TEMPORAL_OOS,B2,338366N1179547W001,11,1,2.378177935,2.894453841,-1.121647117,2.378177935,2.894453841,-1.121647117,0.9090909091,0.7670676867,0.5530328804,6,4.337992833,3.545454545,1.443538992,1.167276611,0.3327665692,0.3292318646
T1_TEMPORAL_OOS,B2,338451N1179506W001,13,1,3.524966221,5.268434469,-1.595560788,3.524966221,5.268434469,-1.595560788,0.8181818182,0.5007628888,0.4003027491,7,6.900390178,4.538461538,1.631955709,1.013495318,0.2365019466,0.2233125276
T1_TEMPORAL_OOS,B2,338469N1179285W001,13,1,4.633243229,5.59328281,-2.193893464,4.633243229,5.59328281,-2.193893464,0.75,-0.2666826373,0.0798584532,9,5.916079783,5.153846154,0.3227969732,0.5206029244,0.05456264707,0.1010125077
T1_TEMPORAL_OOS,B2,338488N1179110W001,6,1,4.762338707,5.736533801,-3.969434406,4.762338707,5.736533801,-3.969434406,0.6666666667,-8.471239042,-11.25012612,2.7925,1.800374961,1.491666667,-3.93615884,-3.27067204,-2.18629948,-2.192629301
T1_TEMPORAL_OOS,B2,338488N1179110W002,6,1,3.690882906,4.257842908,-3.23640728,3.690882906,4.257842908,-3.23640728,0.6666666667,0.2469681882,0.4073109212,6.77,5.535569829,4.69,1.277726921,0.9991170937,0.2308212092,0.2130313633
T1_TEMPORAL_OOS,B2,338490N1179163W001,13,1,2.525932984,3.419605868,-1.845671655,2.525932984,3.419605868,-1.845671655,0.9,0.2095055898,-0.235147516,3,3.100868365,2.384615385,-0.3187375034,-0.1413175992,-0.1027897563,-0.05926221903
T1_TEMPORAL_OOS,B2,338490N1179166W001,13,1,2.674509456,3.360010335,-1.839240038,2.674509456,3.360010335,-1.839240038,1,0.4741030491,0.05359417768,5,3.475186769,2.846153846,0.1151764332,0.1716443902,0.03314251603,0.06030748844
T1_TEMPORAL_OOS,B2,338509N1178361W001,6,1,6.036686576,7.381980017,-4.545632515,6.036686576,7.381980017,-4.545632515,0.6666666667,-4.331646075,-6.077687031,4.09,3.268139124,2.77,-4.113840893,-3.266686576,-1.258771655,-1.179309233
T1_TEMPORAL_OOS,B2,338509N1178361W002,6,1,5.493153023,7.264057399,-5.11128111,5.493153023,7.264057399,-5.11128111,0.6666666667,-5.121060021,-8.033405408,3.82,2.783103783,2.22,-4.480953616,-3.273153023,-1.610056241,-1.474393254
T1_TEMPORAL_OOS,B2,338511N1180333W001,1,1,4.832150054,4.832150054,4.832150054,4.832150054,4.832150054,4.832150054,0,,,0,4,4,-0.8321500537,-0.8321500537,-0.2080375134,-0.2080375134
T1_TEMPORAL_OOS,B2,338543N1178361W001,48,1,3.778340281,5.326041428,-3.268245951,3.778340281,5.326041428,-3.268245951,0.7083333333,0.2331961302,-18.45225064,1.675,1.289001552,0.9679166667,-4.037039876,-2.810423615,-3.131912348,-2.903580144
T1_TEMPORAL_OOS,B2,338552N1178566W001,6,1,5.763146572,6.633838579,-2.306204892,5.763146572,6.633838579,-2.306204892,0.5,0.06210663376,-0.5913398617,6.73,5.735735931,4.006666667,-0.8981026484,-1.756479906,-0.1565801946,-0.4383893276
T1_TEMPORAL_OOS,B2,338552N1178566W002,6,1,8.819974925,10.31423435,-3.465336274,8.819974925,10.31423435,-3.465336274,0.3333333333,-0.71709259,-0.1702219052,3.6275,9.614903362,6.146666667,-0.6993309828,-2.673308258,-0.07273406257,-0.4349199987
T1_TEMPORAL_OOS,B2,338552N1178566W003,6,1,8.77094917,10.40202764,-3.379029679,8.77094917,10.40202764,-3.379029679,0.3333333333,-0.6676340433,-0.1529420749,3.6125,9.773508411,6.22,-0.6285192257,-2.55094917,-0.06430845498,-0.4101204454
T1_TEMPORAL_OOS,B2,338556N1180264W001,8,1,1.54559718,2.332944762,-1.263792603,1.54559718,2.332944762,-1.263792603,0.875,-0.4657127787,-0.3157754801,1.6625,2.051341025,1.6,-0.2816037369,0.05440281984,-0.1372778751,0.0340017624
T1_TEMPORAL_OOS,B2,338556N1180264W002,7,1,9.232613759,11.79619418,-0.6583758737,9.232613759,11.79619418,-0.6583758737,0.8571428571,0.4246847659,0.3736417149,12.585,14.90576255,11.51285714,3.109568369,2.280243384,0.2086151821,0.1980605992
T1_TEMPORAL_OOS,B2,338556N1180264W003,8,1,5.262192205,7.830356492,0.009247709389,5.262192205,7.830356492,0.009247709389,0.75,0.5343284097,0.4814418619,7.385,10.87682628,7.555,3.046469792,2.292807795,0.2800881169,0.30348217
T1_TEMPORAL_OOS,B2,338628N1179046W001,10,1,6.865564114,7.979209107,-3.678683603,6.865564114,7.979209107,-3.678683603,0.5555555556,-0.5494713551,-0.5393563341,5.25,6.678323143,4.8,-1.300885965,-2.065564114,-0.1947923059,-0.4303258571
T1_TEMPORAL_OOS,B2,338629N1178426W001,13,1,5.626049313,7.881973246,-2.773707424,5.626049313,7.881973246,-2.773707424,0.6363636364,0.3007984896,-0.5089407703,3,6.580858022,4.538461538,-1.301115224,-1.087587775,-0.1977120946,-0.2396379842
T1_TEMPORAL_OOS,B2,338638N1178430W001,13,1,5.985798269,7.089710505,-2.735870998,5.985798269,7.089710505,-2.735870998,0.4166666667,0.5049758064,-0.3582691338,5,6.238836183,4.769230769,-0.8508743216,-1.2165675,-0.1363835011,-0.2550867338
T1_TEMPORAL_OOS,B2,338642N1178978W001,6,1,5.00087182,5.768742449,-3.567175331,5.00087182,5.768742449,-3.567175331,0.5,-5.224160311,-5.392911468,3.67,2.321418388,2.038333333,-3.44732406,-2.962538486,-1.485007648,-1.453412176
T1_TEMPORAL_OOS,B2,338642N1178978W002,6,1,4.214556524,4.542857407,-2.856913758,4.214556524,4.542857407,-2.856913758,0.8333333333,0.2027794397,0.1597126335,6.2775,4.961543779,4.208333333,0.4186863714,-0.006223190529,0.08438631001,-0.001478777948
T1_TEMPORAL_OOS,B2,338642N1178978W003,6,1,5.232069214,5.531189352,-2.555102313,5.232069214,5.531189352,-2.555102313,0.6666666667,0.2118960392,-0.01975832639,7.465,5.543159448,4.885,0.01197009594,-0.3470692137,0.002159435617,-0.07104794548
T1_TEMPORAL_OOS,B2,338642N1178979W001,13,1,3.882960062,4.525653044,-2.242395098,3.882960062,4.525653044,-2.242395098,0.75,-0.3801353646,-1.118347304,3.5,3.128651713,2.346153846,-1.397001331,-1.536806216,-0.4465186474,-0.6550321575
T1_TEMPORAL_OOS,B2,338649N1178024W001,6,1,7.033234365,8.225099525,-6.904951417,7.033234365,8.225099525,-6.904951417,0.6666666667,-12.43678313,-7.577387569,2.915,2.837008401,2.258333333,-5.388091124,-4.774901032,-1.89921578,-2.11434732
T1_TEMPORAL_OOS,B2,338650N1178151W001,12,1,9.650681434,14.41642976,-5.843054254,9.650681434,14.41642976,-5.843054254,0.75,-2.183016676,-0.3610017249,1.5975,12.36562709,6.171666667,-2.050802668,-3.479014767,-0.1658470414,-0.5637074967
T1_TEMPORAL_OOS,B2,338664N1178426W001,13,1,5.762638684,8.400512315,-2.776704627,5.762638684,8.400512315,-2.776704627,0.6666666667,0.3667784533,-0.3469725107,2,7.3693753,4.923076923,-1.031137016,-0.8395617607,-0.139921903,-0.1705359826
