regime,model,site_code,n_transitions,n_wells,MAE_h_ft,RMSE_h_ft,bias_h_ft,MAE_delta_h_ft,RMSE_delta_h_ft,bias_delta_h_ft,sign_accuracy_delta_h,R2_h_secondary,R2_delta_h_secondary,delta_h_IQR_ft,B0_RMSE_delta_h_ft,B0_MAE_delta_h_ft,well_RMSE_improvement_ft_vs_B0,well_MAE_improvement_ft_vs_B0,well_RMSE_skill_vs_B0,well_MAE_skill_vs_B0
T2_SPATIOTEMPORAL_OOS,B0,337233N1179421W002,3,1,1.95,2.088771569,-1.95,1.95,2.088771569,-1.95,,-0.08132810478,-6.784524801,0.895,2.088771569,1.95,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337233N1179421W003,3,1,7.876666667,8.810064321,-7.876666667,7.876666667,8.810064321,-7.876666667,,-0.07093671746,-3.983336211,4.83,8.810064321,7.876666667,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337279N1179386W001,13,1,8.762307692,10.80459411,-1.365384615,8.762307692,10.80459411,-1.365384615,,0.5777222838,-0.01622873117,15.5,10.80459411,8.762307692,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337281N1177946W001,11,1,47.81818182,75.93059031,-14.54545455,47.81818182,75.93059031,-14.54545455,,-0.3040064899,-0.03809410434,36.5,75.93059031,47.81818182,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337304N1177898W001,2,1,7,8.602325267,-5,7,8.602325267,-5,,-73,-0.5102040816,7,8.602325267,7,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337304N1180246W001,10,1,12.15,16.45979951,-3.55,12.15,16.45979951,-3.55,,-0.3993879211,-0.04878591683,21.5,16.45979951,12.15,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337305N1180330W001,13,1,6.692307692,8.119302736,-1.769230769,6.692307692,8.119302736,-1.769230769,,0.2285694502,-0.04984922729,15,8.119302736,6.692307692,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337334N1178220W001,4,1,20.575,24.12296624,-0.625,20.575,24.12296624,-0.625,,-1.809473662,-0.0006717230395,20.575,24.12296624,20.575,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337344N1178235W001,4,1,7.325,7.800801241,-4.625,7.325,7.800801241,-4.625,,-1.228468106,-0.542057999,8.125,7.800801241,7.325,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337370N1178012W001,4,1,11.725,14.57677948,-8.525,11.725,14.57677948,-8.525,,-27.21110281,-0.5198286923,16.325,14.57677948,11.725,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337374N1179933W001,14,1,1.483571429,2.127028444,-0.1978571429,1.483571429,2.127028444,-0.1978571429,,0.4669671958,-0.008728328624,1.4125,2.127028444,1.483571429,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337374N1179933W002,8,1,7.76875,9.443383266,-0.18125,7.76875,9.443383266,-0.18125,,0.3011529394,-0.0003685197898,10.6825,9.443383266,7.76875,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337374N1179933W003,8,1,10.19,13.44121367,-0.17,10.19,13.44121367,-0.17,,0.0955380078,-0.0001599890831,10.8675,13.44121367,10.19,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337425N1178213W001,2,1,70.75,85.35587267,-70.75,70.75,85.35587267,-70.75,,-1.075344051,-2.195361969,47.75,85.35587267,70.75,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337525N1179058W001,7,1,1.022857143,1.395482507,-0.5571428571,1.022857143,1.395482507,-0.5571428571,,-0.290577899,-0.1896243916,0.925,1.395482507,1.022857143,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337525N1179058W002,7,1,14.23428571,15.47648354,-2.165714286,14.23428571,15.47648354,-2.165714286,,-0.1184789361,-0.01997314615,25.945,15.47648354,14.23428571,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337525N1179058W003,7,1,23.82857143,27.44228125,-5.98,23.82857143,27.44228125,-5.98,,-0.5640454369,-0.04985289657,32.505,27.44228125,23.82857143,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337589N1179207W001,1,1,4,4,-4,4,4,-4,,,,0,4,4,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337591N1180435W001,7,1,1.472857143,1.929407755,-0.3042857143,1.472857143,1.929407755,-0.3042857143,,0.001475276662,-0.02550665875,2.27,1.929407755,1.472857143,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337591N1180435W002,7,1,14.89142857,17.14078845,-3.131428571,14.89142857,17.14078845,-3.131428571,,-0.47913801,-0.0345275276,25.89,17.14078845,14.89142857,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337591N1180435W003,7,1,10.15142857,12.72152057,-0.1228571429,10.15142857,12.72152057,-0.1228571429,,0.083229219,-9.327457523e-05,13.185,12.72152057,10.15142857,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337593N1180743W001,13,1,10.15384615,13.15587029,-1.692307692,10.15384615,13.15587029,-1.692307692,,0.575373091,-0.0168254189,20,13.15587029,10.15384615,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337595N1180740W001,11,1,11,14.59332911,-0.2181818182,11,14.59332911,-0.2181818182,,0.2202673219,-0.0002235761362,15.3,14.59332911,11,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337646N1178432W001,8,1,0.97625,1.120262246,-0.37125,0.97625,1.120262246,-0.37125,,0.6480499045,-0.1233721641,1.5725,1.120262246,0.97625,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337646N1178432W002,8,1,14.8125,17.0232914,-2.835,14.8125,17.0232914,-2.835,,-0.06796005723,-0.02852555796,27.775,17.0232914,14.8125,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337646N1178432W003,8,1,15.88375,19.89897076,-4.90625,15.88375,19.89897076,-4.90625,,-0.5806707473,-0.0647255574,22.34,19.89897076,15.88375,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337754N1178448W001,13,1,9.461538462,12.26941162,-1,9.461538462,12.26941162,-1,,0.4002027537,-0.006687242798,11,12.26941162,9.461538462,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337779N1179480W001,6,1,1.371666667,1.653496296,-0.605,1.371666667,1.653496296,-0.605,,-3.145081953,-0.1545697364,1.9,1.653496296,1.371666667,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337779N1179480W002,6,1,11.93333333,13.86896535,-0.1,11.93333333,13.86896535,-0.1,,-0.05685719329,-5.199175203e-05,16.2225,13.86896535,11.93333333,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337779N1179480W003,6,1,12.18833333,14.40273064,-0.2383333333,12.18833333,14.40273064,-0.2383333333,,-0.04522025119,-0.0002739042907,25.7325,14.40273064,12.18833333,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337800N1180851W001,12,1,3.74,4.523868183,-0.1666666667,3.74,4.523868183,-0.1666666667,,0.6264669431,-0.001359150303,5.625,4.523868183,3.74,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337806N1178326W001,4,1,9.315,11.22331947,-9.315,9.315,11.22331947,-9.315,,-1.672810991,-2.213857848,6.015,11.22331947,9.315,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337856N1178834W001,7,1,2.027142857,2.412144867,-0.9128571429,2.027142857,2.412144867,-0.9128571429,,0.5098275633,-0.1671586054,2.915,2.412144867,2.027142857,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337856N1178834W002,7,1,11.09142857,12.45959871,-2.44,11.09142857,12.45959871,-2.44,,-0.4425482843,-0.03987996356,16.87,12.45959871,11.09142857,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337856N1178834W003,7,1,12.78857143,13.64394162,-1.8,12.78857143,13.64394162,-1.8,,-0.06277578669,-0.01771293794,21.23,13.64394162,12.78857143,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337910N1178268W001,15,1,1.253333333,1.931072241,-0.3986666667,1.253333333,1.931072241,-0.3986666667,,0.1548559466,-0.04451833099,1.4,1.931072241,1.253333333,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337959N1180672W001,7,1,1.791428571,2.209641212,-0.09428571429,1.791428571,2.209641212,-0.09428571429,,0.09807357365,-0.001824062551,2.83,2.209641212,1.791428571,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337959N1180672W002,7,1,12.20714286,14.76119285,-0.7042857143,12.20714286,14.76119285,-0.7042857143,,0.08468898065,-0.002281626853,15.335,14.76119285,12.20714286,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337959N1180672W003,7,1,10.60571429,12.10228196,-1.297142857,10.60571429,12.10228196,-1.297142857,,-0.02871496336,-0.01162141737,16.26,12.10228196,10.60571429,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337995N1178787W001,7,1,3.727142857,4.722195313,-1.421428571,3.727142857,4.722195313,-1.421428571,,0.3592991971,-0.09963470211,4.7,4.722195313,3.727142857,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337995N1178787W002,7,1,7.734285714,8.567475041,-1.731428571,7.734285714,8.567475041,-1.731428571,,-0.2051117235,-0.0425807356,13.025,8.567475041,7.734285714,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,337995N1178787W003,7,1,11.11714286,11.60575104,-2.777142857,11.11714286,11.60575104,-2.777142857,,-0.5047744819,-0.06073764119,21.31,11.60575104,11.11714286,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338045N1179568W001,13,1,2.230769231,2.433737234,-0.3846153846,2.230769231,2.433737234,-0.3846153846,,-0.4058988764,-0.0256147541,4,2.433737234,2.230769231,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338047N1178086W001,25,1,3.0192,10.13419676,-1.8208,3.0192,10.13419676,-1.8208,,-5.253567815,-0.03335773227,0.38,10.13419676,3.0192,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338047N1178086W002,25,1,2.9652,8.37651837,-2.1572,2.9652,8.37651837,-2.1572,,-0.3494062664,-0.07103237427,1.12,8.37651837,2.9652,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338161N1180207W001,1,1,2,2,2,2,2,2,,,,0,2,2,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338170N1179764W001,8,1,6.5,8.124038405,2.25,6.5,8.124038405,2.25,,0.4851292053,-0.08307692308,9.75,8.124038405,6.5,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338205N1180164W001,7,1,2.38,2.874250213,-0.3057142857,2.38,2.874250213,-0.3057142857,,-0.2062152785,-0.01144256928,3.565,2.874250213,2.38,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338205N1180164W002,4,1,11.705,14.58247236,8.76,11.705,14.58247236,8.76,,-0.1593451085,-0.564616966,10.38,14.58247236,11.705,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338205N1180164W003,7,1,8.688571429,11.91235253,-0.4028571429,8.688571429,11.91235253,-0.4028571429,,-0.05829555694,-0.001144996194,6.45,11.91235253,8.688571429,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338229N1179374W001,6,1,0.8783333333,1.062834261,-0.435,0.8783333333,1.062834261,-0.435,,-1.724721774,-0.2012193501,1.6375,1.062834261,0.8783333333,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338229N1179374W002,6,1,6.726666667,7.828020184,0.2266666667,6.726666667,7.828020184,0.2266666667,,0.03156562952,-0.0008391425139,11.5775,7.828020184,6.726666667,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338229N1179374W003,6,1,8.125,9.887870516,-0.285,8.125,9.887870516,-0.285,,-0.1408596181,-0.0008314672168,13.635,9.887870516,8.125,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338250N1179465W001,13,1,4.461538462,5.751254044,-1.076923077,4.461538462,5.751254044,-1.076923077,,0.4018831586,-0.03633667037,5,5.751254044,4.461538462,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338285N1179436W001,13,1,5,6.195531889,-1,5,6.195531889,-1,,0.1872964169,-0.02674897119,9,6.195531889,5,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338285N1179891W001,1,1,2,2,-2,2,2,-2,,,,0,2,2,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338320N1180539W001,12,1,2.528333333,3.640132781,-0.1666666667,2.528333333,3.640132781,-0.1666666667,,-0.7532907483,-0.002100750304,2.165,3.640132781,2.528333333,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338327N1178668W001,6,1,4.521666667,5.272489924,-1.415,4.521666667,5.272489924,-1.415,,-0.2739714257,-0.07761487076,7.335,5.272489924,4.521666667,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338327N1178668W002,6,1,5.561666667,6.617029797,0.4683333333,5.561666667,6.617029797,0.4683333333,,0.1024076517,-0.005034600003,8.7525,6.617029797,5.561666667,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338327N1178668W003,6,1,5.603333333,6.759501954,-0.4533333333,5.603333333,6.759501954,-0.4533333333,,-0.2430189574,-0.00451818192,8.87,6.759501954,5.603333333,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338349N1180575W001,12,1,2.9225,4.027198158,-0.2291666667,2.9225,4.027198158,-0.2291666667,,-0.3055369017,-0.003248669184,3.2875,4.027198158,2.9225,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338366N1179547W001,11,1,3.545454545,4.337992833,-0.2727272727,3.545454545,4.337992833,-0.2727272727,,0.4767922794,-0.003968253968,6,4.337992833,3.545454545,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338451N1179506W001,13,1,4.538461538,6.900390178,-1.153846154,4.538461538,6.900390178,-1.153846154,,0.1435717327,-0.02876502173,7,6.900390178,4.538461538,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338469N1179285W001,13,1,5.153846154,5.916079783,-1,5.153846154,5.916079783,-1,,-0.4171058936,-0.02941176471,9,5.916079783,5.153846154,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338488N1179110W001,6,1,1.491666667,1.800374961,-0.745,1.491666667,1.800374961,-0.745,,0.06710318031,-0.2066112626,2.7925,1.800374961,1.491666667,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338488N1179110W002,6,1,4.69,5.535569829,-0.2333333333,4.69,5.535569829,-0.2333333333,,-0.2727957667,-0.001779923049,6.77,5.535569829,4.69,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338490N1179163W001,13,1,2.384615385,3.100868365,-0.3846153846,2.384615385,3.100868365,-0.3846153846,,0.35,-0.015625,3,3.100868365,2.384615385,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338490N1179166W001,13,1,2.846153846,3.475186769,-0.3846153846,2.846153846,3.475186769,-0.3846153846,,0.4374310915,-0.01240079365,5,3.475186769,2.846153846,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338509N1178361W001,6,1,2.77,3.268139124,1.726666667,2.77,3.268139124,1.726666667,,-0.04500087512,-0.3872243276,4.09,3.268139124,2.77,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338509N1178361W002,6,1,2.22,2.783103783,1.38,2.22,2.783103783,1.38,,0.1014817412,-0.3260251772,3.82,2.783103783,2.22,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338511N1180333W001,1,1,4,4,4,4,4,4,,,,0,4,4,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338543N1178361W001,48,1,0.9679166667,1.289001552,0.4508333333,0.9679166667,1.289001552,0.4508333333,,0.9550859627,-0.1393775462,1.675,1.289001552,0.9679166667,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338552N1178566W001,6,1,4.006666667,5.735735931,2.29,4.006666667,5.735735931,2.29,,0.2988644921,-0.1896287171,6.73,5.735735931,4.006666667,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338552N1178566W002,6,1,6.146666667,9.614903362,1.24,6.146666667,9.614903362,1.24,,-0.4921399977,-0.01691366033,3.6275,9.614903362,6.146666667,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338552N1178566W003,6,1,6.22,9.773508411,1.293333333,6.22,9.773508411,1.293333333,,-0.47219632,-0.01782347673,3.6125,9.773508411,6.22,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338556N1180264W001,8,1,1.6,2.051341025,-0.2675,1.6,2.051341025,-0.2675,,-0.1332238171,-0.01729897814,1.6625,2.051341025,1.6,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338556N1180264W002,7,1,11.51285714,14.90576255,-0.1557142857,11.51285714,14.90576255,-0.1557142857,,0.08139153027,-0.0001091430074,12.585,14.90576255,11.51285714,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338556N1180264W003,8,1,7.555,10.87682628,-0.255,7.555,10.87682628,-0.255,,0.1014938402,-0.0005499392868,7.385,10.87682628,7.555,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338628N1179046W001,10,1,4.8,6.678323143,-1.8,4.8,6.678323143,-1.8,,-0.08542224385,-0.07833655706,5.25,6.678323143,4.8,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338629N1178426W001,13,1,4.538461538,6.580858022,1.461538462,4.538461538,6.580858022,1.461538462,,0.5125865743,-0.05188272492,3,6.580858022,4.538461538,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338638N1178430W001,13,1,4.769230769,6.238836183,1.384615385,4.769230769,6.238836183,1.384615385,,0.6166666667,-0.05180684362,5,6.238836183,4.769230769,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338642N1178978W001,6,1,2.038333333,2.321418388,-0.4283333333,2.038333333,2.321418388,-0.4283333333,,-0.007918254067,-0.03524521274,3.67,2.321418388,2.038333333,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338642N1178978W002,6,1,4.208333333,4.961543779,0.2383333333,4.208333333,4.961543779,0.2383333333,,0.04905820484,-0.00231280596,6.2775,4.961543779,4.208333333,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338642N1178978W003,6,1,4.885,5.543159448,0.8516666667,4.885,5.543159448,0.8516666667,,0.2084812627,-0.02417683838,7.465,5.543159448,4.885,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338642N1178979W001,13,1,2.346153846,3.128651713,-0.3461538462,2.346153846,3.128651713,-0.3461538462,,0.3404106858,-0.01239290086,3.5,3.128651713,2.346153846,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338649N1178024W001,6,1,2.258333333,2.837008401,0.4016666667,2.258333333,2.837008401,0.4016666667,,-0.5985794583,-0.02045522661,2.915,2.837008401,2.258333333,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338650N1178151W001,12,1,6.171666667,12.36562709,0.45,6.171666667,12.36562709,0.45,,-1.341832151,-0.001326075535,1.5975,12.36562709,6.171666667,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338664N1178426W001,13,1,4.923076923,7.3693753,1.384615385,4.923076923,7.3693753,1.384615385,,0.5126898163,-0.03659363,2,7.3693753,4.923076923,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338715N1179765W001,10,1,3.218,3.929826968,0.042,3.218,3.929826968,0.042,,0.5242482435,-0.0001142355646,5.02,3.929826968,3.218,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338739N1180037W001,2,1,9.5,9.513148795,0.5,9.5,9.513148795,0.5,,-3.469135802,-0.002770083102,9.5,9.513148795,9.5,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338764N1176943W001,3,1,0.6,1.039230485,0.6,0.6,1.039230485,0.6,,-3.342438106e+26,-0.5,0.9,1.039230485,0.6,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338774N1176944W001,4,1,0.3,0.4472135955,-0.1,0.3,0.4472135955,-0.1,,0.1184573003,-0.05263157895,0.3,0.4472135955,0.3,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338942N1178371W001,12,1,0.7108333333,1.27364634,-0.1925,0.7108333333,1.27364634,-0.1925,,0.2525849921,-0.02337758606,0.305,1.27364634,0.7108333333,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B0,338970N1179254W001,5,1,1.38,2.129460025,-1.336,1.38,2.129460025,-1.336,,0.09150721729,-0.6491229601,1.14,2.129460025,1.38,0,0,0,0
T2_SPATIOTEMPORAL_OOS,B1,336557N1179512W001,13,1,2.904458306,3.510812772,-1.035208527,2.904458306,3.510812772,-1.035208527,0.7692307692,-1.559045842,-4.844403897,2.42,1.453235118,1.298461538,-2.057577654,-1.605996768,-1.415860124,-1.236845852
T2_SPATIOTEMPORAL_OOS,B1,336632N1178523W001,2,1,2.263495093,2.406025871,0.8158127574,2.263495093,2.406025871,0.8158127574,1,-0.6733034138,0.1235354827,2.57,6.794777406,6.29,4.388751536,4.026504907,0.6459007077,0.6401438644
T2_SPATIOTEMPORAL_OOS,B1,336669N1177464W001,6,1,3.109662627,3.730755043,-3.109662627,3.109662627,3.730755043,-3.109662627,0.6666666667,-4.639295497,-0.6790175577,2.4225,3.213264176,2.753333333,-0.5174908669,-0.3563292935,-0.1610483417,-0.1294174189
T2_SPATIOTEMPORAL_OOS,B1,336672N1179322W001,24,1,3.086426062,3.586939755,-1.232089173,3.086426062,3.586939755,-1.232089173,0.6666666667,0.4738938162,-0.7293234981,1.825,2.750530252,2.020833333,-0.8364095026,-1.065592728,-0.3040902757,-0.5273036181
T2_SPATIOTEMPORAL_OOS,B1,336684N1177654W001,6,1,7.5850223,8.75203969,-4.148246468,7.5850223,8.75203969,-4.148246468,0.8333333333,-1.099213907,0.2234448693,13.5825,10.20058005,8.68,1.448540358,1.0949777,0.1420056851,0.1261495046
T2_SPATIOTEMPORAL_OOS,B1,336716N1177529W001,7,1,3.086203691,3.580336124,-1.846884909,3.086203691,3.580336124,-1.846884909,0.4285714286,-7.013696319,-85.8867276,0.275,0.693273807,0.5771428571,-2.887062317,-2.509060834,-4.164389723,-4.347382633
T2_SPATIOTEMPORAL_OOS,B1,336716N1177529W002,7,1,3.228155718,3.526739136,-2.861220184,3.228155718,3.526739136,-2.861220184,0.7142857143,-0.1626772092,0.290195217,5.105,4.477842274,4.358571429,0.9511031379,1.13041571,0.2124021079,0.2593546369
T2_SPATIOTEMPORAL_OOS,B1,336726N1177521W001,6,1,5.123164878,5.245685298,-3.708246468,5.123164878,5.245685298,-3.708246468,0.6666666667,-2.208892312,0.02141144637,5.0125,5.62839231,4.51,0.3827070127,-0.6131648784,0.06799579552,-0.1359567358
T2_SPATIOTEMPORAL_OOS,B1,336726N1178014W001,5,1,7.185959062,8.677040854,-5.848418354,7.185959062,8.677040854,-5.848418354,0.6,-8.220515086,-0.07460376208,9.3,8.89179397,7.44,0.2147531155,0.2540409377,0.02415183215,0.03414528733
T2_SPATIOTEMPORAL_OOS,B1,336746N1177574W001,2,1,7.87801059,8.653875003,-7.87801059,7.87801059,8.653875003,-7.87801059,0.5,-7487.955256,-1.769584044,5.2,8.962700486,7.3,0.3088254833,-0.5780105901,0.0344567448,-0.07917953289
T2_SPATIOTEMPORAL_OOS,B1,336749N1179628W001,13,1,2.983289587,3.560240875,-1.467912157,2.983289587,3.560240875,-1.467912157,0.8461538462,0.2676016881,-0.2439028025,3.5,3.238815073,2.481538462,-0.3214258024,-0.5017511253,-0.09924178909,-0.2021935719
T2_SPATIOTEMPORAL_OOS,B1,336753N1177488W001,6,1,4.398164878,4.810073329,-3.523246468,4.398164878,4.810073329,-3.523246468,0.5,-3.987297087,-0.4262568165,2.5,4.372381121,3.741666667,-0.4376922079,-0.6564982118,-0.1001038555,-0.1754560922
T2_SPATIOTEMPORAL_OOS,B1,336781N1178263W001,13,1,7.847895932,9.868935815,-2.761840251,7.847895932,9.868935815,-2.761840251,0.8461538462,0.7018212898,0.3065314449,14.1,11.98929009,10.46153846,2.120354278,2.61364253,0.1768540307,0.2498334771
T2_SPATIOTEMPORAL_OOS,B1,336792N1177457W001,4,1,9.136176402,10.38535497,-7.620281903,9.136176402,10.38535497,-7.620281903,0.25,-18.61010869,-0.9722166458,7.75,9.367496998,6.25,-1.017857971,-2.886176402,-0.1086584785,-0.4617882243
T2_SPATIOTEMPORAL_OOS,B1,336795N1177780W001,10,1,21.02659364,29.72382505,-4.212951484,21.02659364,29.72382505,-4.212951484,0.9,0.02563476359,0.09623220231,18.55,31.55381118,23.11,1.829986131,2.083406361,0.05799572421,0.09015172482
T2_SPATIOTEMPORAL_OOS,B1,336798N1177876W001,6,1,2.599224262,3.136124381,-2.025488147,2.599224262,3.136124381,-2.025488147,0.6666666667,-16.47621881,-9.791919874,1.56,0.9708587264,0.8166666667,-2.165265654,-1.782557595,-2.230258219,-2.182723586
T2_SPATIOTEMPORAL_OOS,B1,336798N1177876W002,6,1,24.07516522,29.78907154,-10.60386674,24.07516522,29.78907154,-10.60386674,0.8333333333,-1.624134139,0.03171545701,39.39,31.5135619,25.925,1.724490356,1.849834785,0.0547221657,0.07135331861
T2_SPATIOTEMPORAL_OOS,B1,336813N1177975W001,8,1,54.08041357,85.23127554,-0.9990917716,54.08041357,85.23127554,-0.9990917716,0.625,-0.7859614595,0.002069290492,31.25,85.33628331,55.6875,0.1050077699,1.607086429,0.001230517264,0.02885901556
T2_SPATIOTEMPORAL_OOS,B1,336824N1177430W001,4,1,4.253648473,4.98503723,-4.253648473,4.253648473,4.98503723,-4.253648473,0.5,-11.00994176,-6.822709294,1.865,2.432231486,2.19,-2.552805744,-2.063648473,-1.049573513,-0.9423052388
T2_SPATIOTEMPORAL_OOS,B1,336831N1179773W001,7,1,12.37695187,14.91192744,-3.866247968,12.37695187,14.91192744,-3.866247968,1,0.09207938019,0.27698666,25.41,17.77958701,14.73142857,2.867659576,2.354476702,0.1612894368,0.1598267738
T2_SPATIOTEMPORAL_OOS,B1,336848N1179242W001,12,1,12.07163686,17.40984808,-1.210793527,12.07163686,17.40984808,-1.210793527,0.5833333333,-0.5472428007,0.04212664582,9.2075,17.78877291,11.9475,0.3789248281,-0.1241368589,0.0213013472,-0.01039019535
T2_SPATIOTEMPORAL_OOS,B1,336853N1177671W001,1,1,7.384268474,7.384268474,-7.384268474,7.384268474,7.384268474,-7.384268474,1,,,0,8.69,8.69,1.305731526,1.305731526,0.1502567925,0.1502567925
T2_SPATIOTEMPORAL_OOS,B1,336853N1179432W001,12,1,4.886308147,6.010488936,-1.32513843,4.886308147,6.010488936,-1.32513843,0.6666666667,0.6634562963,0.1910091665,5.59,6.684501353,5.145833333,0.6740124171,0.2595251863,0.1008321162,0.0504340443
T2_SPATIOTEMPORAL_OOS,B1,336868N1179445W001,11,1,4.299184066,5.792337694,-0.8899954522,4.299184066,5.792337694,-0.8899954522,0.7272727273,0.6595013192,0.2678426225,5.935,6.771864253,5.145454545,0.9795265583,0.8462704797,0.1446465141,0.1644695279
T2_SPATIOTEMPORAL_OOS,B1,336870N1178340W001,2,1,62.5502106,62.76813075,5.225838791,62.5502106,62.76813075,5.225838791,0.5,-4.209703454,0.05298041288,64.5,65.19585876,64.5,2.427728019,1.949789399,0.03723745748,0.03022929301
T2_SPATIOTEMPORAL_OOS,B1,336870N1179436W001,11,1,4.299184066,5.792337694,-0.8899954522,4.299184066,5.792337694,-0.8899954522,0.7272727273,0.6595013192,0.2678426225,5.935,6.771864253,5.145454545,0.9795265583,0.8462704797,0.1446465141,0.1644695279
