fit_id,regime,held_out_spatial_fold,gap_threshold_days,model,target,feature,coefficient_standardized_scale,training_feature_mean,training_feature_scale,standardized_design_condition_number,n_training_transitions,n_training_wells,fit_split,training_target_month_min,training_target_month_max,validation_used,test_used,hyperparameter_search
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,ET0_pre30_mm,-0.11279801559887334,111.63747609942641,38.28078446915978,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,ET0_pre90_mm,4.082115302596538,334.70992139366905,102.59762294645004,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,INTERCEPT,-0.015683025281495323,0.0,1.0,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,delta_days,6.101003389911266,33.134308388216134,22.868013815533057,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,season_sin,1.7881632268544871,-0.013388443596013027,0.7098387349467109,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,season_cos,2.4654545201176346,-0.03245275196817368,0.7034888334842435,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,time_trend_years,-0.5008697823562072,2.78192306397255,1.385827441569133,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,P_interval_mm,-1.0795300860414987,38.20849798172934,70.90529616343163,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,ET0_interval_mm,-6.973835970424062,123.33097514340345,102.66622816141371,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,P_pre30_mm,-0.5248637428608638,34.03951561504143,60.44111903157271,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,P_pre90_mm,-0.1320842289380076,102.71988527724666,130.15384291411002,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,ET0_pre30_mm,-0.73688676560453,111.63747609942641,38.28078446915978,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,ET0_pre90_mm,4.3563292219812695,334.70992139366905,102.59762294645004,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,log1p_interval_mean_discharge_cfs,-0.7223893068686785,5.7138439260919185,0.7582899811776598,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1CH,T2_SPATIOTEMPORAL_OOS,3,120,B1CH,delta_h,log1p_antecedent_30d_mean_discharge_cfs,2.276099333190643,5.726352022948669,0.7708672787460358,21.191654918091736,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1,T2_SPATIOTEMPORAL_OOS,4,120,B1,delta_h,INTERCEPT,0.0765319649347874,0.0,1.0,1.2231297960242504,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1,T2_SPATIOTEMPORAL_OOS,4,120,B1,delta_h,delta_days,-0.46156367711717716,33.24363492742261,20.847298102596557,1.2231297960242504,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1,T2_SPATIOTEMPORAL_OOS,4,120,B1,delta_h,season_sin,0.6245694506345967,-0.014271233698424346,0.7109484380264026,1.2231297960242504,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1,T2_SPATIOTEMPORAL_OOS,4,120,B1,delta_h,season_cos,2.9313042788026205,-0.032838342957124816,0.7023320394146727,1.2231297960242504,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1,T2_SPATIOTEMPORAL_OOS,4,120,B1,delta_h,time_trend_years,-0.4764552555226366,2.748663255394215,1.4002133713444254,1.2231297960242504,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,INTERCEPT,0.0765319649347874,0.0,1.0,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,delta_days,4.859772743546438,33.24363492742261,20.847298102596557,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,season_sin,-0.9235561712859994,-0.014271233698424346,0.7109484380264026,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,season_cos,0.08824128693355159,-0.032838342957124816,0.7023320394146727,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,time_trend_years,-0.6477601784852557,2.748663255394215,1.4002133713444254,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,P_interval_mm,-0.16930171161911364,37.77323070344238,68.73788110340203,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,ET0_interval_mm,-6.067232750554157,122.83703228565321,94.52490889690829,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,P_pre30_mm,0.12495571424174899,34.219713491554415,60.293275375172165,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,P_pre90_mm,0.28442740062332167,101.67947402180886,129.66942701103335,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,ET0_pre30_mm,-1.113115112893076,110.73793029719907,37.99564926525901,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1C,T2_SPATIOTEMPORAL_OOS,4,120,B1C,delta_h,ET0_pre90_mm,0.6077189102079201,331.86889031430405,101.99573282938455,17.812770392685934,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,INTERCEPT,0.07653196493478738,0.0,1.0,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,delta_days,5.320403751303855,33.24363492742261,20.847298102596557,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,season_sin,-1.07329128799815,-0.014271233698424346,0.7109484380264026,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,season_cos,-0.0027654358736230312,-0.032838342957124816,0.7023320394146727,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,time_trend_years,-0.7524423933627807,2.748663255394215,1.4002133713444254,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,P_interval_mm,-0.6777443027792919,37.77323070344238,68.73788110340203,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,ET0_interval_mm,-6.42784690351586,122.83703228565321,94.52490889690829,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,P_pre30_mm,0.05445925650230869,34.219713491554415,60.293275375172165,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,P_pre90_mm,-0.02463903738725154,101.67947402180886,129.66942701103335,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,ET0_pre30_mm,-1.0154378570729654,110.73793029719907,37.99564926525901,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,ET0_pre90_mm,0.5690688279175604,331.86889031430405,101.99573282938455,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,log1p_interval_mean_discharge_cfs,0.9999183839438173,5.707479802693579,0.7542387610560353,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F4_B1CH,T2_SPATIOTEMPORAL_OOS,4,120,B1CH,delta_h,log1p_antecedent_30d_mean_discharge_cfs,-0.198706754526321,5.7177764156144635,0.7653583405797345,21.656026112773997,4677,133,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1,T2_SPATIOTEMPORAL_OOS,5,120,B1,delta_h,INTERCEPT,0.053386816160834884,0.0,1.0,1.2199186369663162,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1,T2_SPATIOTEMPORAL_OOS,5,120,B1,delta_h,delta_days,-0.5514311960374831,35.207221389909144,22.05797495553957,1.2199186369663162,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1,T2_SPATIOTEMPORAL_OOS,5,120,B1,delta_h,season_sin,-0.24152116451675107,-0.013045158287469725,0.7089439477501637,1.2199186369663162,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1,T2_SPATIOTEMPORAL_OOS,5,120,B1,delta_h,season_cos,4.44996221904825,-0.02974319835460868,0.7045166037399733,1.2199186369663162,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1,T2_SPATIOTEMPORAL_OOS,5,120,B1,delta_h,time_trend_years,-0.480972497678436,2.7731349582342797,1.3762428099358792,1.2199186369663162,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,INTERCEPT,0.053386816160834884,0.0,1.0,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,delta_days,5.172991294705918,35.207221389909144,22.05797495553957,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,season_sin,1.7697167811714751,-0.013045158287469725,0.7089439477501637,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,season_cos,2.644169055410231,-0.02974319835460868,0.7045166037399733,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,time_trend_years,-0.3469018051918725,2.7731349582342797,1.3762428099358792,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,P_interval_mm,-0.2087290129898368,41.000966557123526,73.24940713543342,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,ET0_interval_mm,-6.449365042485462,130.11766866421806,99.64108220467998,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,P_pre30_mm,-0.49590214015281053,34.5951478832399,61.666631876505434,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,P_pre90_mm,0.8996477834537714,103.06804562149622,131.71514954678406,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,ET0_pre30_mm,-0.3471593238359324,110.75480378890394,38.0272047285062,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1C,T2_SPATIOTEMPORAL_OOS,5,120,B1C,delta_h,ET0_pre90_mm,4.160360068883066,332.4308331722405,101.8572085999192,18.34005928019536,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,INTERCEPT,0.053386816160834884,0.0,1.0,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,delta_days,5.52670484349477,35.207221389909144,22.05797495553957,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,season_sin,1.4538372910620174,-0.013045158287469725,0.7089439477501637,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,season_cos,2.4247651965768786,-0.02974319835460868,0.7045166037399733,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,time_trend_years,-0.5262642619021842,2.7731349582342797,1.3762428099358792,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,P_interval_mm,-0.945787359839887,41.000966557123526,73.24940713543342,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,ET0_interval_mm,-6.540181513534277,130.11766866421806,99.64108220467998,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,P_pre30_mm,-0.6136341339920298,34.5951478832399,61.666631876505434,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,P_pre90_mm,0.49276747733793375,103.06804562149622,131.71514954678406,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,ET0_pre30_mm,-0.619748978977656,110.75480378890394,38.0272047285062,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,ET0_pre90_mm,4.228030712174339,332.4308331722405,101.8572085999192,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,log1p_interval_mean_discharge_cfs,-0.08688810063809962,5.718065399265169,0.7579147046763172,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F5_B1CH,T2_SPATIOTEMPORAL_OOS,5,120,B1CH,delta_h,log1p_antecedent_30d_mean_discharge_cfs,1.213671365115425,5.727887064617194,0.7727992126817987,22.345567251336522,5173,160,TRAIN,1991-10-01,1996-09-01,False,False,NONE
