regime,site_code,RMSE_improvement_ft
T2_SPATIOTEMPORAL_OOS,336977N1178594W001,-0.20486653975490832
T2_SPATIOTEMPORAL_OOS,336978N1179845W001,-0.4188754541181625
T2_SPATIOTEMPORAL_OOS,336979N1179454W001,-0.23039767194572214
T2_SPATIOTEMPORAL_OOS,337046N1180143W001,0.5779439603450482
T2_SPATIOTEMPORAL_OOS,337046N1180143W002,0.9291831472603267
T2_SPATIOTEMPORAL_OOS,337057N1180070W001,0.14993082313436368
T2_SPATIOTEMPORAL_OOS,337059N1180056W001,0.19550580751000268
T2_SPATIOTEMPORAL_OOS,337105N1178932W001,-0.04615741600196799
T2_SPATIOTEMPORAL_OOS,337105N1178932W002,-0.08648036640142642
T2_SPATIOTEMPORAL_OOS,337112N1177826W001,-3.1609664980413896
T2_SPATIOTEMPORAL_OOS,337141N1179955W001,0.2142714854999257
T2_SPATIOTEMPORAL_OOS,337148N1177696W001,-1.5960180865391953
T2_SPATIOTEMPORAL_OOS,337148N1177696W002,-0.046921924300259654
T2_SPATIOTEMPORAL_OOS,337148N1177696W003,1.1459974855387722
T2_SPATIOTEMPORAL_OOS,337161N1179887W001,1.088464206984211
T2_SPATIOTEMPORAL_OOS,337188N1180275W001,1.3818160058318085
T2_SPATIOTEMPORAL_OOS,337216N1178318W001,-1.0010219795156212
T2_SPATIOTEMPORAL_OOS,337216N1178318W002,0.25390383741031286
T2_SPATIOTEMPORAL_OOS,337216N1178318W003,0.8079905833932841
T2_SPATIOTEMPORAL_OOS,337233N1179421W001,1.3268901001186215
T2_SPATIOTEMPORAL_OOS,337233N1179421W002,-1.9862997973171337
T2_SPATIOTEMPORAL_OOS,337233N1179421W003,-0.15659204956343142
T2_SPATIOTEMPORAL_OOS,337279N1179386W001,0.13730256805330399
T2_SPATIOTEMPORAL_OOS,337281N1177946W001,0.1297629149335222
T2_SPATIOTEMPORAL_OOS,337304N1177898W001,-0.6636637740816935
T2_SPATIOTEMPORAL_OOS,337304N1180246W001,0.4000354278467082
T2_SPATIOTEMPORAL_OOS,337305N1180330W001,0.3556635600222853
T2_SPATIOTEMPORAL_OOS,337334N1178220W001,2.011129531845544
T2_SPATIOTEMPORAL_OOS,337344N1178235W001,-2.480120362060198
T2_SPATIOTEMPORAL_OOS,337370N1178012W001,2.544093933634583
T2_SPATIOTEMPORAL_OOS,337374N1179933W001,-1.4967783651799125
T2_SPATIOTEMPORAL_OOS,337374N1179933W002,1.5118248967386636
T2_SPATIOTEMPORAL_OOS,337374N1179933W003,0.615634710661995
T2_SPATIOTEMPORAL_OOS,337425N1178213W001,2.9183426112980584
T2_SPATIOTEMPORAL_OOS,337525N1179058W001,-2.2707051642003746
T2_SPATIOTEMPORAL_OOS,337525N1179058W002,2.3569516826648798
T2_SPATIOTEMPORAL_OOS,337525N1179058W003,1.0054004385948474
T2_SPATIOTEMPORAL_OOS,337589N1179207W001,-11.304809173312016
T2_SPATIOTEMPORAL_OOS,337591N1180435W001,-2.4324744736927553
