year,simulation_id,facility_energy_mwh,it_energy_mwh,annual_pue,facility_peak_mw,facility_peak_to_mean,raw_evap_m3,arrival_cv,terminal_backlog_work_units,first_backlog_start_work_units,first_it_mw,last_it_mw,january_it_scale_jump_pct
2019,1,573000.0,544093.1847392105,1.0531284273936363,81.19456053031207,1.2412990405681217,13084.60814573446,0.1712963075528726,0.0,13.209647685689372,61.27457201220056,57.27148644753335,9.565694029656285
2020,1,686000.0,644312.3313276625,1.0647010256445604,96.53473115298569,1.2360948665420208,27350.887499863904,0.172815783857922,0.0,0.0,63.91157412924504,59.88850106020302,11.594055076245844
2021,1,898409.0,850065.5748413673,1.0568702304732833,126.97558928180547,1.2380843937545327,51961.11410411604,0.17564320650181736,0.0,0.0,83.17875708593189,91.34050601940581,38.88936208691599
2022,1,982177.0000000002,919234.1742129484,1.0684731133293033,138.71293919538272,1.2371755267650866,51969.582934699916,0.17175568026163607,7.811788855386343,0.0,102.83298777991449,104.44495619423735,12.58202112222483
2023,1,1375321.0,1280656.1155632804,1.0739190507789693,194.32143035896874,1.2377152169890275,52879.06025261324,0.1734812741838467,3.8540487334318634,7.811788855386343,131.82743588735067,156.75957938669546,26.217139334320603
2024,1,1728291.0,1611341.9435188472,1.0725786708100948,242.38086798839296,1.2318952910187253,85112.79628250565,0.17349318191464522,0.0,3.8540487334318634,177.42386850066075,178.22916793309463,13.1821539677588
2011,2,71000.0,66267.05707982366,1.0714222590943665,10.010515033898178,1.2351001647457471,2015.0934843670327,0.17043983431528617,0.0,18.651448992798525,7.942571320260054,8.076747844673452,
2012,2,152999.99999999997,142977.22506381822,1.0701004997943417,21.480156173957056,1.233213672104829,5227.1521562609,0.17100617854071645,0.0,0.0,15.927197794740644,14.298790862169472,97.19815575577859
2013,2,223999.99999999994,210909.896310632,1.062064909794885,31.51587198639514,1.2324957080393817,9613.581062869718,0.1721755938110028,0.0,0.0,22.698677928102615,21.882577168766637,58.74543621836481
2014,2,262000.00000000006,247109.6431116001,1.0602580971786486,36.88122993942405,1.233128146066239,9990.372516097455,0.17296275175343323,0.0,0.0,26.49707744202084,24.54322913299084,21.0875539826294
2015,2,284000.0,263881.7393264149,1.0762396849624345,39.950855248504574,1.232286943580634,12649.348693273674,0.17145998194198483,0.0,0.0,25.840022478838783,28.135798519676154,5.283711197174136
2016,2,327000.0,306925.9099567788,1.065403699694327,45.86995258491026,1.2321763409964885,8791.538849084933,0.1719249646575991,0.0,0.0,27.993066790061885,32.79450973821529,-0.5072958192903345
2017,2,426000.0,403322.3807933209,1.0562270290135476,60.062407311493494,1.235086122180007,21034.09626374555,0.17114512413328173,24.388146152961433,0.0,43.216992600458184,46.065565817695436,31.781182110789793
2018,2,487999.99999999994,454378.4474741707,1.0739946023248395,68.67130503300406,1.232706213297368,18099.716915361,0.17196950641556252,0.0,24.388146152961433,56.52065792548438,48.560451006719084,22.696111340876584
2019,2,573000.0,526390.0834312941,1.088546342409943,80.60263371527354,1.2322496882125589,12529.670308751713,0.16752830941944735,0.0,0.0,50.787281373789526,53.66608244489037,4.585687160859204
2020,2,686000.0,637580.1688005065,1.0759431261649601,96.22415466069386,1.2321180386873685,26712.52596414108,0.1698883175709669,0.0,0.0,71.86750414392635,77.62976557210321,33.91606182122013
2021,2,898408.9999999999,838554.9896442608,1.0713775615134444,125.91004002817051,1.2276946809824631,50738.83582345935,0.169374176112284,0.0,0.0,79.31485973087628,89.07402130976563,2.170680468187088
2022,2,982177.0,922392.2276981062,1.064814913337996,138.22274495023518,1.232803502590735,52231.319766474626,0.16817734364066117,0.0,0.0,104.38279220472616,98.79140523103567,17.186572100211393
2023,2,1375321.0000000002,1293879.5297738512,1.0629436267844687,193.59614926160882,1.2330955955240217,53019.52236156054,0.16978530510252818,0.0,0.0,116.95493833199274,154.91151032024777,18.385742219659136
2024,2,1728291.0,1591334.5133205708,1.086063920271325,243.31466205634754,1.2366412782933873,84575.27099946476,0.16918166318049438,0.0,0.0,163.34727006827282,163.27541532143363,5.44553450585166
2011,3,71000.0,66672.78310137591,1.064902298919254,9.929568604880135,1.22511297153169,2005.2433439579393,0.15990245083610466,0.0,3.793054645020288,5.926745684231245,6.836523568176711,
2012,3,153000.0,143451.38327720715,1.0665634342775279,21.251193481870484,1.220068519900329,5148.578335411936,0.15591593167214143,0.0,0.0,13.777446081557699,13.959670776350334,101.52707650552458
2013,3,224000.0,207709.9984702043,1.0784266604870851,31.168596002319934,1.2189147365192974,9231.140427918901,0.15251260879389034,0.0,0.0,20.688861436308365,20.893284612256906,48.20450831375075
2014,3,262000.00000000006,243292.43841516384,1.076893312865371,36.6974244793214,1.22698258946128,9635.526373079809,0.1577641751045742,12.879308126990693,0.0,23.647657153294844,28.405109942907963,13.1830518377283
2015,3,284000.00000000006,263900.3171049056,1.0761639209668112,39.66780079706637,1.2235561090926104,12560.28673097985,0.15634072285940342,0.0,12.879308126990693,31.024356134127956,31.11857039364014,9.221038737341527
2016,3,326999.9999999999,306410.7838801915,1.0671948155971525,45.60845104215688,1.2251517857929854,8783.410090555111,0.15518509227330754,0.0,0.0,33.16736800547603,32.58312552736324,6.583842335683294
2017,3,426000.00000000006,401900.5984674945,1.0599635870770039,59.58059156033528,1.2251783616632324,20907.474392108845,0.15461748703643138,0.0,0.0,39.49074757026704,40.15989905078134,21.199998254012794
2018,3,488000.0,456854.04889758246,1.068174838720538,68.6156159184255,1.2317065480438678,17751.552788542675,0.15424659489922415,0.0,0.0,50.142830086558725,51.06776630056142,24.857958490269557
2019,3,573000.0,541910.4066828119,1.0573703566748172,80.13778218960258,1.225143057558322,12625.11925914979,0.15452523333645599,0.0,0.0,57.678377380968136,53.66139017266333,12.944782118527941
