kind,scale,bic,break_year,modeled_2011_annual_pue,meta_2011_full_load_pue_benchmark,meta_2011_wue_benchmark_L_per_kWh_it
global,6.580037094770391,-15.38239628434228,,1.0600794289731903,1.07,0.31
