plant_id,year,plant_name,reporting_frequency,monthly_generation_basis,campd_gross_generation_mwh,eia923_net_generation_mwh,annual_ratio,annual_difference_mwh,relative_difference,campd_heat_input_mmbtu,eia923_fuel_mmbtu,qc_status,notes
56227,2017,Port Westward,M,respondent_monthly,2181840.14,2129090.0,1.0247759089564086,52750.14000000013,0.024775908956408667,14827679.193,14844698,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=14827679.193; EIA-923 annual fuel mmBtu=14844698.
58503,2017,Carty Generating Station,A,eia_allocated_from_annual,2444505.6900000004,2394265.0,1.0209837632843484,50240.69000000041,0.020983763284348395,16723679.141,16286699,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=16723679.141; EIA-923 annual fuel mmBtu=16286699.
6106,2018,Boardman,M,respondent_monthly,1674500.08,1285499.9740000002,1.3026060784657782,389000.1059999999,0.3026060784657782,15770602.245,13457590,annual_comparability_warning,"EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is outside the documented 0.85-1.15 envelope. Monthly allocation cannot explain an annual gap. Values were not rescaled; this is a comparability warning, not a correction. CAMPD heat input mmBtu=15770602.245; EIA-923 annual fuel mmBtu=13457590."
7350,2018,Coyote Springs,M,respondent_monthly,1443924.72,1409054.0,1.0247476108083864,34870.71999999997,0.024747610808386316,9615993.079,10555059,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=9615993.079; EIA-923 annual fuel mmBtu=10555059.
7931,2018,Coyote Springs II,M,respondent_monthly,1514792.1600000001,1495191.0,1.0131094689574778,19601.16000000015,0.013109468957477773,10447982.044,10453023,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=10447982.044; EIA-923 annual fuel mmBtu=10453023.
54761,2018,Hermiston Generating Plant,M,respondent_monthly,2425240.21,2493629.0,0.9725745930930383,-68388.79000000004,-0.027425406906961717,18702665.263,18777177,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=18702665.263; EIA-923 annual fuel mmBtu=18777177.
55103,2018,Klamath Cogeneration Plant,M,respondent_monthly,2674353.16,2592948.69,1.0313945548995804,81404.4700000002,0.03139455489958045,19548595.343999997,18796245,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=19548595.343999997; EIA-923 annual fuel mmBtu=18796245.
55328,2018,Hermiston Power Partnership,M,respondent_monthly,3715843.7299999995,3644236.0,1.019649586360488,71607.72999999952,0.019649586360488046,26665838.933000002,26277148,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=26665838.933000002; EIA-923 annual fuel mmBtu=26277148.
55544,2018,Klamath Expansion Project,A,eia_allocated_from_annual,43991.75,42139.02,1.0439670879863843,1852.7300000000032,0.0439670879863842,492008.19200000004,492034,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=492008.19200000004; EIA-923 annual fuel mmBtu=492034.
56227,2018,Port Westward,M,respondent_monthly,2561833.05,2500920.0,1.0243562568974616,60913.049999999814,0.02435625689746166,17608174.266,17650063,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=17608174.266; EIA-923 annual fuel mmBtu=17650063.
58503,2018,Carty Generating Station,AM,respondent_monthly,3077430.56,3020826.0,1.0187381067297487,56604.560000000056,0.01873810672974877,21278577.659,20697834,ok,EIA-923 respondent monthly generation (Plant Frame frequency=AM). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=21278577.659; EIA-923 annual fuel mmBtu=20697834.
6106,2019,Boardman,M,respondent_monthly,2741248.63,2573941.974,1.065000166161477,167306.65599999996,0.06500016616147694,26528695.805,26297027,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=26528695.805; EIA-923 annual fuel mmBtu=26297027.
7350,2019,Coyote Springs,M,respondent_monthly,1819977.04,1769340.0,1.0286191687295827,50637.04000000004,0.028619168729582804,12160395.830000002,12778119,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=12160395.830000002; EIA-923 annual fuel mmBtu=12778119.
7931,2019,Coyote Springs II,M,respondent_monthly,1920045.8599999999,1890016.0,1.0158886803074683,30029.85999999987,0.015888680307468227,13013557.408999998,13014728,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=13013557.408999998; EIA-923 annual fuel mmBtu=13014728.
54761,2019,Hermiston Generating Plant,M,respondent_monthly,2802254.4899999998,2862630.0,0.9789090766183544,-60375.51000000024,-0.021090923381645633,21400194.705,21241000,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=21400194.705; EIA-923 annual fuel mmBtu=21241000.
55103,2019,Klamath Cogeneration Plant,M,respondent_monthly,3414342.1700000004,3311657.5999999996,1.031007000844532,102684.57000000076,0.03100700084453199,24948252.314,23945207,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=24948252.314; EIA-923 annual fuel mmBtu=23945207.
55328,2019,Hermiston Power Partnership,M,respondent_monthly,4403923.53,4298264.0,1.0245819079516754,105659.53000000026,0.024581907951675436,31517371.490000002,31077787,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=31517371.490000002; EIA-923 annual fuel mmBtu=31077787.
55544,2019,Klamath Expansion Project,A,eia_allocated_from_annual,86178.18,82086.76,1.0498426299198556,4091.4199999999983,0.04984262991985551,921540.512,954992,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=921540.512; EIA-923 annual fuel mmBtu=954992.
56227,2019,Port Westward,M,respondent_monthly,2801286.16,2737946.0,1.0231341889138792,63340.16000000015,0.02313418891387929,19039403.740999997,19053227,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=19039403.740999997; EIA-923 annual fuel mmBtu=19053227.
58503,2019,Carty Generating Station,AM,respondent_monthly,3045545.7399999998,2989615.0,1.0187083420440424,55930.73999999976,0.01870834204404238,21347339.33,20839160,ok,EIA-923 respondent monthly generation (Plant Frame frequency=AM). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=21347339.33; EIA-923 annual fuel mmBtu=20839160.
6106,2020,Boardman,M,respondent_monthly,1747090.8,1632318.0320000001,1.0703127489557744,114772.76799999992,0.07031274895577452,17715313.534,16998871,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=17715313.534; EIA-923 annual fuel mmBtu=16998871.
7350,2020,Coyote Springs,M,respondent_monthly,1639970.19,1601148.0,1.024246471906407,38822.189999999944,0.024246471906407118,11190107.192,11561050,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=11190107.192; EIA-923 annual fuel mmBtu=11561050.
7931,2020,Coyote Springs II,M,respondent_monthly,1793122.0300000003,1767332.0,1.0145926345474423,25790.03000000026,0.014592634547442281,12130963.980999999,12135469,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=12130963.980999999; EIA-923 annual fuel mmBtu=12135469.
54761,2020,Hermiston Generating Plant,M,respondent_monthly,2266987.24,2343926.0,0.9671752606524269,-76938.75999999978,-0.03282473934757316,17452436.488,17492355,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=17452436.488; EIA-923 annual fuel mmBtu=17492355.
55103,2020,Klamath Cogeneration Plant,M,respondent_monthly,2794586.71,2710228.46,1.0311258815428423,84358.25,0.031125881542842335,20584610.875,19867612,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=20584610.875; EIA-923 annual fuel mmBtu=19867612.
55328,2020,Hermiston Power Partnership,M,respondent_monthly,4050917.5599999996,3956218.0,1.0239368912431013,94699.55999999959,0.023936891243101263,28981097.865999997,28425811,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=28981097.865999997; EIA-923 annual fuel mmBtu=28425811.
55544,2020,Klamath Expansion Project,A,eia_allocated_from_annual,37960.649999999994,36268.0,1.0466706187272525,1692.6499999999942,0.04667061872725251,407081.6969999999,432640,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=407081.6969999999; EIA-923 annual fuel mmBtu=432640.
56227,2020,Port Westward,M,respondent_monthly,2705558.56,2643242.0,1.0235758057718514,62316.560000000056,0.023575805771851407,18344509.739000004,18350141,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=18344509.739000004; EIA-923 annual fuel mmBtu=18350141.
58503,2020,Carty Generating Station,AM,respondent_monthly,3043569.77,2988945.0,1.0182756022609984,54624.77000000002,0.01827560226099845,21777896.346,20818641,ok,EIA-923 respondent monthly generation (Plant Frame frequency=AM). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=21777896.346; EIA-923 annual fuel mmBtu=20818641.
7350,2021,Coyote Springs,M,respondent_monthly,1767499.38,1728811.0,1.0223786058742106,38688.37999999989,0.022378605874210592,12171262.933,12659446,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=12171262.933; EIA-923 annual fuel mmBtu=12659446.
7931,2021,Coyote Springs II,M,respondent_monthly,1555408.0899999999,1533635.0,1.0141970481894322,21773.08999999985,0.0141970481894322,10546485.508,10544313,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=10546485.508; EIA-923 annual fuel mmBtu=10544313.
54761,2021,Hermiston Generating Plant,M,respondent_monthly,2767798.23,2823007.0,0.9804432755568796,-55208.77000000002,-0.01955672444312041,21126007.891999997,20935681,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=21126007.891999997; EIA-923 annual fuel mmBtu=20935681.
55103,2021,Klamath Cogeneration Plant,M,respondent_monthly,3150453.03,3055409.8,1.0311065409294689,95043.22999999998,0.031106540929468768,22867016.492000002,22270962,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=22867016.492000002; EIA-923 annual fuel mmBtu=22270962.
55328,2021,Hermiston Power Partnership,M,respondent_monthly,4448084.989999999,4341072.0,1.0246512819874904,107012.98999999929,0.024651281987490486,31740605.934,31174312,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=31740605.934; EIA-923 annual fuel mmBtu=31174312.
55544,2021,Klamath Expansion Project,A,eia_allocated_from_annual,54895.590000000004,52599.539,1.0436515422692203,2296.0510000000068,0.0436515422692204,565519.2740000001,605402,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=565519.2740000001; EIA-923 annual fuel mmBtu=605402.
56227,2021,Port Westward,M,respondent_monthly,2986816.49,2918641.0,1.023358641915878,68175.49000000022,0.02335864191587805,20353742.979999997,20388654,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=20353742.979999997; EIA-923 annual fuel mmBtu=20388654.
58503,2021,Carty Generating Station,AM,respondent_monthly,3083109.5399999996,3027317.0,1.0184296986407435,55792.53999999957,0.01842969864074346,21804519.623,20926085,ok,EIA-923 respondent monthly generation (Plant Frame frequency=AM). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=21804519.623; EIA-923 annual fuel mmBtu=20926085.
7350,2022,Coyote Springs,M,respondent_monthly,1402112.9200000002,1372972.0,1.0212247008678983,29140.92000000016,0.021224700867898367,9614886.779,10038260,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=9614886.779; EIA-923 annual fuel mmBtu=10038260.
7931,2022,Coyote Springs II,M,respondent_monthly,1870086.7999999998,1844243.0,1.0140132292761852,25843.799999999814,0.014013229276185304,12838314.480999999,12833774,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=12838314.480999999; EIA-923 annual fuel mmBtu=12833774.
54761,2022,Hermiston Generating Plant,M,respondent_monthly,2449951.47,2472054.0,0.9910590423995593,-22102.529999999795,-0.008940957600440684,18566252.982,18588295,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=18566252.982; EIA-923 annual fuel mmBtu=18588295.
55103,2022,Klamath Cogeneration Plant,M,respondent_monthly,2496088.2499999995,2424356.9000000004,1.0295877847028212,71731.34999999916,0.02958778470282125,18189660.783999998,17670089,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=18189660.783999998; EIA-923 annual fuel mmBtu=17670089.
55328,2022,Hermiston Power Partnership,M,respondent_monthly,3953992.3200000003,3859811.0,1.0244005004390113,94181.3200000003,0.02440050043901121,28352560.321,27935116,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=28352560.321; EIA-923 annual fuel mmBtu=27935116.
55544,2022,Klamath Expansion Project,A,eia_allocated_from_annual,32747.33,27048.001,1.2107116529609712,5699.3290000000015,0.2107116529609712,337719.833,367166,annual_comparability_warning,"EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is outside the documented 0.85-1.15 envelope. Monthly allocation cannot explain an annual gap. Values were not rescaled; this is a comparability warning, not a correction. CAMPD heat input mmBtu=337719.833; EIA-923 annual fuel mmBtu=367166."
56227,2022,Port Westward,M,respondent_monthly,2380141.77,2323897.0,1.0242027809322014,56244.77000000002,0.024202780932201393,16184733.639,16272536,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=16184733.639; EIA-923 annual fuel mmBtu=16272536.
58503,2022,Carty Generating Station,AM,respondent_monthly,3071351.68,3017937.0,1.0176990705902742,53414.68000000017,0.01769907059027414,22189324.810999997,21104538,ok,EIA-923 respondent monthly generation (Plant Frame frequency=AM). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=22189324.810999997; EIA-923 annual fuel mmBtu=21104538.
7350,2023,Coyote Springs,M,respondent_monthly,1976288.39,1914656.0,1.0321897980629418,61632.3899999999,0.0321897980629418,13245309.076000001,14059897,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=13245309.076000001; EIA-923 annual fuel mmBtu=14059897.
7931,2023,Coyote Springs II,M,respondent_monthly,2294894.0300000003,2263061.0,1.0140663596783297,31833.03000000026,0.0140663596783296,15611561.106999999,15602257,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=15611561.106999999; EIA-923 annual fuel mmBtu=15602257.
54761,2023,Hermiston Generating Plant,M,respondent_monthly,3031264.2399999998,2989539.0,1.0139570816771415,41725.23999999976,0.013957081677141445,22218416.095000003,22608949,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=22218416.095000003; EIA-923 annual fuel mmBtu=22608949.
55103,2023,Klamath Cogeneration Plant,M,respondent_monthly,2986868.27,2881065.9,1.0367233425656803,105802.37000000011,0.036723342565680335,21105156.698,20638417,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=21105156.698; EIA-923 annual fuel mmBtu=20638417.
55328,2023,Hermiston Power Partnership,M,respondent_monthly,4017063.53,3918106.1999999997,1.025256418521785,98957.33000000007,0.025256418521784858,28974253.694999997,28132452,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=28974253.694999997; EIA-923 annual fuel mmBtu=28132452.
55544,2023,Klamath Expansion Project,A,eia_allocated_from_annual,180596.78000000003,184255.68,0.9801422675273839,-3658.899999999965,-0.019857732472616123,1868741.9740000002,1892055,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=1868741.9740000002; EIA-923 annual fuel mmBtu=1892055.
56227,2023,Port Westward,M,respondent_monthly,3137089.6799999997,3067547.0,1.0226704529710546,69542.6799999997,0.022670452971054626,21125974.619999997,21162193,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=21125974.619999997; EIA-923 annual fuel mmBtu=21162193.
58503,2023,Carty Generating Station,AM,respondent_monthly,3171245.42,3118192.0,1.0170141607700873,53053.419999999925,0.017014160770087258,23265211.1,22142766,ok,EIA-923 respondent monthly generation (Plant Frame frequency=AM). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=23265211.1; EIA-923 annual fuel mmBtu=22142766.
7350,2024,Coyote Springs,M,respondent_monthly,2082300.22,2041693.0,1.019888994084811,40607.21999999997,0.019888994084810974,13899554.009,14701261,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=13899554.009; EIA-923 annual fuel mmBtu=14701261.
7931,2024,Coyote Springs II,M,respondent_monthly,2359552.29,2325857.0,1.0144872578150763,33695.29000000004,0.014487257815076352,16136060.518000001,16092153,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=16136060.518000001; EIA-923 annual fuel mmBtu=16092153.
54761,2024,Hermiston Generating Plant,M,respondent_monthly,3403906.0400000005,3345664.0,1.0174082155291149,58242.0400000005,0.01740821552911485,24936710.735999998,25426808,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=24936710.735999998; EIA-923 annual fuel mmBtu=25426808.
55103,2024,Klamath Cogeneration Plant,M,respondent_monthly,3786649.68,3664854.0,1.0332334330371689,121795.68000000017,0.03323343303716878,26780629.541,26230145,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=26780629.541; EIA-923 annual fuel mmBtu=26230145.
