model,variable,location,period,download_ok,raw_file,n_huc12,max_tewdftot_mgd,sum_tewdftot_mgd,relevant_facilities_in_study_huc8,added_to_panels,note,missing_study_huc12s,extra_huc12s
wu-thermoelectric,tewdftot,huc8:17070305,2008-01/2020-12,True,/orcd/home/002/nacevedo/RA/data-center-externalities-modeling/Meta_Prineville_Oregon_v3/data/raw/usgs_nwaa/aggregates/wu-thermoelectric__tewdftot__huc8-17070305.csv,52,0.0,0.0,False,False,Screening only. Thermoelectric series are not added to HUC12 panels unless modeled withdrawals are non-zero in the study HUC8.,,
