node_hour_bin,n,median_eps,mean_eps,p05_eps,p95_eps,measured_GWh,energy_weight,median_node_hours
"(-0.000722, 0.0225]",284380,0.6403060677590567,0.7107721445750701,0.42737921261643175,0.9967266182303358,0.0017095718269444444,0.0007189100078156014,0.011666666666666667
"(0.0225, 0.0814]",283555,0.8928960618846263,0.7970270717176308,0.4596495565398221,1.0181430588705722,0.008237838862777777,0.0034641801577932133,0.04861111111111111
"(0.0814, 1.158]",283132,0.85191328199508,0.7977188131064583,0.4175205196567868,1.087738123382338,0.06457898132444444,0.027156785831958286,0.2916666666666667
"(1.158, 13126.122]",283679,1.0363292316639796,0.9205974090404307,0.5167605320043259,1.1089957191100968,2.3034789332127774,0.9686601240024328,5.053888888888889
