state,disposition,confidence,p_used,refit,n_full,GWh_full,WAPE_full,bias_full,R2_logE_full,median_W_per_node_hour_full,n_test,GWh_test,WAPE_test,bias_test,R2_logE_test,median_W_per_node_hour_test,p05_W_per_node_hour_test,p95_W_per_node_hour_test,chrono_test_status,note
COMPLETED,SUPPORTED,high,700.6894574294788,False,4456925.0,9.28193656487389,0.12762486384533994,0.026685210931658432,0.9794274828901857,626.3229166666666,1134746.0,2.3780053252269444,0.13616455874940167,0.03077447206632411,0.9756563888920156,615.587481962482,311.77777777777777,768.4338503538916,REFERENCE,
TIMEOUT,SUPPORTED,high,700.6894574294788,False,362521.0,10.326132647640279,0.1004417131349488,-0.01228597831053091,0.9647943783781437,738.3538094769672,129597.0,3.3940724222463894,0.1075099599366356,-0.014846956754680285,0.951734329066097,758.4123821703228,283.63070115151413,778.572290858004,PASS_TRANSFER,
CANCELLED,SUPPORTED,medium,700.6894574294788,False,120486.0,1.6873618647508333,0.1309990946484161,0.045870054359324675,0.9598596195725938,689.7944254282114,43315.0,0.5086107427433333,0.1432838072814004,0.04720181698443149,0.9622711507738633,589.7,250.21038705249424,777.4933710916717,PARTIAL_TRANSFER,
FAILED,UNSUPPORTED,high,700.6894574294788,False,,,,,,,,,,,,,,,,FAIL_TRANSFER preserved
NODE_FAIL,UNSUPPORTED,high,700.6894574294788,False,,,,,,,,,,,,,,,,FAIL_TRANSFER preserved
OOM,UNSUPPORTED,high,700.6894574294788,False,,,,,,,,,,,,,,,,FAIL_TRANSFER preserved; immaterial energy
H100,UNSUPPORTED,high,700.6894574294788,False,,,,,,,,,,,,,,,,no positive ConsumedEnergyRaw
shared_jobs,UNSUPPORTED,high,700.6894574294788,False,,,,,,,,,,,,,,,,non-additive raw energy; reconstruction not attempted
